All Players 3 Year Averages MLB Standard Categories
Player,INNs	APP	GS	QS	CG	W	L	S	BS	K	BB	H	ERA	WHIP	Rank	
"James Karinchak RP  CLE "	5.1	5	0	0	0	0	0	0	0	8	1	3	1.69	0.75	1084
"Dario Agrazal SP  DET"	36.2	8	7	2	0	2	2	0	0	20	9	41	4.91	1.36	1085
"Jon Duplantier RP  ARI "	36.2	15	3	0	0	1	1	1	0	34	18	39	4.42	1.55	1086
"Evan Marshall RP  CHW"	21.2	24	0	0	0	1	1	0	2	18	11	22	3.74	1.52	1088
"JD Hammer RP  PHI"	19.0	20	0	0	0	1	0	0	1	13	12	15	3.79	1.42	1089
"Ryan Cook RP  MIA"	8.2	10	0	0	0	1	0	0	0	12	4	8	5.19	1.38	1090
"Tim Adleman RP  DET"	40.2	10	7	2	0	2	4	0	0	36	17	41	5.53	1.43	1092
"Edward Paredes RP  PHI"	5.1	8	0	0	0	1	0	0	0	6	1	5	5.06	1.12	1093
"Bobby Poyner RP  BOS"	17.0	16	0	0	0	0	0	0	0	18	4	16	4.24	1.18	1094
"Troy Scribner SP  ARI"	9.0	4	2	0	0	1	1	0	0	7	5	7	4.00	1.33	1095
"Kohl Stewart RP  BAL "	31.0	8	3	0	0	2	2	0	0	17	13	32	4.64	1.45	1098
"Ryan Sherriff RP  TB"	6.2	6	0	0	0	1	0	0	0	6	2	7	4.05	1.35	1099
"Jake Thompson SP  LAA"	21.0	7	3	0	0	1	1	1	0	16	11	21	4.29	1.52	1101
"Joel Kuhnel RP  CIN"	9.2	11	0	0	0	1	0	0	0	9	5	8	4.66	1.34	1102
"Aaron Brooks SP  BAL"	37.2	11	6	1	0	2	3	0	0	28	12	40	5.50	1.38	1103
"Brian Johnson RP  BOS "	55.2	21	8	1	0	2	3	0	0	46	23	63	4.69	1.54	1106
"Tyler Beede SP  SF"	62.1	13	12	3	0	2	6	0	0	61	27	68	5.20	1.52	1107
"Chih-Wei Hu RP  SD"	7.2	4	0	0	0	0	0	0	0	7	2	4	3.52	0.78	1109
"Luke Gregerson RP  STL"	26.1	29	0	0	0	1	1	0	1	28	9	29	5.13	1.44	1110
"Joe Biagini RP  HOU"	85.1	52	7	2	0	3	7	1	1	70	31	97	5.38	1.50	1111
"Jonathan Hernandez RP  TEX "	8.1	4	1	0	0	1	0	0	0	10	6	7	4.32	1.56	1113
"Vidal Nuno RP  WAS"	16.0	10	0	0	0	1	0	0	0	14	7	16	4.50	1.44	1114
"Rafael Montero RP  TEX"	49.1	19	6	2	0	2	4	0	0	49	24	55	4.93	1.60	1115
"Brandon Maurer RP  PIT"	30.1	35	0	0	0	1	3	8	3	30	15	38	6.82	1.75	1116
"Daniel Stumpf RP  DET"	35.0	53	0	0	0	1	2	0	2	33	15	39	4.37	1.54	1119
"Carlos Ramirez RP  CHC"	8.1	6	0	0	0	0	0	0	0	6	4	3	3.24	0.84	1121
"Drew Storen RP  PHI"	18.1	19	0	0	0	1	1	0	1	16	8	19	4.42	1.47	1123
"Edwin Jackson SP  ARI"	78.2	17	14	5	0	5	6	0	0	60	33	89	5.72	1.55	1125
"David Paulino RP  TOR"	12.0	4	2	0	0	1	0	0	0	13	3	14	5.25	1.42	1127
"Cole Irvin RP  PHI"	41.2	16	3	2	0	2	1	1	0	31	13	45	5.83	1.39	1128
"Chad Sobotka RP  ATL"	21.2	23	0	0	0	0	0	0	0	30	14	16	4.99	1.38	1130
"Jaime Schultz RP  OAK"	11.2	9	0	0	0	1	1	0	0	13	7	8	6.17	1.29	1131
"Zach Putnam RP  BOS "	3.0	2	0	0	0	0	0	0	0	3	0	1	0.00	0.33	1133
"Zac Rosscup RP  COL"	12.1	18	0	0	0	1	0	0	1	19	8	13	5.11	1.70	1134
"Kyle Keller RP  LAA"	10.2	10	0	0	0	0	0	0	0	11	8	5	3.38	1.22	1135
"T.J. Zeuch SP  TOR"	22.2	5	3	0	0	1	2	0	0	20	11	22	4.76	1.46	1136
"Jose De Leon RP  CIN"	2.1	1	0	0	0	1	0	0	0	3	2	2	3.86	1.71	1137
"Brian Duensing RP  CHC"	33.1	39	0	0	0	1	0	0	1	28	16	33	4.59	1.47	1139
"Jeffrey Springs RP  BOS"	32.0	22	1	0	0	2	1	0	0	32	18	35	5.06	1.66	1141
"Tanner Scott RP  BAL"	27.0	28	0	0	0	1	1	0	1	38	16	28	5.33	1.63	1143
"Matt Koch RP  ARI"	35.2	10	5	2	0	2	2	0	0	20	9	40	5.30	1.37	1144
"Anthony Banda RP  TB"	14.2	5	2	0	0	1	1	0	0	12	4	15	5.52	1.30	1145
"Lewis Thorpe RP  MIN "	14.0	6	1	0	0	2	1	0	1	16	5	19	6.43	1.71	1146
"Jose Rodriguez RP  LAA"	19.2	9	1	0	0	0	1	0	0	13	11	17	2.75	1.42	1147
"Chad Bettis RP  NYY"	76.2	25	11	3	0	3	4	0	1	51	26	84	5.28	1.43	1148
"Kendall Graveman SP  SEA "	46.2	9	9	4	0	2	3	0	0	32	15	53	5.01	1.46	1149
"Ben Heller RP  NYY"	6.0	5	0	0	0	0	0	0	0	6	3	4	1.50	1.17	1150
"Ryan Borucki SP  TOR "	34.2	6	6	4	0	1	2	0	0	24	13	37	4.41	1.44	1151
"Eric Yardley RP  MIL "	11.2	10	0	0	0	0	1	0	0	7	3	12	2.31	1.29	1152
"Ryan Weber RP  BOS "	16.2	7	1	0	0	1	2	0	0	10	3	19	4.86	1.32	1153
"Jackson Stephens RP  CIN"	21.0	12	1	0	0	1	1	0	0	18	8	23	4.71	1.48	1155
"Taylor Guilbeau RP  SEA"	12.1	17	0	0	0	0	0	0	2	7	3	10	3.65	1.05	1158
"Matt Harvey SP  LAA"	102.1	21	19	5	0	5	7	0	0	79	38	113	5.89	1.48	1159
"Patrick Sandoval SP  LAA"	39.1	10	9	0	0	0	4	0	0	42	19	35	5.03	1.37	1160
"Wei-Chung Wang RP  PIT"	10.2	11	0	0	0	1	0	0	0	7	5	11	4.22	1.50	1161
"Hunter Harvey RP  BAL "	3.1	4	0	0	0	0	0	0	0	6	2	2	0.00	1.20	1163
"Ian Krol RP  CIN "	17.0	17	0	0	0	1	1	0	0	15	7	17	5.29	1.41	1166
"Jose Cisnero RP  DET "	35.1	35	0	0	0	0	4	0	2	40	19	35	4.33	1.53	1168
"Heath Fillmyer RP  KC"	52.1	14	8	3	0	2	2	0	0	36	22	53	5.16	1.43	1171
"Pierce Johnson RP  SD"	15.0	13	0	0	0	1	1	0	0	13	8	13	5.40	1.40	1172
"Justin Shafer RP  CIN"	24.0	20	0	0	0	1	0	0	0	20	16	24	3.75	1.67	1173
"Pedro Avila SP  SD "	5.1	1	1	0	0	0	0	0	0	5	2	4	1.69	1.12	1174
"Alec Asher SP  MIN"	21.0	9	2	1	0	1	2	0	0	16	8	21	5.14	1.38	1175
"Carlos Torres RP  SD"	29.1	27	0	0	0	1	1	0	1	24	12	32	4.60	1.50	1177
"Dario Alvarez RP  MIN"	5.1	7	0	0	0	1	0	0	0	6	5	6	3.38	2.06	1180
"Edinson Volquez RP  TEX"	36.0	9	7	2	0	1	3	0	0	30	22	33	4.50	1.53	1181
"Tyler Danish RP  SEA"	3.2	3	0	0	0	1	0	0	0	4	3	4	4.91	1.91	1182
"J.J. Hoover RP  WAS"	14.1	18	0	0	0	1	1	0	1	18	9	17	4.39	1.81	1183
"Brett Cecil RP  STL "	33.1	38	0	0	0	1	2	0	2	28	14	35	4.86	1.47	1184
"Ryan Eades RP  BAL"	11.1	8	0	0	0	0	1	0	1	10	6	11	2.38	1.50	1186
"Connor Sadzeck RP  SEA"	11.0	11	1	0	0	0	0	0	0	11	9	8	2.45	1.55	1188
"Mike Dunn RP  COL"	28.1	40	0	0	0	2	0	0	1	28	17	27	6.04	1.55	1189
"Jeremy Walker RP  ATL"	9.1	6	0	0	0	0	0	0	0	6	4	9	1.93	1.39	1190
"Sam Selman RP  SF"	10.1	10	0	0	0	0	0	0	1	10	6	6	4.36	1.16	1191
"Ian Gibaut RP  TEX"	14.1	10	0	0	0	1	1	0	0	16	10	12	5.65	1.53	1193
"Andrew Kittredge RP  TB"	34.1	28	3	0	0	1	1	0	0	34	12	39	5.24	1.49	1194
"Kyle McGrath RP  SD"	7.2	7	0	0	0	0	0	0	0	7	3	6	3.52	1.17	1195
"Casey Kelly RP  SF"	12.0	4	2	0	0	0	2	0	0	8	2	14	3.00	1.33	1196
"Anthony Kay SP  TOR "	14.0	3	2	0	0	1	0	0	0	13	5	15	5.79	1.43	1197
"Carson Smith RP  BOS"	7.0	9	0	0	0	0	0	0	0	8	3	7	2.57	1.43	1198
"Ty Blach SP  BAL"	103.0	29	14	6	0	5	7	0	0	56	34	119	5.24	1.49	1199
"Deolis Guerra RP  PHI"	8.2	7	0	0	0	1	1	0	0	7	4	8	6.23	1.38	1200
"Ryan Meisinger RP  STL"	10.2	9	0	0	0	1	0	0	0	10	5	9	6.75	1.31	1201
"Christian Bergman SP  CHC"	22.2	5	3	1	0	1	2	0	0	13	6	24	5.16	1.32	1202
"Daniel Zamora RP  NYM"	8.2	16	0	0	0	0	0	0	0	12	4	8	4.15	1.38	1203
"Taylor Williams RP  SEA "	24.0	24	0	0	0	1	1	0	1	25	11	26	5.25	1.54	1204
"Donnie Hart RP  OAK"	23.2	25	0	0	0	1	0	0	1	15	10	28	3.80	1.61	1207
"Enderson Franco RP  SF"	5.1	5	0	0	0	0	0	0	0	4	1	4	3.38	0.94	1208
"Paul Blackburn RP  OAK"	32.1	7	6	2	0	2	2	0	0	16	9	37	5.29	1.42	1209
"Junior Fernandez RP  STL"	11.2	13	0	0	0	0	1	0	3	16	6	9	5.40	1.29	1210
"Travis Lakins RP  BAL"	23.1	16	3	0	0	0	1	0	0	18	10	23	3.86	1.41	1211
"Edgar Garcia RP  PHI"	39.0	37	0	0	0	2	0	0	0	45	26	38	5.77	1.64	1212
"David McKay RP  DET"	26.1	25	0	0	0	0	0	0	1	34	17	20	5.47	1.41	1213
"Steven Okert RP  SF"	11.1	18	0	0	0	0	0	0	0	10	4	9	4.76	1.15	1215
"Grant Dayton RP  ATL"	12.0	14	0	0	0	0	1	0	1	11	5	10	4.50	1.25	1216
"Yacksel Rios RP  PIT"	21.2	21	0	0	0	2	1	0	0	22	11	25	6.23	1.66	1217
"Kazuhisa Makita RP  SD"	17.1	14	0	0	0	0	0	0	0	18	6	16	5.19	1.27	1218
"Tyler Kinley RP  COL"	30.0	32	0	0	0	2	0	0	1	30	22	29	5.40	1.70	1219
"Fernando Romero RP  MIN "	23.1	9	4	1	0	1	1	0	0	21	10	26	5.01	1.54	1220
"Josh Smith RP  MIA"	22.0	15	1	0	0	1	1	0	0	18	8	24	5.32	1.45	1221
"Yusei Kikuchi SP  SEA "	161.2	32	32	12	1	6	11	0	0	116	50	195	5.46	1.52	1223
"Brian Flynn RP  TEX"	35.2	20	0	0	0	2	2	0	0	23	17	43	4.29	1.68	1225
"Adrian Sampson RP  TEX"	74.0	20	10	2	0	3	6	0	0	58	20	90	5.59	1.49	1230
"Ariel Jurado SP  TEX "	88.2	22	13	4	0	6	8	0	0	52	27	107	5.89	1.51	1231
"Buddy Boshers RP  TOR"	18.1	22	0	0	0	0	1	0	0	18	7	19	4.42	1.42	1232
"Danny Hultzen RP  CHC"	3.1	6	0	0	0	0	0	0	0	5	2	4	0.00	1.80	1234
"Hoby Milner RP  LAA "	14.0	18	0	0	0	0	0	0	0	11	7	14	3.21	1.50	1235
"Ben Lively RP  KC"	40.0	9	7	4	0	1	3	0	0	27	13	45	4.72	1.45	1236
"Jefry Rodriguez SP  CLE "	49.1	12	8	2	0	2	4	0	0	36	29	46	5.11	1.52	1237
"Joe Mantiply RP  ARI"	3.0	1	0	0	0	1	0	0	0	2	2	3	9.00	1.67	1238
"Rubby De La Rosa RP  ARI"	2.2	3	0	0	0	0	0	0	0	4	1	2	3.38	1.12	1241
"Ryan Dull RP  TOR"	26.2	29	0	0	0	1	1	0	1	27	10	28	6.08	1.43	1244
"Matt Ramsey RP  LAA"	1.0	1	0	0	0	0	0	0	0	1	0	0	0.00	0.00	1245
"Chi Chi Gonzalez SP  COL"	21.0	5	4	1	0	1	2	0	0	15	11	20	5.14	1.48	1246
"Sammy Solis RP  SD"	21.2	29	0	0	0	1	1	0	1	24	10	22	6.23	1.48	1247
"Nick Kingham RP  PIT"	44.0	14	6	2	0	3	3	0	0	38	17	52	6.14	1.57	1248
"Michael King RP  NYY "	2.0	1	0	0	0	0	0	0	0	1	0	2	0.00	1.00	1249
"Adonis Rosa RP  NYY"	2.0	1	0	0	0	0	0	0	0	2	0	1	4.50	0.50	1250
"Rex Brothers RP  CHC"	8.0	9	0	0	0	1	1	0	0	11	5	8	7.88	1.62	1251
"Nestor Cortes RP  SEA "	35.2	18	0	0	0	2	0	0	0	36	16	42	5.80	1.63	1252
"Yohander Mendez RP  TEX "	15.0	6	2	0	0	1	1	0	0	11	8	15	5.40	1.53	1253
"Marc Rzepczynski RP  TOR "	14.0	29	0	0	0	1	1	0	1	12	10	15	4.50	1.79	1255
"Tim Peterson RP  NYM"	17.1	14	0	0	0	1	1	0	0	14	6	18	6.23	1.38	1256
"Scott Copeland RP  WAS"	0.2	0	0	0	0	0	0	0	0	1	0	0	0.00	0.00	1257
"Jordan Zimmermann SP  DET "	134.1	26	26	8	0	5	11	0	0	99	32	163	5.83	1.45	1258
"Mark Leiter RP  ARI "	38.0	16	4	1	0	1	2	0	0	35	14	42	5.45	1.47	1259
"Phillips Valdez RP  BOS "	16.0	11	0	0	0	0	0	0	0	18	9	17	3.94	1.62	1260
"Zac Curtis RP  TEX"	8.1	7	0	0	0	0	0	0	0	8	7	6	3.24	1.56	1261
"Conner Menez RP  SF"	17.0	8	3	0	0	0	1	0	0	22	12	13	5.29	1.47	1262
"Jorge Alcala RP  MIN"	1.2	2	0	0	0	0	0	0	0	1	1	1	0.00	1.20	1263
"Jamie Callahan RP  SF"	2.1	3	0	0	0	0	0	0	0	2	0	2	3.86	0.86	1264
"Dillon Maples RP  CHC"	7.1	10	0	0	0	1	0	0	0	13	7	6	8.59	1.77	1265
"Joey Krehbiel RP  MIN"	1.1	1	0	0	0	0	0	0	0	0	1	0	0.00	0.75	1268
"Nick Burdi RP  PIT "	5.0	6	0	0	0	1	0	0	0	10	2	7	10.80	1.80	1269
"Ryan Garton RP  MIN"	8.1	7	0	0	0	0	0	0	0	6	2	7	5.40	1.08	1270
"Luiz Gohara RP  LAA "	16.1	5	2	1	0	0	1	0	0	16	5	16	5.51	1.29	1271
"Tim Melville SP  COL "	13.0	3	3	0	0	1	1	0	0	10	7	14	5.54	1.62	1272
"Steven Wright RP  BOS"	28.0	10	3	1	0	1	2	0	0	20	12	31	4.82	1.54	1273
"Ian Hamilton RP  CHW "	4.0	5	0	0	0	0	1	0	0	2	1	3	4.50	1.00	1274
"Jandel Gustave RP  SF "	9.2	10	0	0	0	0	0	0	0	5	5	8	3.72	1.34	1275
"Pat Venditte RP  MIA"	8.2	8	0	0	0	0	0	0	0	6	2	8	5.19	1.15	1278
"Sam Howard RP  PIT"	11.1	12	0	0	0	1	0	0	0	12	6	13	6.35	1.68	1279
"John Axford RP  LAD"	25.1	24	0	0	0	1	1	0	0	25	13	26	5.68	1.54	1280
"Drew Smith RP  NYM "	14.0	14	0	0	0	0	0	0	1	9	3	17	3.86	1.43	1281
"Gabriel Ynoa RP  BAL"	48.1	15	6	1	0	1	4	0	0	31	11	55	5.21	1.37	1282
"Joe Harvey RP  COL"	18.0	18	0	0	0	1	0	0	0	17	13	18	5.00	1.72	1283
"Jesus Reyes RP  CIN"	2.2	2	0	0	0	0	0	0	0	1	1	2	3.38	1.12	1284
"Justin Dunn SP  SEA "	6.2	4	4	0	0	0	0	0	0	5	9	2	2.70	1.65	1285
"Stefan Crichton RP  ARI"	14.1	12	0	0	0	0	0	0	0	14	4	16	5.02	1.40	1286
"Daniel Corcino RP  LAD"	2.0	1	0	0	0	0	0	0	0	0	2	1	0.00	1.50	1289
"Austin Davis RP  PHI"	27.2	23	0	0	0	0	1	0	0	31	13	28	5.21	1.48	1290
"Yency Almonte RP  COL"	16.1	14	0	0	0	0	0	0	0	14	6	18	4.41	1.47	1292
"Dan Slania RP  SF"	0.1	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1293
"Pedro Beato RP  PHI"	0.1	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1293
"Duane Underwood RP  CHC"	5.1	4	0	0	0	0	0	0	0	5	2	5	5.06	1.31	1295
"Dean Deetz RP  HOU"	1.2	2	0	0	0	0	0	0	0	2	0	2	5.40	1.20	1296
"Matt Wisler RP  MIN "	41.1	27	4	0	0	1	2	0	1	39	12	47	5.88	1.43	1297
"D.J. Johnson RP  COL"	15.2	18	0	0	0	0	1	0	0	16	10	14	4.60	1.53	1298
"Tyler Thornburg RP  CIN"	14.1	14	0	0	0	1	0	0	0	14	7	16	6.28	1.60	1300
"Jason Hammel RP  TEX"	102.1	24	17	7	0	4	9	0	1	79	29	126	5.63	1.51	1301
"Michael Kopech SP  CHW "	7.1	2	2	0	0	0	0	0	0	8	1	10	4.91	1.50	1302
"Rob Whalen RP  NYM"	3.2	1	0	0	0	0	0	0	0	1	1	3	4.91	1.09	1304
"Merandy Gonzalez RP  SF"	11.0	4	0	0	0	1	0	0	0	10	4	16	5.73	1.82	1305
"Tim Collins RP  COL"	15.2	24	0	0	0	0	0	0	0	12	8	16	4.02	1.53	1306
"Carson Fulmer RP  CHW"	27.2	12	5	1	0	2	2	0	0	24	19	26	6.18	1.63	1307
"Ariel Hernandez RP  TEX"	8.0	6	0	0	0	0	0	0	0	10	7	5	5.62	1.50	1311
"Chris Ellis RP  KC"	1.0	1	0	0	0	0	0	0	0	0	1	1	0.00	2.00	1312
"Josh Staumont RP  KC"	19.1	16	0	0	0	0	0	0	1	15	10	21	3.72	1.60	1313
"Chris Mazza RP  BOS"	16.1	9	0	0	0	1	1	0	0	11	5	21	5.51	1.59	1314
"Michael Tonkin RP  ARI"	7.0	5	0	0	0	0	0	0	0	8	4	7	5.14	1.57	1315
"David Bednar RP  SD"	11.0	13	0	0	0	0	2	0	0	14	5	10	6.54	1.36	1316
"Ryan O'Rourke RP  NYM"	0.1	1	0	0	0	0	0	0	0	0	1	0	0.00	3.00	1318
"Christopher Smith RP  DET "	1.2	1	0	0	0	0	0	0	0	0	0	2	5.40	1.20	1320
"Mike Mayers RP  LAA"	25.0	23	0	0	0	1	1	0	0	23	10	29	5.76	1.56	1321
"Cy Sneed RP  HOU"	21.1	8	0	0	0	0	1	0	0	23	5	26	5.48	1.45	1322
"James Norwood RP  CHC"	10.0	10	0	0	0	0	1	0	0	10	6	12	3.60	1.80	1324
"Damien Magnifico RP  ARI"	0	0	0	0	0	0	0	0	0	0	1	0	0.00	0.00	1325
"Andrew Moore SP  SEA"	21.1	4	3	1	0	0	2	0	0	11	3	22	5.48	1.17	1326
"Eric Hanhold RP  BAL"	1.1	2	0	0	0	0	0	0	0	1	0	2	6.75	1.50	1327
"Dietrich Enns SP  SEA"	1.1	1	0	0	0	0	0	0	0	1	0	2	6.75	1.50	1327
"Neil Ramirez RP  LAA"	32.2	33	0	0	0	0	2	0	1	40	18	32	5.51	1.53	1329
"Brandon Mann RP  TEX"	4.0	4	0	0	0	0	0	0	0	2	2	4	4.50	1.50	1330
"Luis Santos RP  TB"	12.1	8	0	0	0	0	1	0	0	13	5	14	5.11	1.54	1331
"Eduardo Paredes RP  DET"	13.2	11	0	0	0	0	0	0	0	11	4	15	5.27	1.39	1333
"Matt Carasiti SP  SF"	9.2	11	5	0	0	0	1	0	0	10	5	11	4.66	1.66	1335
"Devin Williams RP  MIL "	13.2	13	0	0	0	0	0	0	0	14	6	18	3.95	1.76	1336
"Colten Brewer RP  BOS"	32.0	34	0	0	0	1	1	0	0	31	20	37	4.50	1.78	1338
"Drew Gagnon RP  NYM"	18.0	12	0	0	0	2	1	0	0	12	6	24	7.00	1.67	1339
"Ben Taylor RP  CHC"	7.2	7	0	0	0	0	0	0	0	9	3	9	5.87	1.57	1341
"Thyago Vieira RP  CHW"	8.2	8	0	0	0	1	0	0	0	8	5	11	7.27	1.85	1342
"Tanner Rainey RP  WAS"	27.2	30	0	0	0	1	2	0	2	40	25	22	6.51	1.70	1343
"Deck McGuire SP  TB"	17.1	9	2	0	0	0	1	0	0	15	9	16	5.19	1.44	1344
"Matthew Festa RP  SEA"	15.1	14	0	0	0	0	1	0	1	12	7	16	4.70	1.50	1345
"Joel Payamps RP  ARI"	4.0	2	0	0	0	0	0	0	0	3	3	4	4.50	1.75	1346
"Brian Schlitter RP  OAK"	9.2	6	0	0	0	0	0	0	0	6	4	12	3.72	1.66	1347
"Cionel Perez RP  HOU"	10.0	6	0	0	0	0	0	0	0	10	4	8	7.20	1.20	1348
"Jake Petricka RP  MIL"	26.1	25	0	0	0	1	1	0	0	23	9	35	5.13	1.67	1349
"Allen Webster RP  CHC "	7.0	8	0	0	0	0	0	0	0	6	3	8	5.14	1.57	1350
"Mike Morin RP  MIL"	25.0	24	0	0	0	0	1	0	1	16	5	27	5.40	1.28	1351
"Jacob Rhame RP  NYM "	16.0	15	0	0	0	1	1	0	0	13	8	18	6.19	1.62	1352
"Chris Volstad SP  CIN"	22.1	13	1	0	0	1	2	0	0	13	6	27	5.64	1.48	1353
"Ryan Burr RP  CHW "	14.2	12	0	0	0	0	0	0	0	13	7	14	5.52	1.43	1354
"Dan Runzler RP  BOS"	1.1	3	0	0	0	0	0	0	0	1	1	2	6.75	2.25	1358
"Max Povse RP  SEA "	1.1	1	0	0	0	0	0	0	0	1	0	3	6.75	2.25	1358
"Genesis Cabrera RP  STL "	20.1	13	2	0	0	0	2	1	0	19	11	23	4.87	1.67	1360
"Shaun Anderson SP  SF "	96.0	28	16	4	0	3	5	2	0	70	38	111	5.44	1.55	1361
"John Curtiss RP  TB"	5.2	6	0	0	0	0	0	0	0	6	3	6	6.35	1.59	1365
"Adam McCreery RP  LAA"	0.2	0	0	0	0	0	0	0	0	1	0	2	13.50	3.00	1366
"Jen-Ho Tseng SP  CHC "	2.2	1	1	0	0	0	0	0	0	4	1	3	10.12	1.50	1367
"Andrew Vasquez RP  MIN"	2.2	5	0	0	0	0	0	0	0	4	2	2	10.12	1.50	1367
"Henderson Alvarez SP  WAS"	5.0	1	1	0	0	0	0	0	0	2	4	5	3.60	1.80	1369
"Brady Lail RP  CHW"	2.2	1	0	0	0	0	0	0	0	2	1	2	10.12	1.12	1370
"Dillon Tate RP  BAL"	21.0	16	0	0	0	0	2	0	0	20	9	18	6.43	1.29	1371
"Stephen Tarpley RP  MIA"	16.2	16	0	0	0	0	0	1	0	24	10	20	5.94	1.80	1374
"Sandy Baez RP  DET"	5.0	3	0	0	0	0	0	0	0	3	3	5	5.40	1.60	1375
"Jesse Hahn RP  KC"	24.2	7	4	2	0	1	2	0	0	21	11	28	5.84	1.58	1377
"Gabe Speier RP  KC"	7.1	9	0	0	0	0	0	0	0	10	6	5	7.36	1.50	1378
"Justin Grimm RP  MIL"	24.1	24	0	0	0	1	2	0	1	23	14	22	6.66	1.48	1382
"Nick Gardewine RP  TEX "	4.1	5	0	0	0	0	0	0	0	2	2	6	4.15	1.85	1384
"Tyler Bashlor RP  NYM"	27.0	24	0	0	0	0	3	0	2	22	14	24	5.33	1.41	1385
"Rob Scahill RP  CHC"	9.0	8	0	0	0	0	1	0	0	4	4	9	5.00	1.44	1387
"Erick Fedde SP  WAS "	48.0	12	9	2	0	2	2	0	0	34	21	54	5.44	1.56	1390
"Ricardo Rodriguez RP  TEX"	6.2	7	0	0	0	0	0	0	1	5	2	9	5.40	1.65	1391
"Locke St. John RP  TEX"	6.2	7	0	0	0	0	0	0	0	5	4	7	5.40	1.65	1391
"Eduardo Jimenez RP  ARI"	5.1	4	0	0	0	0	0	0	0	4	2	6	6.75	1.50	1396
"Corey Oswalt RP  NYM"	35.2	10	6	2	0	2	2	0	0	25	13	39	6.56	1.46	1398
"Jeremy Bleich RP  PHI"	0	1	0	0	0	0	0	0	0	0	0	1	0.00	0.00	1399
"Jorge Lopez RP  KC "	59.2	19	8	2	0	2	5	0	0	49	22	67	5.88	1.49	1400
"Tayron Guerrero RP  CHW"	34.2	37	0	0	0	1	2	0	3	37	22	35	5.71	1.64	1401
"Caleb Frare RP  CHW"	4.2	8	0	0	0	0	0	0	0	6	4	4	7.71	1.71	1404
"Corbin Martin SP  ARI "	19.1	5	5	0	0	1	1	0	0	19	12	23	5.59	1.81	1406
"Aaron Slegers RP  TB"	10.2	3	2	1	0	0	1	0	0	5	3	11	5.91	1.31	1407
"Josh Lucas RP  BAL"	12.1	7	0	0	0	0	0	0	0	12	7	12	5.84	1.54	1408
"Jeanmar Gomez RP  TEX"	21.0	20	0	0	0	1	1	1	1	19	8	28	6.43	1.71	1410
"Miguel Diaz RP  SD"	22.1	16	1	0	0	1	0	0	0	22	13	23	6.45	1.61	1412
"Justin Nicolino RP  MIN"	16.0	7	3	0	0	1	1	0	0	9	7	22	5.06	1.81	1413
"Jake Barrett RP  NYY "	12.2	12	0	0	0	0	1	0	0	12	6	14	5.68	1.58	1414
"Bobby Wahl RP  MIL "	4.1	5	0	0	0	0	0	0	0	5	3	6	6.23	2.08	1419
"C.D. Pelham RP  CHC"	4.0	5	0	0	0	0	0	0	0	4	2	6	6.75	2.00	1420
"Alex Reyes RP  STL "	2.1	2	0	0	0	0	0	0	0	1	3	2	7.71	2.14	1422
"Michael Ynoa RP  KC"	9.2	7	0	0	0	0	0	0	0	8	7	9	5.59	1.66	1423
"Ronald Bolanos SP  SD"	19.2	5	3	1	0	0	2	0	0	19	12	17	5.95	1.47	1424
"Sean Gilmartin SP  TB"	11.0	5	0	0	0	0	1	0	0	7	5	13	4.91	1.64	1426
"Hunter Cervenka RP  BAL"	1.2	2	0	0	0	0	0	0	0	2	3	0	16.20	1.80	1429
"Taylor Guerrieri RP  TEX "	12.0	10	0	0	0	0	0	0	0	12	9	12	5.25	1.75	1433
"Adbert Alzolay SP  CHC"	6.0	2	1	0	0	0	0	0	0	6	4	6	7.50	1.67	1436
"Aaron Sanchez SP  HOU"	90.2	18	18	5	0	3	8	0	0	75	49	98	5.26	1.62	1437
"Kyle Crockett RP  ARI"	3.2	6	0	0	0	0	0	0	0	4	1	7	7.36	2.18	1438
"Dennis Santana RP  LAD"	4.1	2	0	0	0	0	0	0	0	5	2	6	8.31	1.85	1439
"Matt Moore SP  DET"	95.1	24	15	6	0	3	8	0	0	81	36	110	5.76	1.53	1440
"Jimmy Herget RP  TEX"	6.1	5	0	0	0	0	0	0	0	0	3	8	4.26	1.74	1441
"David Carpenter RP  CIN"	3.1	4	0	0	0	0	0	0	0	2	4	4	5.40	2.40	1442
"Phillip Diehl RP  COL"	7.1	10	0	0	0	0	0	0	0	8	2	10	7.36	1.64	1443
"Enyel De Los Santos RP  PHI "	15.0	6	2	0	0	0	0	0	0	12	6	16	6.00	1.47	1444
"Brady Rodgers RP  BAL "	1.2	1	0	0	0	0	0	0	0	1	1	2	16.20	1.80	1447
"Brooks Pounders RP  TB"	11.0	11	0	0	0	1	0	0	0	11	3	17	8.18	1.82	1448
"Jesus Tinoco RP  COL"	18.0	12	0	0	0	0	2	0	0	14	11	18	5.00	1.61	1452
"Drew Smyly SP  SF"	38.0	8	7	2	0	1	2	0	0	40	18	42	6.16	1.58	1454
"Dillon Peters SP  LAA "	43.2	10	8	2	0	2	3	0	0	33	20	50	5.77	1.60	1455
"D.J. Snelten RP  TB"	2.0	2	0	0	0	0	0	0	0	2	2	4	9.00	3.00	1457
"Wei-Chieh Huang RP  TEX"	5.2	4	0	0	0	0	0	0	0	2	5	8	3.18	2.29	1458
