All Outfielders 2015  Season MLB Standard Stats
Player,AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank	
"Junior Lake LF  TOR"	80	4	16	8	7	0	1	5	4	29	4	0	0.200	0.238	0.325	923
"Efren Navarro 1B  BAL "	83	9	21	17	4	0	0	5	5	16	0	2	0.253	0.295	0.301	933
"Collin Cowgill RF  CLE"	69	10	13	9	2	1	1	2	4	19	2	1	0.188	0.233	0.290	945
"Henry Urrutia LF  BAL"	34	3	9	7	1	0	1	6	2	3	0	0	0.265	0.306	0.382	954
"Travis Ishikawa 1B  PIT "	63	6	13	9	3	0	1	8	9	20	0	0	0.206	0.306	0.302	962
"John Mayberry LF  DET "	110	8	18	8	6	1	3	9	9	33	1	0	0.164	0.227	0.318	970
"Juan Perez CF  CHC "	39	5	11	8	3	0	0	2	1	6	1	0	0.282	0.300	0.359	973
"Socrates Brito CF  ARI "	33	5	10	6	3	1	0	1	1	7	1	0	0.303	0.324	0.455	974
"Stefen Romero LF  SEA "	21	6	4	2	1	0	1	3	3	6	0	0	0.191	0.292	0.381	987
"Michael Martinez SS  CLE"	30	7	8	6	2	0	0	2	1	12	0	1	0.267	0.290	0.333	991
"Mason Williams CF  NYY"	21	3	6	2	3	0	1	3	1	3	0	0	0.286	0.318	0.571	992
"Jordan Schafer CF  MIN "	69	9	15	12	3	0	0	5	3	23	0	3	0.217	0.250	0.261	993
"Rickie Weeks LF  SEA"	84	7	14	11	1	0	2	9	9	25	0	0	0.167	0.263	0.250	1002
"Peter O'Brien LF  ARI"	10	1	4	2	1	0	1	3	2	5	0	0	0.400	0.500	0.800	1004
"Chris Dominguez LF  BOS"	23	2	6	3	1	1	1	3	0	12	0	0	0.261	0.261	0.522	1027
"Jaff Decker LF  PIT "	28	8	6	4	1	1	0	1	7	9	0	0	0.214	0.371	0.321	1032
"Jose Tabata LF  PIT"	38	2	11	11	0	0	0	4	2	7	0	1	0.289	0.342	0.289	1033
