All First Basemen 2015  Season MLB Standard Stats
Player,AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank	
"Dominic Smith 1B  NYM "	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jordan Ribera 1B  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Neftali Soto 1B  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"David Chester 1B  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jeff Holm 1B  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Adam Witter 1B  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"David Washington 1B  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"David Mailman 1B  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Joe Mahoney 1B  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Chris McGuiness 1B  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Nellie Rodriguez 1B  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Lance Durham 1B  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Kyle Roller 1B  TB "	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Brett Newsome 1B  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Bobby Borchering 1B  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Pat Magness 1B  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Brenton Calfee 1B  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Brad Corley 1B  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Trey Mancini 1B  BAL "	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Cory Dunlap 1B  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"William Rhinehart 1B  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Dan Vogelbach 1B  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"John Nogowski 1B  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Tim Brown 1B  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Brandon Gemoll 1B  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Rhyne Hughes 1B  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"James Murphy 1B  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Rudy Flores 1B  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Kent Sakamoto 1B  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Mike Gonzales 1B  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Justin Bloxom 1B  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Brock Stassi 1B  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Josh Satin 1B  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Craig Cooper 1B  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Reymond Nunez 1B  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Ryan Rieger 1B  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jeremy Hunt 1B  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Luis Sanz 1B  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Ricky Oropesa 1B  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jesse Gutierrez 1B  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jesus Guzman 1B  CHC "	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Nate Gold 1B  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Carlos Fernandez-Oliva 1B  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Casey Kotchman 1B  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Travis Ozga 1B  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Christian Marrero 1B  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jeff Larish 1B  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Mauro Gomez 1B  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Daric Barton 1B  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Dustin Yount 1B  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Mark Ori 1B  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jake Goebbert 1B  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Ji-Man Choi 1B  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
