All Starting Pitchers 2015  Season MLB Standard Stats
Player,INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank	
"Matt Harrison SP  PHI "	16.0	3	1	0	1	2	0	0	5	6	19	6.75	1.56	1260
"Scott Copeland SP  TOR"	15.3	3	1	0	1	1	0	0	6	2	24	6.46	1.70	1264
"Sean Nolin SP  OAK "	29.0	6	1	0	1	2	0	0	15	12	35	5.28	1.62	1272
"Matt Cain SP  SF"	60.7	11	3	0	2	4	0	0	41	20	71	5.79	1.50	1336
"Jason Marquis SP  CIN"	47.3	9	3	0	3	4	0	0	37	14	64	6.46	1.65	1348
"Matt Garza SP  MIL "	148.7	25	10	0	6	14	0	0	104	57	176	5.63	1.57	1363
"Chris Beck SP  CHW"	6.0	1	0	0	0	1	0	0	3	4	10	6.00	2.33	1365
"Homer Bailey SP  CIN "	11.3	2	0	0	0	1	0	0	3	4	16	5.56	1.76	1391
"Donn Roach SP  TOR"	3.3	1	0	0	0	1	0	0	1	1	8	10.80	2.70	1399
"Marco Gonzales SP  STL"	2.7	1	0	0	0	0	0	0	1	1	7	13.50	3.00	1401
"Jon Gray SP  COL "	40.7	9	1	0	0	2	0	0	40	14	52	5.53	1.62	1407
"Joe Wieland SP  SEA "	8.7	2	0	0	0	1	0	0	4	5	10	8.31	1.73	1409
"Brandon Beachy SP  LAD "	8.0	2	0	0	0	1	0	0	5	6	10	7.88	2.00	1413
"Chad Billingsley SP  PHI"	37.0	7	2	0	2	3	0	0	15	8	53	5.84	1.65	1425
"Jeremy Guthrie SP  KC "	148.3	24	8	0	8	8	0	0	84	44	186	5.95	1.55	1429
"Allen Webster SP  PIT"	31.0	5	0	0	1	1	0	0	17	20	32	5.81	1.68	1431
"Aaron Brooks SP  OAK "	55.3	9	5	0	3	4	0	0	38	14	73	6.67	1.57	1434
"Asher Wojciechowski SP  HOU"	16.3	3	0	0	0	1	0	0	16	7	23	7.16	1.84	1439
"Anthony Ranaudo SP  TEX "	15.3	2	1	0	0	1	0	0	11	8	18	7.63	1.70	1445
"Phillippe Aumont SP  CHW"	4.0	1	0	0	0	1	0	0	3	7	5	13.50	3.00	1446
"Zach Lee SP  LAD"	4.7	1	0	0	0	1	0	0	3	1	11	13.50	2.57	1451
"Casey Kelly SP  ATL"	11.3	2	0	0	0	2	0	0	7	3	19	7.94	1.94	1453
"Kyle Lobstein SP  PIT "	63.7	11	4	0	3	8	0	0	32	23	78	5.94	1.59	1455
"Michael Lorenzen SP  CIN"	113.3	21	7	0	4	9	0	0	83	57	131	5.40	1.66	1456
"Tyler Cravy SP  MIL"	42.7	7	1	0	0	8	0	1	35	22	47	5.70	1.62	1457
"Henderson Alvarez SP  OAK "	22.3	4	1	0	0	4	0	0	9	7	28	6.45	1.57	1458
"Dallas Beeler SP  CHC"	8.3	3	0	0	0	1	0	0	7	7	14	9.72	2.52	1460
"Barry Zito SP  OAK"	7.0	2	0	0	0	0	0	0	2	6	12	10.29	2.57	1462
"Tyler Wagner SP  ARI "	13.7	3	1	0	0	2	0	0	5	7	22	7.24	2.12	1465
"Bruce Chen SP  CLE"	6.3	2	0	0	0	1	0	0	4	1	17	12.79	2.84	1466
"Bud Norris RP  ATL "	83.0	11	3	0	3	11	0	2	71	31	100	6.72	1.58	1467
"Jose Urena RP  MIA"	61.7	9	4	0	1	5	0	1	28	25	73	5.25	1.59	1469
"Randy Wolf SP  DET"	34.7	7	3	0	0	5	0	0	28	15	46	6.23	1.76	1472
"Dillon Gee SP  KC"	39.7	7	2	0	0	3	0	0	25	11	55	5.90	1.66	1473
"Kyle Kendrick SP  ATL "	142.3	27	6	0	7	13	0	0	80	45	172	6.32	1.52	1474
"Kevin Correia SP  PHI"	23.3	5	0	0	0	3	0	0	14	8	37	6.56	1.93	1477
"Keyvius Sampson SP  CIN "	52.3	12	1	0	2	6	0	0	42	26	67	6.54	1.78	1478
"David Holmberg SP  ATL"	28.3	6	2	0	1	4	0	0	15	16	36	7.62	1.84	1481
"Jerome Williams SP  PHI "	121.0	21	7	0	4	12	1	1	74	34	161	5.80	1.61	1482
"Shane Greene SP  DET "	83.7	16	5	0	4	8	0	0	50	27	103	6.88	1.55	1483
"Hector Noesi SP  CHW"	32.7	5	0	0	0	4	0	0	22	17	41	6.89	1.78	1485
"Josh Smith SP  CIN"	32.7	7	0	0	0	4	0	0	30	21	42	6.89	1.93	1487
"Matt Boyd SP  DET "	57.3	12	4	0	1	6	0	0	43	20	71	7.54	1.59	1488
"Sean O'Sullivan SP  BOS"	71.0	13	4	0	1	6	0	0	35	20	94	6.08	1.61	1489
"Buck Farmer SP  DET"	40.3	5	0	0	0	4	0	0	24	17	53	7.36	1.74	1490
"Eddie Butler SP  COL"	79.3	16	2	1	3	10	0	0	44	42	102	5.90	1.82	1492
"T.J. House SP  CLE "	13.0	4	0	0	0	4	0	0	7	12	21	13.15	2.54	1494
"Alec Asher SP  PHI "	29.0	7	1	0	0	6	0	0	16	10	42	9.31	1.79	1496
"David Buchanan SP  PHI "	74.7	15	5	0	2	9	0	0	44	29	109	6.99	1.85	1499
"Ross Detwiler RP  CLE "	58.3	7	1	0	1	5	0	2	41	36	82	7.25	2.02	1500
"Alex Capaul SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dylan Baker SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Lindblom SP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Robert Whitenack SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sean Reid-Foley SP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tanner Rainey SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose Berrios SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cody Ponce SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose Leclerc SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Walker Buehler SP  LAD "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Neidert SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Lay Batista SP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Doug Mathis SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Crouse SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jacob Pettit SP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joe Biagini SP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alec Mills SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Antonio Santillan SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Drew Granier SP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Greg Reynolds SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Will Roberts SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Perdomo SP  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Mendoza SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jon Harris SP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Kohler SP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Johnson SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jharel Cotton SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"P.J. Walters SP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Pill SP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Miles Mikolas SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Bowman SP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mitch Brown SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kenta Maeda SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Aaron Blair SP  ATL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Raymond Hernandez SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Steve Garrison SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Red Patterson SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Justin Hancock SP  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Antonio Senzatela SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Fernando Nieve SP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brian Mazone SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brandon Mann SP  PIT "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Winkler SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Marco Duarte SP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yohander Mendez SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Greg Nappo SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Lucas Sims SP  ATL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kohl Stewart SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Randy Leek SP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sam Selman SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Soroka SP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yadel Marti SP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Taylor Guerrieri SP  TB "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jonathan Hernandez SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Graham Godfrey SP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brad Meyers SP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Will Inman SP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Palmer SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Wade Korpi SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alec Grosser SP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mark Sappington SP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cody Reed SP  CIN "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike Clevinger SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose M. Capellan SP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alex White SP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cameron Selik SP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Starling Peralta SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ricardo Sanchez SP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joe Gardner SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Javier Medina SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Stephen Gonsalves SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Wynn Pelzer SP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Eric Arnett SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chuck Lofgren SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Beckett SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Freddy Garcia SP  LAD "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mark Prior SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Rainwater SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Marcos Molina SP  NYM "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Mitchell SP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Manaurys Correa SP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joe Musgrove SP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Freeland SP  COL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Fulmer SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kelvim Escobar SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rich Harden SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Shawn Morimando SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tommy Collier SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Oscar Rivera SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Peter Lambert SP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Edell SP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Braden Shipley SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jonathon Crawford SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yeiper Castillo SP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jacob Barnes SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hudson Boyd SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"J.C. Sulbaran SP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brett Brach SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Victor Sanchez SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kasey Olenberger SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Connor Sadzeck SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dan Merklinger SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Justus Sheffield SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Alexander SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Daniel Moskos SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Corey Black SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kieran Lovegrove SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bobby Brownlie SP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Seth Lugo SP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jake Esch SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Werner SP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Armando Galarraga SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yeudy Garcia SP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Anderson SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Wells SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brody Colvin SP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Wright SP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Glasnow SP  PIT "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nate Smith SP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"J.R. Bradley SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Juan Sandoval SP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Trevor Williams SP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Myles Jaye SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"William Cuevas SP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jacob Rasner SP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Fabian Williamson SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Wilson SP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Colton Cain SP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Reynaldo Lopez SP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Teddy Stankiewicz SP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Barret Loux SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Domingo Acevedo SP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"James Avery SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zachary Bird SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Pries SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chad James SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Marcos Diplan SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Stephen Landazuri SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chad Kuhl SP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ross Stripling SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Clayton Blackburn SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jace Fry SP  CHW "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chad Rogers SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Travis Banwart SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Robert Gsellman SP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Hader SP  MIL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Justin Steele SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Elisaul Pimentel SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zach Petrick SP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Craig Clark SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"James Gillheeney SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ben Snyder SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jared Lansford SP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sandy Alcantara SP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yoel Mecias SP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Austin Brice SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Shairon Martis SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jairo Labourt SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Garrett Fulenchek SP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Torra SP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Austin Hyatt SP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jason Hursh SP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chih-Wei Hu SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Austin Gomber SP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Taylor Rogers SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Cessa SP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Cota SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cody Satterwhite SP  NYM "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"James McDonald SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jack Flaherty SP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mark Rogers SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Angel German SP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Phil Bickford SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dillon Tate SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hunter Harvey SP  BAL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Beau Burrows SP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Travieso SP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Struck SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kevin Matthews SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle McGowin SP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jeff Hoffman SP  COL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Darin Gorski SP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jason Knapp SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Foster Griffin SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Suk-Min Yoon SP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mark Appel SP  PHI "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"J.R. Mathes SP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rich Dorman SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jake Thompson SP  PHI "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Austin Wood SP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Bowman SP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cole De Vries SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ian Clarkin SP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jeremy Bleich SP  PIT "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jarlin Garcia SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Wes Parsons SP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Crick SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Pat Dean SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brett Lorin SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Juan Hillman SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jorge Reyes SP  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alex Reyes SP  STL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jonathan Dziedzic SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tim Crabbe SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Lucas Giolito SP  WAS "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kodi Medeiros SP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Lucas Harrell SP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brandon Brennan SP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Carraway SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Anthony Ortega SP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Conner Greene SP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ty Blach SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kevin Thomas SP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Shawn Sanford SP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Armando Rivero SP  CHC "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Albert Abreu SP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cole Rohrbough SP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Enyel De Los Santos SP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nate Robertson SP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tim Alderson SP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Packer SP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
