STARTING PITCHERS
Clayton Kershaw, SP, $33.00
Justin Verlander, SP, $33.00
David Price, SP, $31.00
Cole Hamels, SP, $30.00
Cliff Lee, SP, $30.00
CC Sabathia, SP, $30.00
Felix Hernandez, SP, $30.00
Matt Cain, SP, $30.00
Jered Weaver, SP, $29.00
Stephen Strasburg, SP, $28.00
Zack Greinke, SP, $28.00
Adam Wainwright, SP, $28.00
R.A. Dickey, SP, $28.00
James Shields, SP, $28.00
Madison Bumgarner, SP, $27.00
Johnny Cueto, SP, $27.00
Roy Halladay, SP, $27.00
Chris Sale, SP, $26.00
Jake Peavy, SP, $26.00
Yovani Gallardo, SP, $25.00
Gio Gonzalez, SP, $25.00
Yu Darvish, SP, $25.00
Mat Latos, SP, $25.00
Ian Kennedy, SP, $25.00
Josh Johnson, SP, $25.00
Hiroki Kuroda, SP, $25.00
Max Scherzer, SP, $24.00
Kris Medlen, RP SP, $24.00
Jeff Samardzija, SP, $24.00
Matt Garza, SP, $24.00
Dan Haren, SP, $24.00
Doug Fister, SP, $24.00
Jordan Zimmermann, SP, $23.00
C.J. Wilson, SP, $23.00
Homer Bailey, SP, $23.00
Jonathon Niese, SP, $23.00
Tommy Milone, SP, $23.00
Clay Buchholz, SP, $23.00
Kyle Lohse, SP, $23.00
Trevor Cahill, SP, $23.00
Tim Hudson, SP, $23.00
Mike Fiers, SP, $22.00
Brandon Morrow, SP, $22.00
Shaun Marcum, SP, $22.00
Mike Minor, SP, $22.00
Wade Miley, SP, $22.00
Anibal Sanchez, SP, $22.00
Brett Anderson, SP, $22.00
Andy Pettitte, SP, $22.00
Wei-Yin Chen, SP, $22.00
Jaime Garcia, SP, $22.00
A.J. Burnett, SP, $22.00
Ryan Vogelsong, SP, $22.00
Jeremy Hellickson, SP, $22.00
Jon Lester, SP, $22.00
Wandy Rodriguez, SP, $22.00
Matt Harrison, SP, $22.00
Mark Buehrle, SP, $22.00
Matt Moore, SP, $21.00
Phil Hughes, SP, $21.00
Lance Lynn, SP RP, $21.00
Marco Estrada, SP RP, $21.00
A.J. Griffin, SP, $21.00
Hisashi Iwakuma, SP RP, $21.00
Vance Worley, SP, $21.00
Ryan Dempster, SP, $21.00
Alex Cobb, SP, $21.00
Chad Billingsley, SP, $21.00
Gavin Floyd, SP, $21.00
Paul Maholm, SP, $21.00
Brandon McCarthy, SP, $21.00
Jarrod Parker, SP, $21.00
Bronson Arroyo, SP, $21.00
Bartolo Colon, SP, $21.00
Jason Vargas, SP, $21.00
Scott Diamond, SP, $21.00
Clayton Richard, SP, $21.00
Dillon Gee, SP, $20.00
Derek Holland, SP, $20.00
Hyun-Jin Ryu, SP, $20.00
Ervin Santana, SP, $20.00
John Danks, SP, $20.00
Jason Hammel, SP, $19.00
James McDonald, SP, $19.00
Erasmo Ramirez, SP RP, $19.00, (R) $10.00
Edwin Jackson, SP, $19.00
Josh Beckett, SP, $19.00
Chris Capuano, SP, $19.00
Mike Leake, SP, $19.00
Lucas Harrell, SP, $19.00
Henderson Alvarez, SP, $19.00
Jeremy Guthrie, SP, $19.00
Tim Lincecum, SP, $18.00
Tommy Hanson, SP, $18.00
Ted Lilly, SP, $18.00
Johan Santana, SP, $18.00
Matt Harvey, SP, $18.00
Bud Norris, SP, $18.00
Tim Stauffer, SP, $18.00
Ross Detwiler, SP RP, $18.00
Justin Masterson, SP, $18.00
Ricky Nolasco, SP, $18.00
Juan Nicasio, SP, $17.00
Jeff Niemann, SP, $17.00
Andrew Cashner, RP SP, $17.00
Dan Straily, SP, $17.00
Ivan Nova, SP, $17.00
Zach McAllister, SP, $17.00
La Rosa, De, SP RP, $17.00, (R) $10.00
Jake Arrieta, SP RP, $17.00
Patrick Corbin, SP RP, $17.00
Scott Baker, SP, $17.00
Miguel Gonzalez, SP, $17.00
Travis Wood, SP, $17.00
Jacob Turner, SP, $17.00
Philip Humber, SP RP, $17.00
Jake Westbrook, SP, $17.00
Kyle Kendrick, SP RP, $17.00
Jose Quintana, SP, $17.00
Joe Saunders, SP, $17.00
Roy Oswalt, SP RP, $16.00
Drew Smyly, SP RP, $16.00
Felix Doubront, SP, $16.00
Erik Bedard, SP, $16.00
Trevor Bauer, SP, $16.00, (R) $10.00
Anthony Bass, SP RP, $16.00
Scott Feldman, SP RP, $16.00
Joe Blanton, SP, $16.00
Carlos Carrasco, SP, $16.00
Ricky Romero, SP, $16.00
Ubaldo Jimenez, SP, $16.00
Bruce Chen, SP, $16.00
Barry Zito, SP, $16.00
Rick Porcello, SP, $16.00
Aaron Harang, SP, $16.00
John Lackey, SP, $16.00
Luke Hochevar, SP, $16.00
Blake Beavan, SP, $16.00
Kevin Correia, SP, $16.00
Josh Collmenter, RP SP, $15.00
Zach Britton, SP, $15.00
Mark Rogers, SP, $15.00, (R) $10.00
Edinson Volquez, SP, $15.00
Jordan Lyles, SP, $15.00
Luis Mendoza, SP RP, $15.00
Nate Eovaldi, SP, $15.00
Francisco Liriano, SP RP, $14.00
Jhoulys Chacin, SP, $14.00
Chris Narveson, SP, $14.00
Jeff Francis, SP, $14.00
Liam Hendriks, SP, $14.00
David Phelps, RP SP, $13.00
Jair Jurrjens, SP, $13.00
Garrett Richards, RP SP, $13.00
John Lannan, SP, $13.00
Jeff Karstens, SP, $12.00
Freddy Garcia, SP RP, $11.00
Carlos Zambrano, SP RP, $11.00
David Huff, SP, $11.00
Eric Stults, SP RP, $11.00
Carl Pavano, SP, $11.00
Joe Kelly, SP RP, $10.00
Kyle Gibson, SP, $10.00, (R) $10.00
Tyler Skaggs, SP, $10.00
Jerome Williams, RP SP, $10.00
Jason Marquis, SP, $10.00
Michael Pineda, SP, $9.00
Colby Lewis, SP, $9.00
Brandon Beachy, SP, $9.00
Jonathan Sanchez, SP, $9.00
Daniel Bard, SP RP, $9.00
Dallas Braden, SP, $9.00
Brian Duensing, RP SP, $9.00
Roberto Hernandez, SP, $9.00
Franklin Morales, RP SP, $8.00
Carlos Villanueva, RP SP, $8.00
Cory Luebke, SP, $8.00
Tyler Cloyd, SP, $8.00
Tommy Hunter, SP RP, $8.00
Jon Garland, SP, $8.00
Christian Friedrich, SP, $8.00
Drew Pomeranz, SP, $8.00
Travis Blackley, SP RP, $8.00
Chris Volstad, SP, $8.00
Zack Wheeler, SP, $7.00, (R) $10.00
Gerrit Cole, SP, $7.00, (R) $10.00
Vries, Cole De, SP, $7.00
Jeff Locke, SP, $7.00
Wade LeBlanc, RP SP, $7.00
J.A. Happ, SP, $6.00
Daniel Hudson, SP, $6.00
