STARTING PITCHERS
Verlander Justin, SP, $22.00
Cole Gerrit, SP, $21.00
Snell Blake, SP, $20.00
Gausman Kevin, SP, $17.00
Burnes Corbin, SP, $16.00
Wheeler Zack, SP, $16.00
Gallen Zac, SP, $16.00
Skubal Tarik, SP, $16.00
Valdez Framber, SP, $16.00
Webb Logan, SP, $16.00
Musgrove Joe, SP, $16.00
Darvish Yu, SP, $16.00
Eovaldi Nathan, SP, $16.00
Paxton James, SP, $16.00, (R) $10.00
Lopez Pablo, SP, $15.00
Peralta Freddy, SP, $15.00
Fried Max, SP, $15.00
Kelly Merrill, SP, $15.00
Rodon Carlos, SP, $15.00
Bieber Shane, SP, $15.00
Miller Bryce, SP, $15.00
Civale Aaron, SP, $15.00
Strider Spencer, SP, $14.00
Yamamoto Yoshinobu, SP, $14.00
Kirby George, SP, $14.00
Luzardo Jesus, SP, $14.00
Eflin Zach, SP, $14.00
Senga Kodai, SP, $14.00
Gray Sonny, SP, $14.00
Steele Justin, SP, $14.00
Bassitt Chris, SP, $14.00
Montgomery Jordan, SP, $14.00
Williams Gavin, SP, $14.00, (R) $10.00
Javier Cristian, SP, $14.00
Cortes Nestor, SP, $14.00
McKenzie Triston, SP, $14.00
Means John, SP, $14.00, (R) $10.00
Springs Jeffrey, SP, $14.00
Nola Aaron, SP, $13.00
Gilbert Logan, SP, $13.00
Sale Chris, SP, $13.00, (R) $10.00
Rodriguez Eduardo, SP, $13.00
Garrett Braxton, SP, $13.00
Sandoval Patrick, SP, $13.00
Quintana Jose, SP, $13.00
Kershaw Clayton, SP, $13.00
deGrom Jacob, SP, $13.00, (R) $10.00
Miller Bobby, SP, $12.00
Perez Eury, SP, $12.00
Bibee Tanner, SP, $12.00
Ryan Joe, SP, $12.00
Ober Bailey, SP, $12.00
Woo Bryan, SP, $12.00
Morton Charlie, SP, $12.00
Sanchez Cristopher, SP, $12.00, (R) $10.00
Detmers Reid, SP, $12.00
France J.P., SP, $12.00
Sears JP, SP, $12.00
Glasnow Tyler, SP, $11.00, (R) $10.00
Rodriguez Grayson, SP, $11.00
Cease Dylan, SP, $11.00
Keller Mitch, SP, $11.00
Buehler Walker, SP, $11.00, (R) $10.00
Maeda Kenta, SP, $11.00, (R) $10.00
Giolito Lucas, SP, $11.00
Canning Griffin, SP, $11.00, (R) $10.00
Stroman Marcus, SP, $11.00
Winn Keaton, SP, $11.00, (R) $10.00
Kremer Dean, SP, $11.00
Mikolas Miles, SP, $11.00
Wacha Michael, SP, $10.00
Bradish Kyle, SP, $10.00
Olson Reese, SP, $10.00
Harrison Kyle, SP, $10.00, (R) $10.00
Walker Taijuan, SP, $10.00
Bradley Taj, SP, $10.00
Gray Jon, SP, $10.00
Flaherty Jack, SP, $10.00
Mize Casey, SP, $10.00, (R) $10.00
Suarez Ranger, SP, $10.00
Nelson Ryne, SP, $10.00, (R) $10.00
Berrios Jose, SP, $9.00
Imanaga Shota, SP, $9.00
Kikuchi Yusei, SP, $9.00
Manoah Alek, SP, $9.00
Wicks Jordan, SP, $9.00, (R) $10.00
Miley Wade, SP, $9.00
Ashby Aaron, SP, $9.00, (R) $10.00
Hendricks Kyle, SP, $9.00
Castillo Luis, SP RP, $8.00, (R) $10.00
Ragans Cole, RP SP, $8.00
Greene Hunter, SP, $8.00
Brown Hunter, SP, $8.00
Cabrera Edward, SP, $8.00, (R) $10.00
Schmidt Clarke, SP, $8.00
Gibson Kyle, SP, $8.00
Rea Colin, SP, $8.00, (R) $10.00
Anderson Tyler, SP, $8.00
Ashcraft Graham, SP, $8.00
Blackburn Paul, SP, $8.00
May Dustin, SP, $8.00, (R) $10.00
King Michael, RP SP, $7.00
Lynn Lance, SP, $7.00
Littell Zack, RP SP, $7.00
Kopech Michael, SP, $7.00
Taylor Allen Logan, SP, $7.00
Abbott Andrew, SP, $6.00
Bello Brayan, SP, $6.00
Manaea Sean, RP SP, $6.00
Vasquez Randy, SP RP, $6.00, (R) $10.00
Rogers Trevor, SP, $6.00
Taillon Jameson, SP, $6.00
Stripling Ross, SP RP, $6.00
Gore MacKenzie, SP, $6.00
Lyles Jordan, SP, $6.00
Armstrong Shawn, RP SP, $6.00
Corbin Patrick, SP, $6.00
Manning Matt, SP, $6.00, (R) $10.00
Scherzer Max, SP, $5.00
Lugo Seth, SP, $5.00
Bradford Cody, RP SP, $5.00
Crawford Kutter, SP RP, $5.00
Dunning Dane, SP RP, $5.00
Toussaint Touki, SP, $5.00, (R) $10.00
Singer Brady, SP, $5.00
Heaney Andrew, SP RP, $4.00
Wells Tyler, SP RP, $4.00
Pivetta Nick, RP SP, $3.00
Varland Louie, SP RP, $3.00, (R) $10.00
Matz Steven, SP RP, $3.00
Medina Luis, SP RP, $3.00, (R) $10.00
Strahm Matt, RP SP, $3.00
Perez Martin, SP RP, $3.00
Ortiz Luis, SP RP, $3.00, (R) $10.00
Ohtani Shohei, DH SP, $1.00
Pfaadt Brandon, SP, $1.00
Sheehan Emmet, SP, $1.00, (R) $10.00
Lodolo Nick, SP, $1.00, (R) $10.00
Miller Mason, SP, $1.00, (R) $10.00
Baz Shane, SP, $1.00, (R) $10.00
Fedde Erick, SP, $1.00
Megill Tylor, SP, $1.00
Severino Luis, SP, $1.00, (R) $10.00
Soroka Mike, SP, $1.00, (R) $10.00
Lambert Peter, RP SP, $1.00, (R) $10.00
Silseth Chase, SP RP, $1.00, (R) $10.00
Brito Jhony, SP RP, $1.00
Whitlock Garrett, RP SP, $1.00
Gray Josiah, SP, $1.00
Brebbia John, RP SP, $1.00
Assad Javier, RP SP, $1.00
Gomber Austin, SP, $1.00
Curry Xzavion, RP SP, $1.00
Cobb Alex, SP, $1.00
Yarbrough Ryan, RP SP, $1.00
Walker Ryan, RP SP, $1.00
Avila Pedro, SP RP, $1.00, (R) $10.00
Lucchesi Joey, SP, $1.00, (R) $10.00
Gonzales Marco, SP, $1.00
Urquidy Jose, SP RP, $1.00
Williams Trevor, SP, $1.00
