Free Agent Relief Pitchers  Season   Projections Standard Stats
Player,INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank	
"Jason Ray RP  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Brunet RP  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Eric Pfisterer P  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Randy Boone RP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Carlos Jan RP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cy Sneed RP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mitch Horacek P  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Casey Lawrence RP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Dennick RP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jay Rainville RP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Juan Grullon P  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Edgmer Escalona RP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Swagerty RP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Searle RP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jason M. Jones RP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Madison Younginer RP  ATL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Reyes Moronta RP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Wall RP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Daniel Turpen RP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"David Shinskie RP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Angel Castro RP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Whit Mayberry P  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Manny Parra RP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Montana DuRapau P  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Bores P  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Juan Ovalles RP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"David Carpenter RP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Daniel Bard RP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Demetrius Banks RP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jackson Stephens RP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Kittredge RP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike Hauschild RP  TEX "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bryan Edwards RP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Aaron Slegers RP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Logan Bawcom RP  LAD "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Eddy Valdez RP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Aroni Nina RP  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Brady RP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Coty Woods RP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Drew Smith RP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Victor Arano RP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Jones RP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jeremy Horst RP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Reid Mahon RP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"John Novinsky RP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jeff Muessig RP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryne Harper RP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Angel Nesbitt RP  DET "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tom Gorzelanny RP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"J.T. Chargois RP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ross Detwiler SP  OAK "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gonzalo Sanudo RP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Logan Kensing RP  DET "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Frank Gailey RP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Conor Mullee RP  CHC "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Merrill Kelly RP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Daniel Tillman RP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Arik Sikula P  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"A.J. Ladwig P  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Travis Ballew RP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kevin Vance P  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kevin Nabors RP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Johnnie Lowe RP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Graham RP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ramon Geronimo RP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Carignan RP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hector Ambriz RP  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gilbert De La Vara RP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike McCarthy P  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Scott Gaffney RP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cesar Ramos RP  PHI "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Stutes RP  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"James Simmons RP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dan Runzler RP  PIT "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike Mitchell RP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Charles Brewer RP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose De La Cruz RP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brett Marshall RP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zach Cooper P  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Leonel Campos RP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Justin Marks RP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bruce Kern P  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Ellis RP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jon Velasquez RP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Edward Concepcion RP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Seth Rosin RP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jon Keller P  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Giovanni Soto RP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Vladimir Gutierrez RP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Fred Lewis RP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cody Hebner P  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gene Escat P  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Muecke RP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joe Filomeno RP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Williams RP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kevin Johnson RP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joe Gunkel P  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rafael Pineda RP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kevin Munson RP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Justin Dowdy RP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rob Rasmussen RP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Donovan Hand RP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Daniel Wolford RP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dakota Robinson RP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Ysla RP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yao-Lin Wang RP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose Fernandez RP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zach Duke RP  STL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nickolas Sarianides P  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Danny Burawa RP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Aaron Barrett RP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Wlodarczyk RP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Morrison RP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alexander Sogard P  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Justin Nicolino SP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Caleb Cotham RP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dillon Gee RP  TEX "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Collin Wiles RP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chandler Shepherd RP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jason Norderum RP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bobby LaFromboise RP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jared Thomas RP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Carlos Alvarez RP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jay Jackson RP  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike Sillman RP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Russell RP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Richard Bleier RP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Taylor Jordan RP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brian Akin RP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Turley P  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tom Harlan P  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Parker Markel RP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brandon League RP  KC "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Capuano RP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Timothy Sexton P  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Julio Santiago RP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Johendi Jiminian P  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Loek Van Mil RP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Rojas RP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alan Busenitz RP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tony Zych RP  SEA "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Hunter P  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bubbie Buzachero RP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zech Zinicola RP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Donn Roach RP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Scott Williams RP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"D.J. Snelten P  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Edgar Ibarra RP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"John Cornely RP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Duane Below RP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kurt Heyer P  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bo Schultz RP  TOR "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"William Cuevas RP  DET "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jimmie Sherfy RP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike Flores P  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Adalberto Flores RP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Smith RP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joe Mantiply RP  NYY "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Derek Eitel P  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ethan Hollingsworth RP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Preston Guilmet RP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rainy Lara RP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Katsuhiko Maekawa RP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Casey Hoorelbeke RP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Buschmann RP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Javy Guerra RP  LAA "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Shaun Garceau RP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Anderson P  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yusmeiro Petit RP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Buch RP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Javier Lopez RP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"David Maust RP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ethan Martin RP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Edgar Gonzalez RP  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Grant Duff RP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Martire Garcia RP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Steven Hensley RP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Will Startup RP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Neal McDade RP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"William Juarez RP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Eric Eadington RP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chase Bradford RP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jacobo Meque RP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Roenicke RP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Frank Curreri RP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Heriberto Ruelas RP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Vogelsong SP  MIN "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Colby Suggs RP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Reed RP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Eddie Camacho RP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Daniel Webb RP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"El'Hajj Muhammad RP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Norberto RP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dallas Morris RP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Avilan RP  LAD "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Franklin Morales RP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joe Testa RP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Rearick RP  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Neil Ramirez RP  MIN "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kris Honel RP  STL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Daniel Renken P  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jason Hursh RP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brady Wager RP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike Macdonald RP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joel De La Cruz RP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jean Machi RP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jeff Inman P  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryohei Tanaka RP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sam Moll P  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Fabio Castillo RP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jonathan Maciel P  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tommy Mendoza RP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"David Peterson P  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dionisio Muyco RP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andres Avila RP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bryce Bandilla P  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jeffrey Springs RP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Bellatti RP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Christopher Andujar RP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Koch RP  ARI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Travis Wood RP  CHC "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ramon Ramirez RP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Elniery Garcia P  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Martire Franco RP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brant Rustich RP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yhonathan Barrios RP  MIL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Trey Haley RP  PIT "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nelson Gonzalez RP  COL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Burke Badenhop RP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Imhof P  PHI "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Trevor Cahill RP  SD "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kent Emanuel P  HOU"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Odrisamer Despaigne RP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Martin RP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Zeid RP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tommy Hunter RP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jen-Ho Tseng P  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Blake Smith RP  CHW "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Adam Parks RP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Scott Feldman RP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Scott Barnes RP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Williams Jerez RP  BOS "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"David Shafer RP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Neil Holland RP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luke Trubee RP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Corey Taylor RP  NYM"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael James RP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Adam Cimber P  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Pereira RP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sergio Espinosa RP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nelvin Fuentes P  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Vasquez RP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Garrett Broshuis RP  SF"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"P.J. Francescon P  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Boone Logan RP  COL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Trey Barham RP  OAK"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Ferguson RP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"A.J. Achter RP  DET "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brandon Sisk RP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Marcelo Perez RP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Reynolds RP  SF "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Olson RP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Derek Rodriguez RP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Corey Williams RP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jimmy Reyes RP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joe Beimel RP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike Bumatay RP  BOS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jared Gayhart RP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Robert Coello RP  NYY"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Nichols RP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Miguel Mejia RP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Leroux RP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
