All Shortstops 2010 MLB Standard Stats,,,,,,,,,,,,,,,,,
Player,Team,AB,R,H,1B,2B,3B,HR,RBI,BB,KO,SB,CS,BA,OBP,SLG,Rank
Wilson, Josh SS SEA 	Free Agent	361	22	82	64	14	2	2	25	14	74	5	0	0.2271	0.2784	0.2936	835
Ciriaco, Pedro SS PIT	Free Agent	6	3	3	1	1	1	0	1	0	3	0	0	0.5000	0.5000	1.0000	836
Abreu, Tony 3B ARI	Free Agent	193	16	45	32	11	1	1	13	4	47	2	1	0.2332	0.2438	0.3161	838
McCoy, Mike OF TOR	Free Agent	82	9	16	12	4	0	0	3	8	20	5	1	0.1951	0.2667	0.2439	850
Cora, Alex 2B TEX	Free Agent	176	14	37	28	6	3	0	20	10	16	4	1	0.2102	0.2656	0.2784	872
Hernandez, Anderson SS HOU	Free Agent	109	13	24	19	5	0	0	3	10	19	3	0	0.2202	0.2857	0.2661	887
Hernandez, Diory SS ATL	Free Agent	9	5	1	0	0	0	1	1	0	4	0	0	0.1111	0.1111	0.4444	899
Gonzalez, Alberto 2B WAS 	Free Agent	186	19	46	37	8	1	0	5	7	30	0	0	0.2473	0.2769	0.3011	918
Barney, Darwin SS CHC	Free Agent	79	12	19	15	4	0	0	2	6	12	0	0	0.2405	0.2941	0.2911	919
Tejada, Ruben 2B NYM	Free Agent	216	28	46	33	12	0	1	15	22	38	2	2	0.2130	0.3052	0.2824	926
Cruz, Luis SS MIL	Free Agent	17	2	4	3	0	1	0	1	0	2	0	0	0.2353	0.2353	0.3529	940
Plouffe, Trevor SS MIN	Free Agent	41	7	6	3	1	0	2	6	0	14	0	0	0.1463	0.1429	0.3171	1090
Diaz, Argenis SS PIT	Free Agent	33	0	8	7	1	0	0	2	3	10	0	1	0.2424	0.3056	0.2727	1103
Rohlinger, Ryan SS SF	Free Agent	15	1	3	3	0	0	0	1	2	5	0	0	0.2000	0.2941	0.2000	1109
Bocock, Brian SS PHI	Free Agent	5	2	0	0	0	0	0	0	0	3	0	0	0.0000	0.0000	0.0000	1127
Hu, Chin-lung SS LA	Free Agent	23	2	3	2	1	0	0	1	0	5	1	0	0.1304	0.1600	0.1739	1155
Barden, Brian 3B TEX 	Free Agent	28	2	5	5	0	0	0	3	3	12	0	2	0.1786	0.2812	0.1786	1157
Romine, Andrew SS ANA	Free Agent	11	0	1	1	0	0	0	0	0	4	0	0	0.0909	0.0909	0.0909	1187
Woodward, Chris SS SEA	Free Agent	19	0	3	2	1	0	0	0	3	9	0	0	0.1579	0.2727	0.2105	1199
Manzella, Tommy SS HOU	Free Agent	258	17	58	50	7	0	1	21	13	71	0	1	0.2248	0.2671	0.2636	1210
Everett, Adam SS CLE 	Free Agent	81	6	15	10	5	0	0	4	4	18	2	1	0.1852	0.2209	0.2469	1211
Crosby, Bobby SS ARI	Free Agent	168	9	37	26	10	0	1	13	17	38	0	3	0.2202	0.2941	0.2976	1217
Navarro, Yamaico SS BOS	Free Agent	42	4	6	6	0	0	0	5	2	17	0	0	0.1429	0.1739	0.1429	1238
Tuiasosopo, Matt OF SEA 	Free Agent	127	12	22	13	5	0	4	11	9	49	0	0	0.1732	0.2336	0.3071	1242
Navarro, Oswaldo SS HOU	Free Agent	20	2	1	1	0	0	0	0	5	4	0	0	0.0500	0.2400	0.0500	1255
Ojeda, Augie 2B ARI 	Free Agent	79	6	15	12	3	0	0	5	8	8	0	1	0.1899	0.2584	0.2278	1257
Castro, Juan SS LA 	Free Agent	129	7	25	20	5	0	0	13	8	25	0	1	0.1938	0.2374	0.2326	1284
Valbuena, Luis 2B CLE	Free Agent	275	22	53	39	12	0	2	24	28	61	1	2	0.1927	0.2727	0.2582	1318
Harris, Brendan 3B BAL 	Free Agent	108	11	17	13	3	0	1	4	9	23	0	0	0.1574	0.2333	0.2130	1321
Wood, Brandon 3B ANA	Free Agent	226	20	33	27	2	0	4	14	6	71	1	0	0.1460	0.1745	0.2080	1362
Galvis, Freddy SS PHI	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1375
Martinez, Ramon E. SS NYM	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1376
Benjamin, Casey SS TEX	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1384
Fernando, Osvaldo SS HOU	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1394
Gonzalez, Andy SS FLA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1402
Marseco, Michael SS MIL	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1415
Kiger, Mark SS SEA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1434
Younger, Adam SS ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1440
Franklin, Nick SS SEA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1444
Ringe, Craig SS TEX	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1457
Santana, Ramoncito SS MIN	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1462
