All Second Basemen 2010 MLB Standard Stats,,,,,,,,,,,,,,,,,
Player,Team,AB,R,H,1B,2B,3B,HR,RBI,BB,KO,SB,CS,BA,OBP,SLG,Rank
Camp, Matt 2B CHC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2006
Keim, Adam 2B KC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2022
Rodland, Eric 2B ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2033
Adams, David 2B NYY	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2067
Fenster, Darren 2B KC	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2078
Dowdy, Brett 2B SD	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2082
Clair, Jason 2B TB	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2111
Lawrie, Brett 2B MIL 	Want-a-be Ghetto All Stars	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2115
Lee, Taber 2B PIT	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2125
Corona, Reegie 2B NYY	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2170
Garcia, Danny 2B NYY	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2177
Morban, Jose 2B TEX	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2179
Barfield, Josh 2B PHI 	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2204
Ricks, Adam 2B CHW	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2219
Denker, Travis 2B LA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2239
Leblanc, Joshua 2B ANA	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	2243
