All Players 3 Year Averages MLB Standard Categories
Player,INNs	APP	GS	QS	CG	W	L	S	BS	HD	K	BB	H	ERA	WHIP	Rank	
"Rob Kaminsky SP  CLE"	1.2	2	0	0	0	0	0	0	0	0	1	1	1	0.00	1.20	1307
"Brandon Leibrandt RP  CHC"	3.0	2	0	0	0	0	0	0	0	0	1	2	1	3.00	1.00	1308
"Joey Gerber RP  SEA"	5.1	6	0	0	0	0	0	0	0	1	2	2	4	3.38	1.12	1309
"Cam Alldred RP  PIT"	1.0	1	0	0	0	0	0	0	0	0	1	0	1	0.00	1.00	1310
"Janson Junk SP  MIL "	12.1	4	3	0	0	0	1	0	0	0	10	2	15	4.38	1.38	1312
"Brandon Brennan RP  ATL"	3.1	2	0	0	0	0	0	0	0	0	3	2	3	2.70	1.50	1313
"Roenis Elias RP  CHC"	2.2	2	0	0	0	0	0	0	0	0	2	1	2	3.38	1.12	1314
"James Naile RP  STL"	9.0	7	0	0	0	0	0	0	0	0	5	2	8	5.00	1.11	1315
"Sam Freeman RP  KC"	1.2	2	0	0	0	0	0	0	0	0	2	2	1	0.00	1.80	1317
"Ruben Alaniz RP  ATL"	1.0	1	0	0	0	0	0	0	0	0	1	1	0	0.00	1.00	1318
"Derek Holland RP  BOS"	30.0	17	2	0	0	1	2	0	0	1	32	12	33	6.00	1.50	1321
"Kolby Allard RP  ATL "	59.2	18	8	2	0	1	7	0	0	0	52	19	60	6.03	1.32	1322
"J.B. Bukauskas RP  SEA"	5.2	7	0	0	0	1	1	0	0	0	5	2	8	7.94	1.76	1323
"Tanner Anderson RP  PIT"	2.2	0	0	0	0	0	0	0	0	0	0	0	2	3.38	0.75	1325
"Kenny Rosenberg RP  LAA"	10.2	3	1	0	0	0	0	0	0	0	8	6	9	4.22	1.41	1326
"Josh Lindblom RP  MIL"	20.2	7	3	0	0	1	1	0	0	0	23	9	22	6.53	1.50	1327
"Nick Allgeyer RP  TOR"	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1328
"Yerry Rodriguez RP  TEX"	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1328
"Kyle Dohy RP  PHI"	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1328
"Tom Eshelman SP  BAL"	20.2	7	3	0	0	1	1	0	0	0	9	6	23	5.23	1.40	1332
"Jon Heasley SP  KC "	59.1	12	12	4	0	2	6	0	0	0	38	25	62	5.16	1.47	1333
"Mike Soroka SP  ATL "	4.2	1	1	0	0	0	0	0	0	0	3	2	4	3.86	1.29	1334
"Brody Koerner RP  NYY"	1.1	1	0	0	0	0	0	0	0	0	0	1	1	0.00	1.50	1335
"Freddy Tarnok RP  OAK"	0.2	1	0	0	0	0	0	0	0	0	1	0	1	0.00	1.50	1336
"William Woods RP  NYM"	0.2	1	0	0	0	0	0	0	0	0	1	0	1	0.00	1.50	1336
"Cristofer Ogando RP  TB"	4.1	3	0	0	0	0	0	0	0	0	2	1	4	4.15	1.15	1338
"Ryan Hartman RP  BAL"	1.1	0	0	0	0	0	0	0	0	0	1	0	2	0.00	1.50	1339
"Pedro Avila RP  SD "	4.0	2	0	0	0	0	0	0	0	0	5	2	4	4.50	1.50	1340
"Ryan Weathers SP  SD"	32.2	10	6	0	0	1	2	0	0	0	25	11	36	5.51	1.44	1342
"Max Kranick RP  PIT "	14.2	4	3	0	0	1	1	0	0	0	12	7	17	5.52	1.64	1343
"Randy Dobnak RP  MIN"	32.1	8	5	1	0	2	4	0	0	0	18	8	39	5.84	1.45	1344
"Cody Reed RP  TB"	7.1	8	0	0	0	0	1	0	0	1	6	5	6	3.68	1.50	1345
"Reiss Knehr RP  SD"	21.1	8	3	0	0	0	1	0	0	0	15	12	17	4.64	1.36	1346
"Drew VerHagen RP  STL "	21.2	19	0	0	0	3	1	0	1	3	18	14	27	6.65	1.89	1348
"Cam Bedrosian RP  PHI"	13.1	12	0	0	0	0	0	0	0	0	11	8	12	4.05	1.50	1349
"Bowden Francis RP  TOR"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1350
"Jose Castillo RP  SD"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1350
"Ken Giles RP  SF"	2.2	3	0	0	0	0	0	0	0	0	4	3	2	3.38	1.88	1352
"Nick Duron RP  SF"	1.0	1	0	0	0	0	0	0	0	0	1	0	2	0.00	2.00	1355
"Parker Markel RP  CHW"	1.0	1	0	0	0	0	0	0	0	0	1	2	0	0.00	2.00	1355
"Brandon Bailey RP  CIN"	2.1	2	0	0	0	0	0	0	0	0	1	1	2	3.86	1.29	1357
"Will Harris RP  WAS"	8.0	9	0	0	0	0	1	0	1	2	10	4	9	4.50	1.62	1358
"Cory Gearrin RP  MIN"	0.2	0	0	0	0	0	0	0	0	0	0	1	0	0.00	1.50	1359
"Preston Guilmet RP  MIA"	0.2	1	0	0	0	0	0	0	0	0	0	0	1	0.00	1.50	1359
"Rob Zastryzny RP  PIT"	1.1	2	0	0	0	0	0	0	0	0	1	0	1	6.75	0.75	1362
"Blake Cederlind RP  PIT"	1.1	2	0	0	0	0	0	0	0	0	1	0	1	6.75	0.75	1362
"Michael Grove SP  LAD "	9.2	2	2	0	0	0	0	0	0	0	8	3	11	4.66	1.45	1364
"Mike Montgomery RP  NYM"	1.2	1	0	0	0	0	0	0	0	0	1	0	2	5.40	1.20	1366
"Ian Gibaut RP  CIN"	18.1	17	0	0	0	0	1	0	1	2	22	10	19	4.91	1.58	1367
"Ryne Harper RP  WAS"	19.2	19	0	0	0	0	1	0	0	1	19	8	19	5.49	1.37	1368
"Jhon Romero RP  MIN"	4.2	4	0	0	0	0	0	0	0	0	4	0	7	3.86	1.50	1369
"Nick Nelson RP  PHI"	34.2	23	1	0	0	1	1	0	0	1	36	21	34	5.45	1.59	1370
"Jose Rodriguez RP  SEA"	0.2	0	0	0	0	0	0	0	0	0	0	0	1	0.00	1.50	1371
"Brad Brach RP  ATL"	14.0	16	0	0	0	1	1	0	1	3	16	11	13	6.43	1.71	1372
"Kirby Yates RP  ATL"	3.2	5	0	0	0	0	0	1	0	1	5	3	4	7.36	1.91	1373
"Paul Campbell RP  MIA"	13.1	8	0	0	0	1	2	0	0	0	13	5	16	6.75	1.57	1374
"Shea Spitzbarth RP  PIT"	2.2	2	0	0	0	0	0	0	0	0	0	1	2	3.38	1.12	1375
"Simeon Woods Richardson SP  MIN "	1.2	0	0	0	0	0	0	0	0	0	1	1	1	5.40	1.20	1377
"Sean Hjelle RP  SF "	25.0	8	0	0	0	1	2	0	0	1	28	8	33	5.76	1.64	1378
"Kevin Ginkel RP  ARI "	24.2	27	0	0	0	0	1	1	1	4	26	13	26	5.11	1.58	1379
"Nick Burdi RP  CHC"	0.2	1	0	0	0	0	0	0	0	0	1	1	1	0.00	3.00	1380
"Michel Baez RP  SD "	2.1	2	0	0	0	0	0	0	0	0	3	1	3	3.86	1.71	1381
"Scott Blewett RP  KC"	2.2	2	0	0	0	0	0	0	0	0	3	2	3	3.38	1.88	1384
"Cole Hamels SP  SD "	1.0	0	0	0	0	0	0	0	0	0	1	0	1	9.00	1.00	1385
"Jake Latz SP  TEX"	1.2	0	0	0	0	0	0	0	0	0	1	0	2	5.40	1.20	1386
"Bennett Sousa RP  CIN"	6.2	8	0	0	0	1	0	0	0	2	4	3	8	8.10	1.65	1387
"Jeremy Beasley RP  PIT"	8.1	6	0	0	0	0	0	0	0	0	11	5	8	5.40	1.56	1389
"Johan Quezada RP  MIA"	1.0	1	0	0	0	0	0	0	0	0	1	0	1	9.00	1.00	1391
"Ashton Goudeau RP  COL"	21.0	11	0	0	0	1	0	0	0	0	13	10	21	5.57	1.48	1393
"Vinny Nittoli RP  CHC"	1.1	2	0	0	0	0	0	0	0	0	1	2	0	6.75	1.50	1395
"Pedro Strop RP  CHC"	1.1	2	0	0	0	0	0	0	0	0	2	3	1	0.00	3.00	1396
"Bryse Wilson SP  MIL"	68.1	16	13	3	0	2	5	0	0	0	47	21	78	5.40	1.45	1397
"Ian Krol RP  SD"	9.1	9	0	0	0	0	0	0	0	0	9	4	12	3.86	1.71	1398
"Stephen Gonsalves RP  CHC"	1.1	1	0	0	0	0	0	0	0	0	1	1	1	6.75	1.50	1399
"Cole Waites RP  SF "	5.2	7	0	0	0	0	0	0	0	0	4	4	6	3.18	1.76	1400
"Ty Tice RP  ATL"	2.2	2	0	0	0	0	0	0	0	0	2	2	3	3.38	1.88	1401
"Aaron Northcraft RP  SD"	2.2	2	0	0	0	0	0	0	0	0	2	3	2	3.38	1.88	1401
"Nick Mears RP  COL"	10.0	12	0	0	0	0	0	0	1	1	11	7	10	4.50	1.70	1407
"Gerardo Reyes RP  LAA"	0.2	1	0	0	0	0	0	0	0	0	0	1	1	0.00	3.00	1408
"Miguel Aguilar RP  ARI"	3.1	4	0	0	0	0	0	0	0	1	2	2	3	5.40	1.50	1410
"Seth Elledge RP  ATL "	7.2	8	0	0	0	0	0	0	0	0	8	5	8	4.70	1.70	1415
"Daniel Mengden RP  KC"	6.1	3	1	0	0	0	1	0	0	0	6	3	8	4.26	1.74	1416
"Matthew Liberatore SP  STL"	11.2	3	2	0	0	1	1	0	0	0	9	6	14	6.17	1.71	1417
"Nick Neidert SP  CHC"	16.1	4	3	0	0	0	1	0	0	0	9	8	15	4.41	1.41	1418
"Silvino Bracho RP  CIN"	1.2	1	0	0	0	0	0	0	0	0	2	0	2	10.80	1.20	1419
"Anderson Severino RP  CHW"	7.1	6	0	0	0	0	0	0	0	0	9	4	7	6.14	1.50	1421
"Tommy Milone RP  SEA"	23.1	7	3	1	0	1	2	0	0	0	21	5	30	6.17	1.50	1424
"Tyler Ivey SP  HOU"	2.1	0	0	0	0	0	0	0	0	0	2	0	3	7.71	1.29	1425
"Ian Hamilton RP  NYY"	2.1	2	0	0	0	0	0	0	0	0	1	2	2	3.86	1.71	1427
"Sean Gilmartin SP  TB"	1.1	1	0	0	0	0	0	0	0	0	2	1	2	6.75	2.25	1428
"Yennsy Diaz RP  NYM"	8.1	7	0	0	0	0	1	0	0	0	7	4	8	5.40	1.44	1429
"Josh Winckowski SP  BOS "	70.1	15	14	3	0	5	7	0	0	0	44	27	85	5.89	1.59	1430
"Brady Lail RP  PHI"	6.0	3	0	0	0	0	0	0	0	0	4	2	6	6.00	1.33	1431
"Colin Rea RP  MIL "	6.2	3	1	0	0	0	0	0	0	0	5	1	7	6.75	1.20	1432
"Patrick Weigel RP  SEA"	1.2	1	0	0	0	0	0	0	0	0	3	2	2	5.40	2.40	1433
"Rico Garcia RP  OAK"	6.0	6	0	0	0	0	0	0	0	1	3	2	7	4.50	1.50	1434
"James Paxton SP  BOS "	7.1	2	2	0	0	0	0	0	0	0	9	3	8	6.14	1.50	1435
"Joe Palumbo RP  TEX"	0.2	1	0	0	0	0	0	0	0	0	2	1	1	13.50	3.00	1436
"Bobby Wahl RP  LAD"	0.2	1	0	0	0	0	0	0	0	0	0	0	1	13.50	1.50	1437
"Kyle Ryan RP  STL"	9.2	10	0	0	0	0	0	1	0	1	6	4	11	5.59	1.55	1439
"Foster Griffin RP  TOR"	2.2	2	0	0	0	0	0	0	0	0	2	2	2	6.75	1.50	1440
"Matt Peacock RP  TOR"	48.0	22	4	0	0	2	4	0	0	0	28	16	60	4.88	1.58	1442
"DL Hall RP  BAL "	4.2	4	0	0	0	0	0	0	0	0	6	2	6	5.79	1.71	1443
"Kervin Castro RP  DET"	12.2	10	0	0	0	0	1	0	0	0	12	6	14	4.97	1.58	1445
"Tayler Saucedo RP  SEA"	14.0	16	0	0	0	0	0	0	1	0	10	6	14	5.14	1.43	1446
"Kevin McCarthy RP  CHC"	2.0	2	0	0	0	0	0	0	0	0	1	1	3	4.50	2.00	1447
"Ryan Weber RP  NYY"	21.0	9	2	0	0	0	1	0	0	2	13	6	22	5.14	1.33	1448
"Ben Bowden RP  PHI"	12.0	13	0	0	0	1	1	0	0	0	14	7	15	6.75	1.83	1450
"JD Hammer RP  COL"	6.2	7	0	0	0	0	0	0	0	0	7	4	7	5.40	1.65	1451
"Nash Walters RP  LAA"	0.1	1	0	0	0	0	0	0	0	0	0	1	1	0.00	6.00	1452
"Carson Fulmer RP  SEA"	12.0	10	0	0	0	0	0	0	0	0	12	6	11	6.00	1.42	1453
"Brent Honeywell SP  SD"	1.1	1	1	0	0	0	0	0	0	0	1	1	2	6.75	2.25	1454
"Max Meyer SP  MIA "	2.0	1	1	0	0	0	0	0	0	0	2	1	2	9.00	1.50	1457
"Austin Davis RP  HOU"	29.2	30	1	0	0	1	1	0	1	3	32	16	31	6.07	1.58	1458
"Francisco Morales RP  PHI "	2.2	2	0	0	0	0	0	0	0	0	2	3	1	6.75	1.50	1459
"Yunior Marte RP  PHI"	16.0	13	0	0	0	0	0	0	0	1	15	7	16	5.62	1.44	1464
"Bryan Mitchell RP  MIA"	1.1	1	0	0	0	0	0	0	0	0	1	1	2	6.75	2.25	1465
"Justin Miller RP  STL"	6.1	8	0	0	0	0	0	0	0	1	4	2	7	5.68	1.42	1466
"Sean Nolin SP  MIN"	13.1	5	2	0	0	0	1	0	0	0	10	6	16	4.05	1.65	1467
"Reggie McClain RP  NYY"	1.2	2	0	0	0	0	0	0	0	0	1	1	3	5.40	2.40	1468
"Matt Dermody RP  BOS"	0.2	1	0	0	0	0	0	0	0	0	1	1	1	13.50	3.00	1470
"Edwin Uceta RP  DET"	12.1	8	0	0	0	0	1	0	0	0	13	6	11	6.57	1.38	1472
"Nivaldo Rodriguez RP  DET"	5.1	3	0	0	0	0	0	0	0	0	4	3	6	5.06	1.69	1474
"Nicholas Padilla RP  CHW "	1.2	1	0	0	0	0	0	0	0	0	1	2	2	5.40	2.40	1475
"Seth Romero RP  WAS"	1.0	1	0	0	0	0	0	0	0	0	2	1	2	9.00	3.00	1476
"Cooper Criswell SP  TB"	2.1	1	1	0	0	0	0	0	0	0	2	0	4	7.71	1.71	1477
"Ryan Feltner SP  COL"	52.0	11	10	2	0	2	5	0	0	0	45	20	56	6.23	1.46	1478
"Brandyn Sittinger RP  ATL"	2.1	2	0	0	0	0	0	0	1	0	0	1	2	7.71	1.29	1479
"Patrick Murphy RP  MIN"	13.1	12	0	0	0	0	1	0	0	2	13	7	15	4.72	1.65	1481
"Anderson Espinoza RP  SD "	6.0	2	0	0	0	0	1	0	0	0	6	5	5	6.00	1.67	1482
"Chris Rusin RP  COL"	1.0	0	0	0	0	0	0	0	0	0	1	1	2	9.00	3.00	1483
"Nick Ramirez RP  NYY"	10.1	6	0	0	0	0	0	0	0	0	8	4	10	6.10	1.35	1484
"Michael Baumann RP  BAL "	14.2	6	1	0	0	1	1	0	0	1	9	5	19	6.14	1.64	1485
"Jace Fry RP  DET"	8.2	8	0	0	0	0	1	0	0	0	9	6	9	5.19	1.73	1486
"Locke St. John RP  MIN"	2.0	1	0	0	0	0	0	0	0	0	4	0	3	13.50	1.50	1489
"Brayan Bello SP  BOS "	57.1	13	11	2	1	2	8	0	0	0	55	27	75	4.71	1.78	1490
"Hans Crouse SP  PHI"	3.1	1	1	0	0	0	1	0	0	0	1	4	2	5.40	1.80	1491
"Kohl Stewart SP  CHC"	4.2	1	1	0	0	0	0	0	0	0	4	2	6	5.79	1.71	1493
"John Axford RP  MIL"	0.1	0	0	0	0	0	0	0	0	0	0	0	1	45.00	5.00	1494
"Brennan Bernardino RP  SEA "	2.1	2	0	0	0	0	1	0	0	0	0	2	3	3.86	2.14	1496
"Ronel Blanco RP  HOU"	2.0	2	0	0	0	0	0	0	0	0	2	1	3	9.00	2.00	1498
"Riley O'Brien RP  SEA"	1.1	1	0	0	0	0	0	0	0	0	2	2	2	6.75	3.00	1499
"Tyler Zuber RP  KC"	16.1	18	0	0	0	0	2	0	0	1	18	12	14	5.51	1.59	1500
"Jake Faria RP  BOS"	11.0	8	1	0	0	0	0	0	0	0	11	4	13	5.73	1.55	1501
"Ramon Rosso RP  DET"	6.0	5	0	0	0	0	0	0	0	0	6	4	6	6.00	1.67	1503
"Ljay Newsome RP  SF"	10.0	4	2	0	0	0	1	0	0	0	8	1	13	6.30	1.40	1504
"JoJo Romero RP  STL"	12.0	13	0	0	0	0	0	0	0	2	12	5	13	6.00	1.50	1505
"Isaac Mattson RP  BAL"	1.1	1	0	0	0	0	0	0	0	0	1	2	2	6.75	3.00	1507
"Drew Anderson RP  TEX"	7.2	3	0	0	0	0	1	0	0	0	4	3	8	5.87	1.43	1508
"Aaron Barrett RP  PHI"	0.2	1	0	0	0	0	0	0	0	0	0	1	1	13.50	3.00	1509
"Eric Hanhold RP  SD"	3.1	3	0	0	0	0	0	0	0	0	2	1	4	8.10	1.50	1510
"Chase Anderson SP  CIN "	35.1	11	8	0	0	2	3	0	0	0	32	15	38	6.88	1.50	1511
"Maximo Castillo SP  KC"	39.1	14	6	0	0	0	2	0	0	0	37	15	38	5.95	1.35	1512
"Evan Lee RP  WAS "	8.2	4	1	0	0	0	1	0	0	0	7	7	9	4.15	1.85	1516
"Austin Brice RP  ARI "	13.1	13	0	0	0	0	0	0	0	1	14	8	12	6.08	1.50	1517
"Cade Cavalli SP  WAS "	1.1	0	0	0	0	0	0	0	0	0	2	1	2	13.50	2.25	1518
"Tyler Bashlor RP  PIT"	2.2	3	0	0	0	0	0	0	0	0	2	1	3	10.12	1.50	1520
"Anthony Castro RP  WAS "	13.0	13	0	0	0	0	1	0	0	0	15	6	14	6.23	1.54	1522
"Blaine Hardy RP  MIL"	0.2	0	0	0	0	0	0	0	0	0	0	0	2	13.50	3.00	1523
"Adonis Medina RP  NYM"	11.2	6	1	0	0	0	0	0	0	0	9	4	14	5.40	1.54	1524
"Raynel Espinal RP  CIN"	3.1	2	0	0	0	0	0	0	0	0	2	1	4	8.10	1.50	1525
"Sam Gaviglio RP  LAD"	1.0	1	0	0	0	0	0	0	0	0	0	2	1	9.00	3.00	1526
"Bernardo Flores RP  TEX"	0.2	1	0	0	0	0	0	0	0	0	1	1	2	13.50	4.50	1530
"Adam Plutko RP  BAL"	28.0	16	2	0	0	1	1	1	1	2	20	11	32	6.11	1.54	1531
"Gabe Klobosits RP  OAK"	5.2	6	0	0	0	0	0	0	0	2	2	2	6	6.35	1.41	1532
"Josh James RP  HOU"	7.1	6	1	0	0	0	0	0	1	1	10	6	6	7.36	1.64	1535
"Bubby Rossman RP  PHI"	1.0	1	0	0	0	0	0	0	0	0	1	1	1	18.00	2.00	1536
"Matt Koch RP  COL"	4.1	4	0	0	0	0	0	0	0	0	3	1	5	8.31	1.38	1538
"Danny Young RP  ATL"	6.1	3	0	0	0	0	0	0	0	0	6	2	11	4.26	2.05	1539
"Damon Jones RP  PHI"	1.2	2	0	0	0	0	0	0	0	0	2	2	2	10.80	2.40	1540
"Tyler Beede RP  PIT"	20.2	11	2	0	0	1	2	0	0	1	14	10	24	5.66	1.65	1541
"Jake Newberry RP  PHI"	8.2	8	0	0	0	0	0	0	0	0	10	5	10	6.23	1.73	1545
"Connor Sadzeck RP  MIN"	3.0	2	0	0	0	0	0	0	0	0	2	1	4	9.00	1.67	1547
"Ariel Jurado RP  TEX"	1.1	0	0	0	0	0	0	0	0	0	1	0	3	13.50	2.25	1549
"Manny Barreda RP  BAL"	1.1	2	0	0	0	0	0	0	0	0	1	1	2	13.50	2.25	1549
"Luke Farrell RP  CIN"	15.0	10	1	0	0	0	0	0	0	0	16	8	17	5.40	1.67	1551
"Jesus Cruz RP  PHI"	3.1	3	0	0	0	0	0	0	0	0	3	2	4	8.10	1.80	1552
"Sterling Sharp RP  BOS"	1.2	1	0	0	0	0	0	0	0	0	1	2	2	10.80	2.40	1553
"Darien Nunez RP  SF"	4.0	3	0	0	0	0	0	0	0	0	4	2	4	9.00	1.50	1554
"Jefry Rodriguez RP  WAS"	8.0	5	0	0	0	0	0	0	0	0	7	6	8	5.62	1.75	1555
"Ronald Bolanos RP  KC"	9.1	4	1	0	0	0	1	0	0	0	8	6	11	4.82	1.82	1556
"David McKay RP  OAK"	2.1	2	0	0	0	0	0	0	0	0	1	2	3	7.71	2.14	1557
"Edwar Colina RP  TEX "	0	0	0	0	0	0	0	0	0	0	0	1	1	90.00	20.00	1558
"Chad Sobotka RP  MIL"	1.1	1	0	0	0	0	0	0	0	0	1	1	2	13.50	2.25	1561
"Jimmy Cordero RP  NYY "	9.0	10	0	0	0	0	1	0	0	3	7	3	11	6.00	1.56	1562
"Darren McCaughan RP  SEA "	4.2	1	0	0	0	0	0	0	0	0	1	2	4	7.71	1.29	1563
"Gavin Hollowell RP  COL"	7.0	6	0	0	0	0	2	0	0	0	8	4	7	7.71	1.57	1566
"Kevin Herget RP  CIN"	7.0	3	0	0	0	0	1	0	0	0	4	0	9	7.71	1.29	1569
"Spenser Watkins SP  BAL"	80.0	20	15	2	0	4	6	0	0	0	49	24	96	5.85	1.50	1571
"Javy Guerra RP  MIL"	11.2	12	0	0	0	1	0	0	0	2	8	6	15	6.94	1.80	1573
"Jay Flaa RP  ATL"	1.1	1	0	0	0	0	0	0	0	0	2	2	2	13.50	3.00	1576
"Logan Allen RP  COL"	23.0	8	4	1	0	1	2	0	0	0	17	10	27	5.87	1.61	1577
"Mike Wright RP  LAD"	9.0	6	0	0	0	0	0	0	0	0	6	6	8	6.00	1.56	1579
"Fernando Abad RP  COL"	6.0	5	0	0	0	0	0	0	0	1	3	2	8	6.00	1.67	1581
"Nick Snyder RP  TEX"	2.1	3	0	0	0	0	0	0	0	0	0	3	2	7.71	2.14	1582
"Kyle Lobstein RP  MIL"	0.2	2	0	0	0	0	0	0	0	0	0	0	2	27.00	3.00	1583
"Jake Walsh RP  STL "	2.2	3	0	0	0	0	1	0	0	0	5	2	3	13.50	1.88	1584
"Trevor Kelley RP  TB"	9.0	7	0	0	0	0	0	0	0	1	9	3	11	7.00	1.56	1587
"Trevor Hildenberger RP  SF"	1.1	1	0	0	0	0	0	0	0	0	2	2	2	13.50	3.00	1588
"Brian Moran RP  ATL"	1.2	3	0	0	0	0	0	0	0	0	2	2	3	10.80	3.00	1590
"Daniel Camarena RP  SD"	3.0	2	0	0	0	0	0	0	0	0	2	1	5	9.00	2.00	1591
"Chris Devenski RP  LAA"	8.2	8	0	0	0	1	1	0	1	0	7	2	13	9.35	1.73	1594
"Ryan Meisinger RP  ARI"	3.1	3	0	0	0	0	0	0	0	0	3	3	4	8.10	2.10	1595
"Peter Lambert SP  COL"	2.0	1	1	0	0	0	0	0	0	0	1	1	4	9.00	2.50	1596
"Alberto Baldonado RP  WAS"	5.1	7	0	0	0	0	0	0	0	2	6	4	5	8.44	1.69	1597
"Mauricio Llovera RP  SF"	8.0	8	0	0	0	0	0	0	0	0	9	4	10	6.75	1.75	1598
"Sal Romano RP  SEA"	8.2	7	0	0	0	0	1	0	0	0	6	4	10	6.23	1.62	1600
"Luis Avilan RP  WAS"	4.1	5	0	0	0	0	0	0	0	0	4	3	5	8.31	1.85	1602
"Tommy Doyle RP  COL"	0.2	1	0	0	0	0	0	0	0	0	1	1	2	27.00	4.50	1603
"Raymond Kerr RP  SD"	5.0	7	0	0	0	0	0	0	0	0	3	4	3	9.00	1.40	1605
"Scott Kazmir SP  SF"	5.2	2	2	0	0	0	0	0	0	0	5	3	8	6.35	1.94	1606
"Jared Solomon RP  CIN"	4.0	4	0	0	0	0	0	0	0	0	4	2	4	11.25	1.50	1607
"Ethan Small SP  MIL "	2.0	1	1	0	0	0	0	0	0	0	2	3	3	9.00	3.00	1609
"Noah Davis RP  COL"	1.0	1	0	0	0	0	0	0	0	0	2	1	3	18.00	4.00	1610
"Ty Blach RP  COL"	14.2	8	0	0	0	0	0	0	0	0	10	4	17	6.14	1.43	1611
"Brandon Waddell RP  STL"	4.1	4	0	0	0	0	0	0	0	0	3	4	5	6.23	2.08	1612
"Justin Lawrence RP  COL"	19.2	19	0	0	0	1	0	0	1	3	22	14	22	6.41	1.83	1613
"Dereck Rodriguez RP  MIN"	4.0	1	0	0	0	0	0	0	0	0	2	2	6	6.75	2.00	1615
"Jared Koenig SP  OAK"	39.1	10	5	0	0	1	3	0	0	0	22	15	40	5.72	1.40	1616
"Dusten Knight RP  CLE"	10.0	6	0	0	0	0	0	0	0	0	10	4	11	7.20	1.50	1617
"Dellin Betances RP  LAD"	4.1	5	0	0	0	0	0	0	0	1	4	4	4	8.31	1.85	1618
"Jose Mujica RP  COL"	1.1	1	0	0	0	0	0	0	0	0	0	1	3	13.50	3.00	1619
"Brad Peacock RP  KC"	2.2	2	0	0	0	0	0	0	0	0	2	1	3	13.50	1.50	1620
"Tucker Davidson SP  LAA"	24.2	6	5	1	0	1	3	0	0	0	18	16	24	5.84	1.62	1621
"Daniel Duarte RP  CIN"	2.2	3	0	0	0	0	0	0	0	0	2	3	3	10.12	2.25	1623
"Angel Perdomo RP  PIT"	6.2	7	0	0	0	0	0	0	0	0	11	8	5	8.10	1.95	1625
"Brailyn Marquez RP  CHC "	0.1	0	0	0	0	0	0	0	0	0	0	1	1	54.00	6.00	1627
"Nick Hernandez RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Fernando Nieve SP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"JJ Goss SP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"David Ellingson RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Adam Macko SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Shawn Semple RP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Kyle Crockett RP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Shao-Ching Chiang SP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Corey Walter RP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Brandon S. White RP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Lex Rutledge RP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Carson Coleman RP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Adam Lopez RP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Ryan Lillie RP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Daniel McGrath RP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Juan Mota RP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Chase Johnson-Mullins RP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Nick Frasso SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Jeff Kinley RP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Chad Dallas SP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Andrew Perez RP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Gerardo Carrillo SP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Ryan Halstead RP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Jose Martinez SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
"Bryce Miller SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1629
