All Relief Pitchers 2022  Season MLB Standard Categories
Player,INNs	APP	GS	QS	CG	W	L	S	BS	HD	K	BB	H	ERA	WHIP	Rank	
"Jason Adam RP  TB"	63.1	67	0	0	0	2	3	8	4	22	75	17	31	1.56	0.76	232
"Raisel Iglesias RP  ATL"	62.0	67	0	0	0	2	6	17	4	15	78	14	46	2.47	0.97	233
"Craig Kimbrel RP  PHI"	60.0	63	0	0	0	6	7	22	5	2	72	28	51	3.75	1.32	236
"Adam Ottavino RP  NYM"	65.2	66	0	0	0	6	3	3	3	19	79	16	48	2.06	0.97	243
"Adam Cimber RP  TOR"	70.2	77	0	0	0	10	6	4	4	19	58	13	66	2.80	1.12	247
"Jhoan Duran RP  MIN"	67.2	57	0	0	0	2	4	8	0	18	89	16	50	1.86	0.98	249
"David Bednar RP  PIT"	51.2	45	0	0	0	3	4	19	4	4	69	16	42	2.61	1.12	251
"John Schreiber RP  BOS "	65.0	64	0	0	0	4	4	8	3	22	74	19	45	2.21	0.98	256
"Gregory Soto RP  PHI "	60.1	64	0	0	0	2	11	30	3	2	60	34	49	3.28	1.38	262
"Matt Moore RP  LAA"	74.0	63	0	0	0	5	2	5	1	14	83	38	49	1.95	1.18	264
"Keegan Thompson SP  CHC "	115.0	29	17	4	0	10	5	1	1	0	108	43	103	3.76	1.27	265
"Giovanny Gallegos RP  STL"	59.0	57	0	0	0	3	6	14	6	12	73	18	42	3.05	1.02	270
"Kyle Finnegan RP  WAS"	66.2	66	0	0	0	6	4	11	4	14	70	22	54	3.51	1.14	278
"Andres Munoz RP  SEA "	65.0	64	0	0	0	2	5	4	4	22	96	15	43	2.49	0.89	281
"Anthony Bass RP  TOR"	70.1	73	0	0	0	4	3	0	4	23	73	20	51	1.54	1.01	286
"Jimmy Herget RP  LAA"	69.0	49	1	0	0	2	1	9	3	6	63	15	48	2.48	0.91	293
"Griffin Jax RP  MIN"	72.1	65	0	0	0	7	4	1	6	18	78	20	56	3.36	1.05	296
"Seranthony Dominguez RP  PHI"	51.0	54	0	0	0	6	5	9	2	15	61	22	36	3.00	1.14	299
"Cionel Perez RP  BAL"	57.2	66	0	0	0	7	1	1	1	25	55	21	46	1.41	1.16	301
"Trevor Stephan RP  CLE"	63.2	66	0	0	0	6	5	3	2	19	82	18	57	2.69	1.18	303
"Garrett Whitlock RP  BOS "	78.1	31	9	2	0	4	2	6	2	4	82	15	65	3.45	1.02	305
"Erik Swanson RP  TOR"	53.2	57	1	0	0	3	2	3	2	14	70	10	39	1.68	0.91	321
"Hector Neris RP  HOU"	65.1	70	0	0	0	6	4	3	4	25	79	17	49	3.72	1.01	323
"Reynaldo Lopez RP  CHW"	65.1	61	1	0	0	6	4	0	5	9	63	11	51	2.75	0.95	325
"Michael King RP  NYY"	51.0	34	0	0	0	6	3	1	2	16	66	16	35	2.29	1.00	327
"Bryan Abreu RP  HOU"	60.1	55	0	0	0	4	0	2	0	8	88	26	45	1.94	1.18	330
"Alex Vesia RP  LAD"	54.1	63	0	0	0	5	0	1	2	16	79	24	37	2.15	1.12	334
"Elijah Morgan RP  CLE "	66.2	50	1	0	0	5	3	0	4	10	72	13	46	3.38	0.89	341
"David Peterson SP  NYM "	105.2	28	19	4	0	7	5	0	1	1	126	48	93	3.83	1.33	344
"Dillon Tate RP  BAL "	73.2	67	0	0	0	4	4	5	1	16	60	16	57	3.05	0.99	348
"Diego Castillo RP  SEA"	54.1	59	0	0	0	7	3	7	0	9	53	22	40	3.64	1.14	351
"Penn Murfee RP  SEA "	69.1	64	1	0	0	4	0	0	0	8	76	18	48	2.99	0.95	359
"Nick Martinez RP  SD"	106.1	47	10	2	0	4	4	8	1	8	95	41	96	3.47	1.29	362
"Collin McHugh RP  ATL"	69.1	58	0	0	0	3	2	0	5	17	75	14	51	2.60	0.94	363
"Tanner Scott RP  MIA "	62.2	67	0	0	0	4	5	20	7	4	90	46	55	4.31	1.61	368
"Sam Hentges RP  CLE "	62.0	57	0	0	0	3	2	1	0	8	72	19	41	2.32	0.97	369
"Chase De Jong RP  PIT"	71.2	42	0	0	0	6	3	1	3	3	59	30	52	2.64	1.14	373
"Chris Martin RP  BOS"	56.0	60	0	0	0	4	1	2	2	9	74	5	50	3.05	0.98	376
"Dylan Lee RP  ATL"	50.2	46	0	0	0	5	1	0	3	9	59	10	40	2.13	0.99	377
"Tanner Houck RP  BOS "	60.0	32	4	0	0	5	4	8	1	1	56	22	49	3.15	1.18	379
"Chris Flexen SP  SEA "	137.2	33	22	9	0	8	9	2	0	0	95	51	132	3.73	1.33	380
"Tim Mayza RP  TOR"	48.2	63	0	0	0	8	1	2	4	17	44	12	42	3.14	1.11	384
"A.J. Puk RP  MIA "	66.1	62	0	0	0	4	3	4	5	20	76	23	53	3.12	1.15	387
"Robert Suarez RP  SD"	47.2	45	0	0	0	5	1	1	3	11	61	21	29	2.27	1.05	388
"Domingo Acevedo RP  OAK "	67.2	70	0	0	0	4	4	4	4	20	58	17	50	3.33	0.99	394
"Alex Lange RP  DET"	63.1	71	0	0	0	7	4	0	3	21	82	31	48	3.69	1.25	399
"Mychal Givens RP  BAL"	61.1	59	1	0	0	7	3	2	4	7	71	25	56	3.38	1.32	406
"Carl Edwards RP  WAS"	62.0	57	0	0	0	6	3	2	3	13	56	25	51	2.76	1.23	409
"Keegan Akin RP  BAL "	81.2	45	1	0	0	3	3	2	0	3	77	20	69	3.20	1.09	410
"Brandon Hughes RP  CHC "	57.2	57	0	0	0	2	3	8	4	8	68	21	42	3.12	1.09	411
"Erasmo Ramirez RP  WAS"	86.1	60	2	0	0	4	2	0	1	5	61	14	79	2.92	1.08	414
"Enyel De Los Santos RP  CLE "	53.1	50	0	0	0	5	0	1	1	3	61	17	40	3.04	1.07	416
"Ryan Tepera RP  LAA"	57.1	59	0	0	0	5	4	6	5	17	47	20	42	3.61	1.08	420
"Dylan Coleman RP  KC "	68.0	68	0	0	0	5	2	0	3	16	71	37	47	2.78	1.24	425
"Jose Alvarado RP  PHI"	51.0	59	0	0	0	4	2	2	2	22	81	24	38	3.18	1.22	428
"Nabil Crismatt RP  SD"	67.1	50	1	0	0	5	2	0	4	5	65	22	57	2.94	1.17	429
"Brooks Raley RP  NYM "	53.2	60	0	0	0	1	2	6	3	25	61	15	37	2.68	0.97	430
"Jaime Barria RP  LAA"	79.1	35	1	0	0	3	3	0	3	5	54	19	63	2.61	1.03	431
"Colin Poche RP  TB"	58.2	65	0	0	0	4	2	7	6	23	64	22	46	3.99	1.16	436
"J.P. Feyereisen RP  LAD "	24.1	22	2	0	0	4	0	1	1	7	25	5	7	0.00	0.49	437
"Caleb Thielbar RP  MIN"	59.1	67	0	0	0	4	3	1	1	18	80	18	51	3.49	1.16	440
"Yimi Garcia RP  TOR"	61.0	61	0	0	0	4	5	1	4	23	58	16	48	3.10	1.05	442
"Emilio Pagan RP  MIN"	63.0	59	0	0	0	4	6	9	7	7	84	26	60	4.43	1.37	447
"Steven Okert RP  MIA "	51.1	60	0	0	0	5	5	0	4	19	63	26	34	2.98	1.17	450
"Joe Jimenez RP  ATL"	56.2	62	0	0	0	3	2	2	2	10	77	13	49	3.49	1.09	451
"Wandy Peralta RP  NYY"	56.1	56	0	0	0	3	4	4	5	9	47	17	42	2.72	1.05	452
"Matt Bush RP  MIL "	59.2	65	6	0	0	2	3	3	7	18	74	18	43	3.47	1.02	454
"Ryne Stanek RP  HOU"	54.2	59	0	0	0	2	1	1	4	17	62	31	36	1.15	1.23	456
"Clarke Schmidt RP  NYY "	57.2	29	3	0	0	5	5	2	1	4	56	23	46	3.12	1.20	460
"Trevor Williams RP  WAS"	89.2	30	9	1	0	3	5	1	1	1	84	23	87	3.21	1.23	461
"Chris Stratton RP  STL"	63.1	60	1	0	0	10	4	2	5	8	60	25	72	4.26	1.53	462
"Luis Garcia RP  SD"	61.0	64	0	0	0	4	6	3	1	20	68	17	57	3.39	1.21	463
"Brad Boxberger RP  CHC "	64.0	70	0	0	0	4	3	1	7	30	68	27	52	2.95	1.23	465
"Steven Wilson RP  SD"	53.0	50	1	0	0	4	2	1	2	5	53	20	36	3.06	1.06	467
"Scott Effross RP  NYY "	56.2	60	1	0	0	1	4	4	2	16	62	15	45	2.54	1.06	468
"James Karinchak RP  CLE"	39.0	38	0	0	0	2	0	3	1	8	62	21	22	2.08	1.10	471
"Andrew Bellatti RP  PHI"	54.1	59	1	0	0	4	4	2	1	9	78	25	47	3.31	1.33	476
"Bryan Baker RP  BAL"	69.2	66	2	0	0	4	3	1	2	9	76	26	60	3.49	1.23	477
"Jalen Beeks RP  TB"	61.0	42	7	0	0	2	3	2	4	5	70	22	49	2.80	1.16	480
"Joe Barlow RP  TEX"	35.0	35	0	0	0	3	1	13	4	0	28	13	27	3.86	1.14	481
"Andrew Chafin RP  ARI "	57.1	64	0	0	0	2	3	3	1	19	67	19	48	2.83	1.17	483
"Nick Sandlin RP  CLE"	44.0	46	0	0	0	5	2	0	3	7	41	24	27	2.25	1.16	485
"Joe Mantiply RP  ARI"	60.0	69	0	0	0	2	5	2	6	22	61	6	59	2.85	1.08	487
"Dany Jimenez RP  OAK "	34.1	34	0	0	0	3	4	11	3	4	34	18	23	3.41	1.19	488
"Seth Lugo RP  SD"	65.0	62	0	0	0	3	2	3	3	16	69	18	58	3.60	1.17	489
"Corey Knebel RP  PHI"	44.2	46	0	0	0	3	5	12	4	2	41	28	33	3.42	1.37	491
"Peter Fairbanks RP  TB"	24.0	24	0	0	0	0	0	8	0	6	38	3	13	1.12	0.67	492
"John Brebbia RP  SF"	68.0	76	11	0	0	6	2	0	4	18	54	18	71	3.18	1.31	493
"Dylan Floro RP  MIA"	53.2	56	0	0	0	1	3	10	4	6	48	15	48	3.02	1.17	495
"Michael Fulmer RP  CHC "	63.2	67	0	0	0	5	6	3	4	25	61	28	59	3.39	1.37	498
"Andre Pallante RP  STL "	108.0	47	10	3	0	6	5	0	1	9	73	40	113	3.17	1.42	500
"Carlos Estevez RP  LAA "	57.0	62	0	0	0	4	4	2	4	13	54	23	44	3.47	1.18	507
"Kendall Graveman RP  CHW"	65.0	65	0	0	0	3	4	6	6	27	66	26	65	3.19	1.40	509
"Lucas Luetge RP  ATL"	57.1	50	0	0	0	4	4	2	1	6	60	17	63	2.67	1.40	512
"Matt Wisler RP  DET"	44.0	39	5	0	0	3	3	1	3	7	35	14	30	2.25	1.00	517
"Brusdar Graterol RP  LAD"	49.2	46	1	0	0	2	4	4	1	10	43	10	39	3.26	0.99	520
"Matt Strahm RP  PHI"	44.2	50	0	0	0	4	4	4	4	13	52	17	38	3.83	1.23	521
"Mark Leiter RP  CHC"	67.2	35	4	0	0	2	7	3	3	4	73	25	52	3.99	1.14	522
"Wil Crowe RP  PIT"	76.0	60	1	0	0	6	10	4	7	16	68	38	68	4.38	1.39	523
"Jake Junis SP  SF"	112.0	23	17	4	0	5	7	0	0	0	98	25	120	4.42	1.29	524
"Zach Jackson RP  OAK"	48.0	54	0	0	0	2	3	3	3	26	67	33	28	3.00	1.27	526
"Brent Suter RP  COL"	66.2	54	0	0	0	5	3	0	0	1	53	22	58	3.78	1.20	528
"Jose Leclerc RP  TEX "	47.2	39	0	0	0	0	3	7	2	4	54	21	33	2.83	1.13	533
"Zach Eflin SP  TB"	75.2	20	13	4	0	3	5	1	0	2	65	15	70	4.04	1.12	536
"Ron Marinaccio RP  NYY "	44.0	40	0	0	0	1	0	0	0	6	56	24	22	2.05	1.05	537
"JP Sears SP  OAK "	70.0	17	11	2	0	6	3	0	0	0	51	23	67	3.86	1.29	538
"Aroldis Chapman RP  KC"	36.1	43	0	0	0	4	4	9	0	1	43	28	24	4.46	1.43	539
"Jesse Chavez RP  ATL"	69.1	60	1	0	0	4	3	0	5	10	74	20	71	3.76	1.31	543
"Mark Melancon RP  ARI "	56.0	62	0	0	0	3	10	18	3	1	35	21	63	4.66	1.50	544
"Daniel Hudson RP  LAD "	24.1	25	0	0	0	2	3	5	1	9	30	5	17	2.22	0.90	546
"Jake Woodford RP  STL"	48.1	27	1	0	0	4	0	0	0	1	24	11	43	2.23	1.12	547
"Tanner Rainey RP  WAS "	30.0	29	0	0	0	1	3	12	4	1	36	13	26	3.30	1.30	550
"Johan Oviedo RP  PIT "	56.0	21	8	2	0	4	3	0	1	0	54	23	49	3.21	1.29	556
"Hoby Milner RP  MIL"	64.2	67	0	0	0	3	3	0	1	11	64	15	61	3.76	1.18	557
"Joey Krehbiel RP  BAL"	57.2	56	0	0	0	5	5	1	0	10	45	18	53	3.90	1.23	558
"Brad Hand RP  COL "	45.0	55	0	0	0	3	2	5	2	13	38	23	37	2.80	1.33	562
"Yency Almonte RP  LAD "	35.1	33	0	0	0	0	0	1	1	9	33	10	18	1.02	0.79	565
"Drew Smith RP  NYM"	46.0	44	0	0	0	3	3	0	2	14	53	15	38	3.33	1.15	569
"Matt Festa RP  SEA "	54.0	53	0	0	0	2	0	2	1	6	64	18	43	4.17	1.13	574
"Yusei Kikuchi SP  TOR "	100.2	32	20	3	0	6	7	1	1	0	124	58	93	5.18	1.50	579
"Taylor Clarke RP  KC "	49.0	47	0	0	0	3	1	3	5	10	48	8	50	4.04	1.18	582
"Jovani Moran RP  MIN"	40.2	31	0	0	0	0	1	1	0	2	54	18	25	2.21	1.06	586
"Tanner Banks RP  CHW"	53.0	35	0	0	0	2	0	0	0	1	49	18	42	3.06	1.13	587
"Austin Voth RP  BAL"	101.2	41	17	2	0	5	4	0	0	1	90	31	111	4.34	1.40	591
"David Price RP  LAD"	40.1	40	0	0	0	2	0	2	2	4	37	9	38	2.45	1.17	592
"Andrew Kittredge RP  TB "	20.0	17	0	0	0	3	1	5	3	0	14	2	15	3.15	0.85	593
"Hunter Harvey RP  WAS"	39.1	38	0	0	0	2	1	0	1	6	45	12	33	2.52	1.14	597
"Ryan Thompson RP  TB "	42.2	47	0	0	0	3	3	3	5	10	39	11	39	3.80	1.17	598
"Andrew Wantz RP  LAA"	50.1	42	1	0	0	2	1	0	1	7	52	21	37	3.22	1.15	599
"Rowan Wick RP  CHC"	64.0	64	0	0	0	4	7	9	5	4	69	29	79	4.22	1.69	602
"Zach Pop RP  TOR"	39.0	36	0	0	0	4	0	0	0	3	25	4	41	2.77	1.15	603
"Trevor Gott RP  SEA"	45.2	45	0	0	0	3	4	0	4	11	44	12	35	4.14	1.03	606
"Rony Garcia SP  DET "	51.0	16	8	1	0	3	3	0	0	0	48	13	40	4.41	1.04	612
"Tyler Matzek RP  ATL "	43.2	42	0	0	0	4	2	1	0	8	36	29	26	3.50	1.26	614
"Connor Brogdon RP  PHI"	44.0	47	0	0	0	2	2	2	2	6	50	11	44	3.27	1.25	615
"Seth Martinez RP  HOU"	38.2	29	0	0	0	1	1	0	0	3	38	14	26	2.10	1.03	619
"Aaron Ashby SP  MIL "	107.1	27	19	3	0	2	10	1	0	1	126	47	106	4.44	1.43	620
"Jharel Cotton RP  SF"	43.0	30	0	0	0	4	2	0	2	2	39	20	34	3.56	1.26	621
"Lou Trivino RP  NYY "	53.2	64	0	0	0	2	8	11	3	4	67	24	64	4.53	1.64	624
"Kyle Nelson RP  ARI"	37.0	43	1	0	0	2	1	0	0	10	30	14	26	2.19	1.08	626
"Steven Matz SP  STL "	48.0	15	10	2	0	5	3	0	0	2	54	10	50	5.25	1.25	627
"Adrian Morejon RP  SD "	34.0	26	0	0	0	5	1	0	0	5	28	9	31	4.24	1.18	628
"Colin Holderman RP  PIT"	28.1	24	0	0	0	5	0	0	0	2	24	14	20	3.81	1.20	629
"Phil Bickford RP  LAD"	61.0	60	0	0	0	2	1	0	1	7	67	14	53	4.72	1.10	632
"Will Vest RP  DET "	63.0	59	2	0	0	3	3	1	1	4	63	22	62	4.00	1.33	634
"Tyler Rogers RP  SF"	75.2	68	0	0	0	3	4	0	1	15	49	23	73	3.57	1.27	640
"Zack Thompson RP  STL"	34.2	22	1	0	0	1	1	1	0	1	27	14	20	2.08	0.98	641
"Jackson Stephens RP  ATL"	53.2	39	1	0	0	3	3	2	1	2	47	23	49	3.69	1.34	644
"Peter Strzelecki RP  MIL"	35.0	30	0	0	0	2	1	1	2	4	40	15	28	2.83	1.23	646
"Nick Vespi RP  BAL "	26.1	25	0	0	0	5	0	1	1	1	28	8	29	4.10	1.41	648
"Steve Cishek RP  WAS"	66.1	69	0	0	0	1	4	1	2	6	74	27	54	4.21	1.22	650
"Buck Farmer RP  CIN"	47.0	44	0	0	0	2	2	2	1	5	54	25	36	3.83	1.30	652
"David Phelps RP  TOR"	63.2	65	1	0	0	0	2	1	1	9	64	31	52	2.83	1.30	653
"Sam Moll RP  OAK"	43.1	53	0	0	0	2	1	0	2	16	46	22	33	2.91	1.27	655
"Caleb Ferguson RP  LAD"	34.2	37	1	0	0	1	0	0	0	8	37	17	23	1.82	1.15	656
"Ian Kennedy RP  TEX"	50.1	57	0	0	0	4	7	10	6	10	44	22	57	5.36	1.57	659
"Michael Rucker RP  CHC"	54.2	41	0	0	0	3	1	0	0	4	50	20	50	3.95	1.28	663
"Jarlin Garcia RP  PIT "	65.0	58	0	0	0	1	4	1	2	4	56	18	60	3.74	1.20	665
"Miguel Castro RP  ARI"	29.0	34	0	0	0	5	0	0	1	9	31	15	27	4.04	1.45	666
"Vince Velasquez RP  PIT "	75.1	27	9	0	0	3	3	0	0	1	69	25	68	4.78	1.23	667
"Hunter Brown RP  HOU "	20.1	7	2	2	0	2	0	0	0	2	22	7	15	0.89	1.08	671
"Dominic Leone RP  TEX "	49.1	55	0	0	0	4	5	3	4	11	52	24	55	4.01	1.60	672
"Tylor Megill SP  NYM "	47.1	15	9	1	0	4	2	0	0	0	51	13	46	5.13	1.25	674
"Jake Diekman RP  CHW"	57.2	70	0	0	0	5	4	1	3	16	79	42	52	4.99	1.63	675
"Taylor Hearn RP  TEX"	100.0	31	13	1	0	6	8	1	1	2	97	43	107	5.13	1.50	677
"Luis Cessa RP  CIN"	80.2	46	10	1	0	4	4	0	1	5	59	28	76	4.57	1.29	680
"Joel Payamps RP  MIL"	55.2	41	0	0	0	3	6	0	2	3	41	16	60	3.23	1.37	684
"Jose Quijada RP  LAA"	40.2	42	0	0	0	0	5	3	1	12	52	21	25	3.98	1.13	685
"Shawn Armstrong RP  TB "	61.2	50	3	0	0	2	3	2	3	2	66	17	66	4.38	1.35	686
"Tyler Kinley RP  COL "	24.0	25	0	0	0	1	1	0	0	10	27	6	21	0.75	1.12	687
"Hunter Strickland RP  CIN"	62.1	66	0	0	0	3	3	7	4	4	60	33	61	4.91	1.51	694
"Bryan Shaw RP  CHW"	58.1	60	2	0	0	6	2	1	0	5	52	26	58	5.40	1.44	695
"Jonathan Hernandez RP  TEX"	30.1	29	0	0	0	2	3	4	2	3	27	17	26	2.97	1.42	696
"Phil Maton RP  HOU"	65.2	67	0	0	0	0	2	0	2	14	73	24	58	3.84	1.25	699
"Dillon Peters RP  PIT"	39.1	22	4	0	0	5	2	0	0	3	26	17	35	4.58	1.32	702
"JT Chargois RP  MIA"	22.1	21	3	0	0	2	0	0	0	3	17	5	16	2.42	0.94	705
"Noe Ramirez RP  ARI"	50.0	55	0	0	0	5	4	0	4	11	51	26	45	5.22	1.42	706
"Matt Brash RP  SEA "	50.2	39	5	0	0	4	4	0	0	9	62	33	46	4.44	1.56	708
"Will Smith RP  TEX"	59.0	65	0	0	0	0	3	5	3	16	65	25	58	3.97	1.41	713
"Aaron Bummer RP  CHW "	26.2	32	0	0	0	2	1	2	4	10	30	10	30	2.36	1.50	716
"Jordan Hicks RP  STL"	61.1	35	8	0	0	3	6	0	1	8	63	35	46	4.84	1.32	717
"Tim Hill RP  SD"	48.0	55	0	0	0	3	0	0	0	7	25	14	45	3.56	1.23	718
"Andres Machado RP  WAS"	59.1	51	0	0	0	2	0	0	0	3	46	26	55	3.34	1.37	722
"Genesis Cabrera RP  STL"	44.2	39	0	0	0	4	2	1	1	13	32	20	39	4.63	1.32	723
"Yohan Ramirez RP  PIT"	37.1	30	0	0	0	4	1	1	1	3	32	20	32	4.58	1.39	726
"Reyes Moronta RP  TEX"	37.2	39	0	0	0	2	2	2	2	4	38	18	30	4.30	1.27	727
"Anthony Bender RP  MIA "	19.1	22	0	0	0	1	3	6	2	3	17	8	17	3.26	1.29	732
"Cody Stashak RP  MIN"	16.1	11	0	0	0	3	0	0	0	1	15	0	16	3.86	0.98	735
"Garrett Cleavinger RP  TB"	23.0	17	0	0	0	1	1	0	1	1	32	7	14	3.91	0.91	739
"Jonathan Loaisiga RP  NYY"	48.0	50	0	0	0	2	3	2	1	10	37	19	43	4.12	1.29	741
"Adbert Alzolay RP  CHC"	13.1	6	0	0	0	2	1	0	0	1	19	2	9	3.38	0.82	747
"Trevor Megill RP  MIN"	45.0	39	0	0	0	4	3	0	2	3	49	17	50	4.80	1.49	748
"Matthew Boyd RP  DET "	13.1	10	0	0	0	2	0	0	0	1	13	8	5	1.35	0.97	750
"Amir Garrett RP  KC"	45.1	60	0	0	0	3	1	0	1	10	49	32	28	4.96	1.32	751
"Manny Banuelos RP  PIT"	41.0	35	0	0	0	2	1	1	1	5	42	21	32	4.39	1.29	752
"Jose Cuas RP  KC"	37.2	47	0	0	0	4	2	1	0	11	34	24	39	3.58	1.67	753
"Joely Rodriguez RP  BOS "	50.1	55	0	0	0	2	4	0	0	9	57	26	42	4.47	1.35	754
"Kirk McCarty RP  CLE"	37.2	13	2	0	0	4	3	0	1	0	26	13	37	4.54	1.33	756
"Trevor Richards RP  TOR"	64.0	62	4	0	0	3	2	0	1	8	82	35	57	5.34	1.44	757
"Daniel Norris RP  CIN"	58.2	41	3	0	0	2	4	0	0	2	66	29	45	5.22	1.26	760
"Scott Alexander RP  SF"	17.1	17	4	0	0	0	0	2	0	5	10	1	12	1.04	0.75	762
"Austin Pruitt RP  OAK"	55.1	39	1	0	0	0	1	1	2	2	38	9	48	4.23	1.03	764
"Jose Cisnero RP  DET "	25.0	28	0	0	0	1	0	0	0	5	23	19	15	1.08	1.36	768
"Garrett Hill SP  DET"	60.1	17	8	2	0	3	3	0	0	2	40	29	53	4.03	1.36	770
"Jimmy Lambert RP  CHW"	47.0	42	2	0	0	1	2	0	1	10	45	24	40	3.25	1.36	771
"Luis Perdomo RP  MIL"	23.2	14	0	0	0	3	0	0	1	1	12	3	24	3.80	1.14	772
"Tyler Alexander SP  DET"	101.0	27	17	4	0	4	11	0	0	1	61	25	108	4.81	1.32	773
"Dennis Santana RP  MIN"	58.2	63	1	0	0	3	8	1	2	20	54	28	50	5.22	1.33	774
"Jeff Hoffman RP  MIN "	44.2	35	1	0	0	2	0	0	1	1	45	23	40	3.83	1.41	775
"Ryan Yarbrough RP  KC "	80.0	20	9	2	0	3	8	0	0	0	61	22	88	4.50	1.38	776
"Anthony Gose RP  CLE"	21.0	22	0	0	0	3	0	0	1	0	28	14	15	4.71	1.38	778
"Wily Peralta RP  WAS"	38.1	28	1	0	0	2	0	0	0	2	32	24	34	2.58	1.51	779
"Davis Martin SP  CHW"	63.1	14	9	2	0	3	6	0	1	0	48	19	63	4.83	1.29	781
"Albert Abreu RP  NYY"	38.2	33	0	0	0	2	2	0	1	1	38	22	35	3.26	1.47	782
"Manuel Rodriguez RP  CHC"	13.2	14	0	0	0	2	0	4	2	2	8	9	10	3.29	1.39	784
"Sam Long RP  SF "	42.1	28	6	0	0	1	3	1	0	0	33	14	39	3.61	1.25	787
"Matt Barnes RP  MIA"	39.2	44	0	0	0	0	4	8	2	4	34	21	36	4.31	1.44	791
"Jake Cousins RP  MIL"	13.1	12	0	0	0	2	1	0	1	1	21	8	10	2.70	1.35	793
"Nick Nelson RP  PHI"	68.2	47	2	0	0	3	2	1	0	3	69	36	66	4.85	1.49	794
"Tommy Nance RP  MIA "	43.2	35	2	0	0	2	3	0	2	2	57	21	45	4.33	1.51	796
"Caleb Smith RP  PIT"	70.0	44	1	0	0	1	3	0	0	6	65	39	57	4.11	1.37	797
"Kevin Ginkel RP  ARI "	29.1	30	0	0	0	1	1	1	2	5	30	11	27	3.38	1.30	798
"Jandel Gustave RP  ARI"	28.0	27	0	0	0	2	0	0	0	2	27	11	25	3.86	1.29	799
"Aaron Loup RP  LAA "	58.2	65	0	0	0	0	5	1	5	19	52	22	54	3.83	1.30	801
"Lucas Gilbreath RP  COL "	43.0	47	0	0	0	2	0	0	2	12	49	26	37	4.19	1.47	802
"Greg Weissert RP  NYY"	11.1	12	0	0	0	3	0	0	0	2	11	5	6	5.56	0.97	803
"Brett Martin RP  TEX "	50.0	55	1	0	0	1	7	3	4	7	40	18	50	4.14	1.36	806
"Zack Littell RP  TEX"	44.1	39	0	0	0	3	3	1	0	5	39	13	48	5.08	1.38	810
