Team Totals 2016  Season MLB Standard Stats
Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	
Crime Pays	5704	842	1568	966	323	32	247	862	597	1248	159	53	0.275	0.347	0.473
Disco Bush Horticulturists	5683	798	1474	903	304	41	226	751	546	1360	89	34	0.259	0.329	0.447
EVIL EMPIRE 	6521	930	1837	1181	333	21	302	1047	607	1287	65	28	0.282	0.345	0.478
Floaters and Sinkers	4671	690	1283	796	272	26	189	678	443	1070	82	23	0.275	0.340	0.465
Murderers' Row	6016	850	1566	951	338	31	246	836	653	1518	112	34	0.260	0.337	0.449
Old Dirty Bugg	5866	867	1532	942	296	41	253	854	570	1414	80	35	0.261	0.330	0.455
Orange-a-Tangs	5682	873	1574	942	298	30	304	902	610	1385	86	29	0.277	0.350	0.501
Shits & Giggles	6112	894	1726	1115	318	12	281	936	569	1219	72	29	0.282	0.346	0.476
Sofa Kings	5288	724	1474	964	258	43	209	716	461	1314	130	38	0.279	0.340	0.462
Tittys Warriors	6369	979	1726	1043	341	35	307	913	614	1371	95	40	0.271	0.342	0.480
User Abuser	5759	890	1579	949	321	40	269	855	679	1351	60	26	0.274	0.355	0.484
Whiteness	6128	884	1668	1026	342	25	275	894	496	1335	97	35	0.272	0.331	0.471
Team Totals 2016  Season MLB Standard Stats
Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	
Crime Pays	1404.7	226	107	6	93	86	52	10	1394	444	1332	3.91	1.26
Disco Bush Horticulturists	1271.7	173	88	3	70	74	68	8	1122	395	1249	4.21	1.29
EVIL EMPIRE 	712.0	77	48	0	43	35	105	15	714	215	601	2.86	1.15
Floaters and Sinkers	1494.0	214	127	11	104	68	68	3	1400	457	1299	3.27	1.18
Murderers' Row	1050.3	140	69	5	78	64	80	18	1085	285	933	3.36	1.16
Old Dirty Bugg	1286.7	179	101	6	78	59	77	16	1271	370	1172	3.81	1.20
Orange-a-Tangs	1085.3	149	69	0	65	64	79	19	1209	416	925	3.35	1.24
Shits & Giggles	892.0	112	72	4	57	37	24	9	851	255	796	3.37	1.18
Sofa Kings	1178.7	171	82	2	78	63	19	11	1152	429	1103	3.96	1.30
Tittys Warriors	1110.3	150	84	3	77	65	105	22	1056	357	1024	3.81	1.24
User Abuser	1586.7	252	130	4	99	80	52	7	1490	542	1496	3.59	1.28
Whiteness	1306.7	172	96	7	82	69	128	20	1176	353	1247	3.77	1.22
