All Relief Pitchers   Projections Standard Categories
Player,INNs	APP	GS	QS	CG	W	L	S	BS	HD	K	BB	H	ERA	WHIP	Rank	
"Carlos Estevez RP  COL"	67	73	0	0	0	2	4	7	1	23	73	25	84	5.24	1.63	920
"Chad Kuhl SP  COL "	47	25	13	3	0	3	6	0	0	1	46	26	43	4.79	1.47	922
"Reiss Knehr SP  SD"	31	19	6	1	0	3	3	0	0	0	25	17	26	4.64	1.39	924
"Sam Coonrod RP  PHI"	40	50	0	0	0	2	2	1	0	11	49	16	42	5.17	1.45	929
"Keegan Thompson RP  CHC "	41	22	9	2	0	2	3	0	0	0	46	26	40	3.73	1.61	931
"Martin Perez SP  TEX "	55	25	15	3	0	4	5	0	0	0	45	20	63	4.91	1.51	933
"Zach Pop RP  MIA"	49	50	0	0	0	1	1	1	0	5	45	21	48	4.04	1.41	934
"Jordan Hicks RP  STL "	43	23	11	3	0	3	3	0	0	1	39	31	30	5.02	1.42	936
"Zach Neal P  COL "	26	17	5	1	0	2	2	0	0	0	27	10	25	4.50	1.35	937
"Jeff Hoffman RP  CIN"	85	64	0	0	0	3	2	1	0	9	88	48	84	4.98	1.55	938
"Taylor Widener SP  ARI"	50	25	13	3	0	2	3	0	0	0	55	28	47	4.68	1.50	945
"Anthony Misiewicz RP  SEA"	46	63	0	0	0	2	3	1	0	21	52	14	56	4.89	1.52	946
"Jovani Moran RP  MIN"	54	41	0	0	0	2	1	1	0	7	59	27	52	5.17	1.46	947
"Evan Phillips RP  LAD"	18	17	0	0	0	1	1	0	0	2	19	9	14	3.00	1.28	949
"James Norwood RP  SD"	46	57	0	0	0	2	1	1	0	5	37	22	52	3.52	1.61	950
"Kirby Snead RP  OAK "	21	25	0	0	0	1	2	0	0	2	20	7	19	3.43	1.24	951
"Nick Anderson RP  TB "	9	8	0	0	0	1	1	1	0	3	7	2	6	3.00	0.89	953
"Matt Foster RP  CHW"	21	21	0	0	0	2	0	0	0	2	22	7	20	5.14	1.29	954
"Antonio Santos RP  NYM "	52	32	0	0	0	2	3	1	0	5	47	21	49	5.37	1.35	955
"John King RP  TEX "	19	12	0	0	0	2	1	0	0	2	18	6	19	4.74	1.32	957
"Sean Doolittle RP  WAS "	49	63	0	0	0	3	2	1	0	7	59	26	56	5.14	1.67	958
"Nick Vincent RP  MIN"	12	10	0	0	0	1	1	0	0	1	9	4	9	2.25	1.08	959
"Ryne Harper RP  WAS"	65	65	0	0	0	1	2	1	0	7	66	26	62	5.26	1.35	960
"Joely Rodriguez RP  NYY"	45	57	0	0	0	2	2	1	0	17	52	19	53	4.80	1.60	962
"Alex Lange RP  DET"	58	64	0	0	0	1	3	1	0	11	67	28	64	4.34	1.59	963
"Justin Wilson RP  CIN"	47	63	0	0	0	2	1	1	0	11	46	23	45	5.17	1.45	964
"Nick Sandlin RP  CLE "	15	18	0	0	0	0	0	0	0	3	24	8	10	3.00	1.20	965
"Adam Morgan RP  CHC"	35	57	0	0	0	2	2	1	0	8	48	20	38	5.14	1.66	966
"Marcos Diplan RP  BAL"	58	50	0	0	0	2	1	0	0	6	54	33	48	5.12	1.40	967
"Matt Bush RP  TEX "	27	27	0	0	0	1	1	0	0	6	28	9	25	4.67	1.26	968
"Daniel Norris RP  CHC "	43	38	0	0	0	2	1	0	0	5	46	20	40	5.44	1.40	969
"Jackson Stephens P  ATL"	18	15	2	1	0	1	1	0	0	0	16	6	15	4.00	1.17	970
"Hector Santiago RP  SEA"	19	12	2	1	0	1	1	0	0	0	20	7	18	3.79	1.32	971
"Tanner Scott RP  BAL "	59	78	0	0	0	2	2	1	0	20	91	44	58	5.34	1.73	972
"Dennis Santana RP  TEX"	67	70	0	0	0	3	3	1	0	8	66	42	65	4.97	1.60	973
"Andrew Wantz RP  LAA"	20	19	0	0	0	1	0	0	0	2	33	9	18	5.40	1.35	974
"Yency Almonte RP  LAD "	67	68	0	0	0	3	2	1	0	8	71	33	62	6.18	1.42	976
"Sam Selman RP  OAK "	34	42	0	0	0	1	1	1	0	3	31	16	26	5.29	1.24	977
"Garrett Richards SP  BOS "	56	25	15	3	0	3	5	0	0	1	48	24	62	4.82	1.54	979
"Kent Emanuel RP  PHI "	11	7	0	0	0	1	0	0	0	1	10	3	9	3.27	1.09	980
"Jose Quijada RP  LAA"	36	53	0	0	0	1	2	0	0	10	71	25	36	5.50	1.69	981
"David Phelps RP  TOR "	15	17	0	0	0	0	1	0	0	6	21	4	12	3.60	1.07	982
"Jay Jackson RP  ATL"	15	18	0	0	0	1	0	0	0	5	20	9	11	4.20	1.33	983
"Humberto Castellanos SP  ARI"	59	28	15	3	0	3	5	0	0	0	43	20	63	5.19	1.41	985
"Bryan Garcia RP  DET"	45	54	0	0	0	4	2	2	0	5	37	25	48	5.80	1.62	987
"Devin Smeltzer RP  MIN "	11	6	0	0	0	1	0	0	0	1	10	3	9	4.09	1.09	989
"Eduard Bazardo RP  BOS"	12	8	0	0	0	1	0	0	0	2	12	5	10	3.75	1.25	991
"Colin Rea RP  MIL"	14	8	0	0	0	1	0	0	0	2	11	3	12	4.50	1.07	992
"Rafael Montero RP  HOU "	18	16	0	0	0	1	2	2	0	2	15	5	18	5.50	1.28	993
"Miguel Diaz RP  DET "	8	5	0	0	0	1	0	0	0	1	9	4	6	3.38	1.25	994
"Andrew Miller RP  STL"	54	74	0	0	0	1	1	0	0	10	64	24	61	4.67	1.57	995
"Anthony Kay SP  TOR "	28	17	4	1	0	2	1	0	0	0	30	15	29	5.14	1.57	998
"Jacob Barnes RP  DET"	17	18	0	0	0	1	2	0	0	2	20	5	17	5.29	1.29	999
"Daniel Ponce de Leon RP  LAA"	47	23	11	3	0	2	5	0	0	0	46	28	39	5.55	1.43	1000
"Spencer Strider RP  ATL"	7	7	0	0	0	1	0	0	0	1	6	2	6	3.86	1.14	1001
"Ross Detwiler RP  SD"	8	9	0	0	0	1	0	0	0	1	9	3	7	4.50	1.25	1002
"Jason Adam RP  TB "	7	8	0	0	0	1	1	0	0	1	12	4	6	5.14	1.43	1003
"Cody Ponce RP  PIT"	58	23	12	3	0	3	6	0	0	0	53	16	70	5.74	1.48	1004
"Nick Snyder RP  TEX "	27	34	0	0	0	1	1	0	0	5	24	13	25	4.67	1.41	1005
"Dillon Tate RP  BAL"	68	71	0	0	0	1	4	1	0	10	62	27	70	5.16	1.43	1007
"Michel Baez RP  SD "	11	6	0	0	0	1	0	0	0	2	12	4	11	4.91	1.36	1008
"James Sherfy RP  LAD "	4	4	0	0	0	1	0	0	0	0	3	1	3	4.50	1.00	1009
"Angel Perdomo RP  MIL "	5	6	0	0	0	1	0	0	0	0	8	4	3	5.40	1.40	1012
"Corey Oswalt RP  SF "	6	3	0	0	0	1	0	0	0	1	6	2	6	4.50	1.33	1013
"Josh Taylor RP  BOS"	49	84	0	0	0	1	1	1	0	25	77	30	61	4.78	1.86	1014
"Jimmy Herget RP  LAA"	8	9	0	0	0	1	1	0	0	1	9	4	8	4.50	1.50	1015
"Tommy Nance RP  CHC "	19	20	0	0	0	1	1	0	0	4	22	8	15	6.63	1.21	1016
"Phillips Valdez RP  BOS"	11	8	0	0	0	1	0	0	0	1	10	5	10	4.91	1.36	1017
"Jhon Romero RP  WAS "	20	39	0	0	0	1	1	0	0	2	22	6	24	4.95	1.50	1018
"Travis Lakins RP  BAL "	34	20	8	2	0	2	4	0	0	0	36	22	33	5.29	1.62	1019
"Jonathan Hernandez RP  TEX "	7	6	0	0	0	0	0	0	0	1	7	2	5	2.57	1.00	1020
"Jacob Webb RP  ATL"	8	9	0	0	0	1	1	0	0	1	8	3	9	4.50	1.50	1021
"Sam Hentges RP  CLE"	69	49	0	0	0	2	1	1	0	7	65	27	75	5.61	1.48	1022
"Oliver Ortega RP  LAA"	8	8	0	0	0	1	0	0	0	1	6	3	9	4.50	1.50	1023
"Rony Garcia RP  DET "	8	6	0	0	0	1	0	0	0	1	5	3	7	5.62	1.25	1024
"Patrick Murphy RP  WAS"	75	74	0	0	0	1	4	1	0	14	90	29	91	5.28	1.60	1025
"Caleb Ferguson RP  LAD "	4	5	0	0	0	0	0	0	0	1	6	1	3	2.25	1.00	1026
"Ashton Goudeau RP  COL"	13	7	0	0	0	1	1	0	0	1	8	7	11	4.85	1.38	1027
"Junior Fernandez RP  STL "	45	45	0	0	0	4	2	1	0	5	33	28	50	5.60	1.73	1029
"Brad Wieck RP  CHC "	3	3	0	0	0	0	0	0	0	0	5	2	2	0.00	1.33	1030
"Julian Fernandez RP  COL"	19	18	0	0	0	1	1	0	0	2	18	8	19	5.68	1.42	1031
"Jonathan Holder RP  CHC "	7	6	0	0	0	1	0	0	0	1	5	3	8	5.14	1.57	1032
"Jose Cisnero RP  DET"	9	10	0	0	0	0	0	0	0	3	9	4	7	4.00	1.22	1033
"Anderson Severino RP  CHW"	9	9	0	0	0	0	0	0	0	1	9	3	8	4.00	1.22	1033
"Junior Guerra RP  LAA"	10	8	0	0	0	1	0	0	0	1	10	7	9	5.40	1.60	1036
"Sean Nolin SP  WAS"	31	19	0	0	0	1	1	0	0	4	29	14	35	4.64	1.58	1037
"Oliver Drake RP  TB"	12	12	0	0	0	0	1	0	0	2	8	5	8	4.50	1.08	1038
"Luke Farrell RP  MIN"	26	21	0	0	0	1	0	0	0	3	27	14	28	4.85	1.62	1040
"AJ Ramos RP  LAA "	8	8	0	0	0	0	0	0	0	1	7	4	6	3.38	1.25	1041
"Edgar Santana RP  ATL"	4	4	0	0	0	0	0	0	0	0	3	1	3	2.25	1.00	1042
"Kyle Keller RP  PIT"	26	27	0	0	0	1	1	0	0	3	30	17	22	5.88	1.50	1044
"Tyler Thornburg RP  ATL "	8	8	0	0	0	0	0	0	0	1	8	4	7	3.38	1.38	1045
"Darren O'Day RP  ATL "	3	4	0	0	0	0	0	0	0	1	4	1	2	3.00	1.00	1046
"Matt Moore SP  TEX "	28	19	0	0	0	1	1	0	0	3	24	13	27	5.46	1.43	1047
"Luis Perdomo RP  MIL "	11	6	0	0	0	0	0	0	0	1	10	5	8	4.91	1.18	1048
"Jose Urena SP  DET"	31	17	5	1	0	2	2	0	0	0	21	13	34	5.52	1.52	1049
"Tommy Kahnle RP  LAD "	7	7	0	0	0	0	0	0	0	1	7	3	6	3.86	1.29	1050
"Justin Miller RP  STL "	7	11	0	0	0	0	0	2	0	1	6	2	8	6.43	1.43	1051
"Chaz Roe RP  TB"	5	5	0	0	0	0	0	0	0	1	5	2	4	3.60	1.20	1052
"Wade LeBlanc SP  STL"	50	25	13	1	0	1	2	0	0	0	27	16	53	4.68	1.38	1053
"Jorge Lopez SP  BAL "	54	25	13	3	0	2	6	0	0	1	52	22	59	5.83	1.50	1054
"Rex Brothers RP  MIL"	6	7	0	0	0	0	0	0	0	1	8	4	4	4.50	1.33	1055
"Kyle McGowin RP  WAS"	9	9	0	0	0	0	0	0	0	1	13	5	8	5.00	1.44	1056
"Jose Leclerc RP  TEX "	7	7	0	0	0	0	0	0	0	1	8	3	7	3.86	1.43	1057
"Kyle Tyler RP  LAA "	7	4	0	0	0	0	0	0	0	1	6	3	6	3.86	1.29	1058
"Trey Wingenter RP  CIN "	5	5	0	0	0	0	0	0	0	1	4	2	4	3.60	1.20	1059
"Luis Madero RP  MIA"	10	5	0	0	0	0	0	0	0	1	7	4	8	4.50	1.20	1060
"Zack Britton RP  NYY "	11	12	0	0	0	0	1	0	0	6	9	7	8	4.09	1.36	1061
"Preston Guilmet RP  MIA"	8	8	0	0	0	0	0	0	0	2	7	3	7	4.50	1.25	1062
"Jason Foley RP  DET"	9	11	0	0	0	0	0	0	0	2	7	4	8	4.00	1.33	1063
"Cody Stashak RP  MIN "	8	7	0	0	0	0	0	0	0	2	12	4	7	5.62	1.38	1064
"Wade Davis RP  KC"	5	5	0	0	0	0	0	1	0	1	4	2	5	5.40	1.40	1066
"Will Harris RP  WAS "	48	62	0	0	0	1	5	1	0	12	69	25	57	5.81	1.71	1067
"Drew Anderson RP  TEX"	12	6	0	0	0	0	0	0	0	1	8	4	11	4.50	1.25	1069
"Ryan Sherriff RP  PHI"	13	15	0	0	0	0	1	0	0	1	12	7	12	4.15	1.46	1071
"Kyle Cody RP  TEX "	10	6	1	0	0	0	1	0	0	0	10	4	10	4.50	1.40	1072
"Adonis Medina RP  PIT "	10	7	0	0	0	0	0	0	0	1	10	4	10	4.50	1.40	1072
"Hunter Wood RP  TEX"	7	10	0	0	0	0	0	0	0	1	8	3	6	5.14	1.29	1074
"Jose Castillo RP  SD "	1	1	0	0	0	0	0	0	0	0	1	0	1	0.00	1.00	1076
"Jesse Hahn RP  KC"	6	7	0	0	0	0	0	0	0	3	6	4	4	4.50	1.33	1077
"Sean Poppen RP  ARI"	16	20	0	0	0	1	0	0	0	2	23	7	23	5.62	1.88	1078
"Shea Spitzbarth RP  PIT"	7	8	0	0	0	0	0	0	0	1	6	3	7	3.86	1.43	1079
"Chris Devenski RP  ARI"	3	4	0	0	0	0	0	1	0	1	3	1	4	6.00	1.67	1080
"Luis Frias RP  ARI"	10	12	0	0	0	0	0	0	0	2	11	6	9	4.50	1.50	1082
"Kirby Yates RP  ATL "	2	3	0	0	0	0	0	0	0	0	2	1	1	4.50	1.00	1083
"Scott Alexander RP  LAD "	4	5	0	0	0	0	0	0	0	1	2	2	4	2.25	1.50	1084
"Albert Abreu RP  NYY"	8	7	0	0	0	0	0	0	0	1	8	4	6	5.62	1.25	1085
"Matt Strahm RP  BOS "	49	25	14	4	0	3	4	0	0	0	38	11	71	5.33	1.67	1087
"Miguel Sanchez RP  MIL"	9	11	0	0	0	0	0	0	0	1	8	5	9	4.00	1.56	1088
"Kyle Dohy RP  PHI"	6	6	0	0	0	0	0	0	0	1	6	3	6	4.50	1.50	1089
"Luke Bard RP  LAA"	3	4	0	0	0	0	0	0	0	1	4	1	3	6.00	1.33	1090
"Grant Dayton RP  ATL"	3	3	0	0	0	0	0	0	0	0	4	1	3	6.00	1.33	1090
"Enyel De Los Santos RP  CLE"	11	11	0	0	0	0	0	0	0	1	16	5	12	5.73	1.55	1092
"Michael Rucker RP  CHC"	11	8	0	0	0	0	0	0	0	1	12	4	11	5.73	1.36	1093
"Andre Jackson RP  LAD"	4	2	0	0	0	0	0	0	0	1	4	2	4	4.50	1.50	1094
"Eric Yardley RP  CHC"	5	5	0	0	0	0	0	0	0	0	2	2	5	3.60	1.40	1096
"Blake Cederlind RP  PIT "	7	9	0	0	0	0	0	0	0	1	7	3	7	5.14	1.43	1097
"Joe Biagini RP  TOR "	7	5	0	0	0	0	0	0	0	1	7	3	7	5.14	1.43	1097
"Scott Oberg RP  COL "	2	2	0	0	0	0	0	0	0	0	2	1	2	4.50	1.50	1099
"Chris Rodriguez RP  LAA "	2	1	0	0	0	0	0	0	0	0	2	1	2	4.50	1.50	1099
"Ramon Rosso RP  DET "	5	5	0	0	0	0	0	0	0	1	5	2	5	5.40	1.40	1101
"Austin Davis RP  BOS"	44	64	0	0	0	1	1	1	0	11	57	23	47	6.34	1.59	1103
"Cody Reed RP  TB "	6	7	0	0	0	0	0	0	0	1	5	4	5	4.50	1.50	1104
"Robert Gsellman RP  NYM "	11	7	0	0	0	0	0	0	0	1	6	3	11	4.91	1.27	1105
"Tanner Anderson RP  PIT"	3	2	0	0	0	0	0	0	0	0	3	1	3	6.00	1.33	1106
"JoJo Romero RP  PHI "	3	4	0	0	0	0	0	0	0	1	3	1	3	6.00	1.33	1106
"Andrew Bellatti RP  PHI"	6	6	0	0	0	0	0	0	0	1	6	2	6	6.00	1.33	1108
"Jimmy Cordero RP  NYY"	5	6	0	0	0	0	0	0	0	1	4	2	5	5.40	1.40	1109
"Steve Cishek RP  WAS "	54	70	0	0	0	1	1	1	0	19	64	39	61	4.50	1.85	1110
"Chi Chi Gonzalez SP  COL"	51	25	13	2	0	2	5	0	0	0	31	14	57	5.82	1.39	1112
"Cory Abbott RP  CHC"	8	5	0	0	0	0	0	0	0	1	8	4	8	5.62	1.50	1113
"Manuel Rodriguez RP  CHC "	3	4	0	0	0	0	0	0	0	0	3	2	3	6.00	1.67	1114
"Yoan Lopez RP  PHI "	9	9	0	0	0	0	0	0	0	1	8	4	10	5.00	1.56	1115
"Garrett Cleavinger RP  LAD "	4	6	0	0	0	0	0	0	0	0	5	3	5	4.50	2.00	1116
"Spenser Watkins SP  BAL"	52	25	13	3	0	4	6	0	0	0	35	16	60	6.92	1.46	1117
"Dellin Betances RP  NYM"	4	5	0	0	0	0	0	0	0	1	4	3	3	6.75	1.50	1118
"James Hoyt RP  LAA"	5	9	0	0	0	0	0	0	0	1	8	4	6	5.40	2.00	1119
"Jorge Guzman RP  MIA "	7	11	0	0	0	0	0	0	0	1	7	4	6	6.43	1.43	1120
"Trevor Gott RP  MIL"	40	62	0	0	0	3	1	1	0	13	26	21	34	7.65	1.38	1121
"Justin Topa RP  MIL "	4	4	0	0	0	0	0	0	0	0	3	1	5	6.75	1.50	1122
"Kevin Ginkel RP  ARI"	7	8	0	0	0	0	0	0	0	1	8	4	7	6.43	1.57	1123
"Ian Krol RP  DET "	7	8	0	0	0	0	0	0	0	1	8	3	10	5.14	1.86	1124
"Luis Avilan RP  WAS"	7	8	0	0	0	0	1	0	0	1	8	4	9	5.14	1.86	1124
"Michael Feliz RP  BOS"	6	8	0	0	0	0	0	0	0	1	8	2	8	7.50	1.67	1126
"Trevor Megill RP  MIN"	17	24	0	0	0	1	1	0	0	2	25	5	24	7.94	1.71	1127
"Eric Hanhold RP  PIT "	54	68	0	0	0	1	1	0	0	5	49	18	61	5.83	1.46	1128
"Ben Bowden RP  COL"	5	7	0	0	0	0	0	0	0	1	8	3	7	7.20	2.00	1129
"Isaac Mattson RP  BAL "	53	62	0	0	0	1	2	0	0	7	55	32	57	5.09	1.68	1130
"Gabe Speier RP  KC"	15	23	0	0	0	0	1	0	0	1	15	4	26	3.60	2.00	1131
"Cam Bedrosian RP  PHI"	15	16	0	0	0	0	0	0	0	2	15	10	17	4.80	1.80	1133
"Miguel Del Pozo RP  DET"	23	30	0	0	0	1	0	0	0	2	20	13	28	5.48	1.78	1134
"Edwar Colina RP  TEX "	10	10	0	0	0	0	0	0	0	2	10	5	12	6.30	1.70	1135
"Wyatt Mills RP  SEA"	20	20	0	0	0	0	0	0	0	2	19	8	21	6.30	1.45	1136
"Brett de Geus RP  ARI"	57	59	0	0	0	4	2	1	0	6	53	27	66	7.11	1.63	1137
"Carl Edwards RP  WAS "	18	28	0	0	0	0	0	1	0	2	23	7	23	7.00	1.67	1138
"Nick Mears RP  PIT "	12	16	0	0	0	0	0	0	0	2	15	9	14	6.00	1.92	1140
"Luis Oviedo RP  PIT "	72	54	0	0	0	5	2	0	0	7	76	52	66	7.25	1.64	1141
"Sean Guenther RP  MIA"	25	19	0	0	0	0	1	0	0	2	19	9	27	6.12	1.44	1142
"John Axford RP  MIL"	4	4	0	0	0	0	0	0	0	1	4	3	6	11.25	2.25	1143
"Konner Wade RP  BAL"	26	17	0	0	0	0	1	0	0	3	28	9	31	6.58	1.54	1144
"Alberto Baldonado RP  WAS"	47	76	0	0	0	1	2	1	0	14	64	28	45	7.66	1.55	1145
"Cionel Perez RP  BAL"	59	74	0	0	0	2	4	1	0	6	79	53	57	6.41	1.86	1146
"Joe Mantiply RP  ARI"	31	58	0	0	0	0	1	1	0	11	40	18	45	5.52	2.03	1147
"Mason Thompson RP  WAS"	50	79	0	0	0	3	3	1	0	20	58	37	79	4.86	2.32	1148
"Fernando Abad RP  BAL"	60	64	0	0	0	1	1	1	0	8	41	25	79	5.85	1.73	1149
"Conner Greene RP  BAL "	50	58	0	0	0	1	2	0	0	5	66	25	66	7.56	1.82	1150
"Justin Lawrence RP  COL"	38	49	0	0	0	2	1	0	0	5	47	43	47	8.53	2.37	1151
"Brooks Kriske RP  BAL"	53	58	0	0	0	3	2	0	0	5	68	35	69	13.24	1.96	1152
"Conner Menez RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Marsh RP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joey Cantillo RP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mason Melotakis RP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Graham RP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sal Biasi RP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Aaron Phillips RP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Scott Boches RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matthew Gorst RP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ruben Alaniz RP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joey Gerber RP  SEA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jerry Keel RP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bradley Markey RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mickey Jannis RP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jace Fry RP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Fleming RP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Harrison RP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sam Wolff RP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Calvin Faucher RP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Fernando Rodney RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Denyi Reyes P  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Viza RP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Marco Carrillo RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tanner Tully RP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Keegan Curtis RP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike Hauschild RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Caleb Baragar RP  SF "	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ethan DeCaster RP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hobbs Johnson RP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Robert Dominguez RP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Francisco Mendoza RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alex Young RP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Grant Anderson RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Jensen RP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jim Fuller RP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kevin Comer RP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hector Velazquez RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tayler Saucedo RP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Dimock RP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Adonis Uceta RP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Trevor Lane RP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gene Escat RP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ervin Santana RP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryder Ryan RP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Henry Martinez RP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brett Hanewich RP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Frandy Torres RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"A.J. Vanegas RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rainy Lara RP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Wander Perez RP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jake Cosart RP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Connor Sadzeck RP  MIL "	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jacob Wallace RP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bryan Abreu RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jhonleider Salinas RP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Paul Fry RP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tejay Antone RP  CIN "	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose Oyervidez RP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mark Montgomery RP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Austin Krzeminski RP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Justus Sheffield SP  SEA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"David Hale RP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Ferguson RP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kris Hall RP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gabe Hemmer RP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Daniel Gibson RP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Holloway RP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ben Braymer RP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Perez P  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Myles Smith RP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Boyle RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Ynoa RP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brandon Bailey RP  CIN "	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike Franco RP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
