All Relief Pitchers 2023  Season MLB Standard Categories
Player,INNs	APP	GS	QS	CG	W	L	S	BS	HD	K	BB	H	ERA	WHIP	Rank	
"Dany Jimenez RP  OAK "	23.1	25	1	0	0	0	2	1	1	7	21	14	11	3.47	1.07	835
"Garrett Cleavinger RP  TB "	12.0	15	0	0	0	1	0	0	2	0	14	6	6	3.00	1.00	836
"Ronel Blanco RP  HOU"	52.0	17	7	3	0	2	1	0	0	0	52	28	49	4.50	1.48	837
"Kenny Rosenberg RP  LAA"	33.0	7	3	1	0	2	2	0	0	0	29	14	35	3.82	1.48	840
"Albert Abreu RP  NYY"	59.0	45	0	0	0	2	2	0	0	3	61	35	52	4.73	1.47	841
"Yonny Chirinos RP  MIA "	85.0	20	9	0	0	5	5	0	0	1	53	27	91	5.40	1.39	842
"Zack Weiss RP  MIN "	14.0	12	0	0	0	1	0	0	0	1	15	6	9	3.21	1.07	844
"Connor Brogdon RP  PHI"	29.0	27	1	0	0	2	1	0	0	3	26	13	29	4.04	1.45	848
"Yerry De Los Santos RP  NYY"	24.1	22	0	0	0	1	1	0	0	3	18	13	17	3.33	1.23	852
"Bruce Zimmermann RP  BAL "	13.1	7	0	0	0	2	0	0	0	0	14	0	17	4.72	1.27	857
"Chasen Shreve RP  TEX "	44.2	50	0	0	0	1	2	0	3	12	45	14	46	4.63	1.34	858
"Liam Hendriks RP  BOS "	5.0	5	0	0	0	2	0	1	0	0	3	1	4	5.40	1.00	859
"Dominic Leone RP  CHW "	54.0	51	0	0	0	1	3	1	0	3	54	28	49	4.67	1.43	862
"Darius Vines RP  ATL"	20.1	5	2	2	0	1	0	0	0	1	14	7	15	3.98	1.08	866
"Joe LaSorsa RP  WAS"	32.2	25	0	0	0	1	0	0	0	2	28	9	32	4.41	1.26	867
"Michael Rucker RP  PHI "	40.1	35	0	0	0	2	1	0	0	0	40	19	39	4.91	1.44	872
"Ty Adcock RP  SEA"	15.2	12	0	0	0	0	0	0	0	0	11	0	11	3.45	0.70	873
"Jimmy Herget RP  LAA"	29.0	29	1	0	0	2	4	0	2	6	26	8	33	4.66	1.41	875
"Peter Lambert RP  COL"	87.1	25	11	3	0	3	7	0	0	0	71	28	93	5.36	1.39	877
"Sammy Peralta RP  CHW"	20.0	16	0	0	0	2	0	0	0	0	18	11	19	4.05	1.50	878
"Chris Murphy RP  BOS"	47.2	20	0	0	0	1	2	1	0	0	49	17	50	4.91	1.41	880
"Jose Ferrer RP  WAS"	34.0	39	0	0	0	3	0	0	0	5	25	13	37	5.03	1.47	881
"Seth Martinez RP  HOU"	43.0	35	0	0	0	2	3	1	0	2	45	19	45	5.23	1.49	882
"Carl Edwards RP  CHC "	31.2	32	0	0	0	1	3	2	1	13	24	17	31	3.69	1.52	883
"Angel Felipe RP  OAK "	15.0	14	0	0	0	1	1	0	1	4	19	13	6	4.20	1.27	884
"Jovani Moran RP  MIN"	42.1	43	0	0	0	2	2	0	1	9	48	27	35	5.32	1.46	885
"Mason Thompson RP  WAS "	54.0	51	0	0	0	4	4	1	3	10	44	22	62	5.50	1.56	886
"Carson Fulmer RP  LAA "	10.0	3	1	0	0	1	1	0	0	0	6	4	6	2.70	1.00	887
"John King RP  STL"	37.1	35	0	0	0	2	1	0	2	12	20	10	45	3.62	1.47	890
"Davis Daniel RP  LAA"	12.1	3	0	0	0	1	1	0	0	0	9	9	7	2.19	1.30	891
"Ryan Weber RP  NYY"	14.1	8	0	0	0	1	0	1	0	1	7	1	17	3.14	1.26	895
"Dylan Lee RP  ATL "	23.2	24	1	0	0	1	0	0	0	6	24	8	24	4.18	1.35	896
"Joey Krehbiel RP  SEA"	5.0	6	0	0	0	1	0	0	0	0	5	2	2	1.80	0.80	899
"Michael Kelly RP  OAK"	16.2	14	0	0	0	1	0	0	0	0	16	9	13	3.78	1.32	904
"Adam Kolarek RP  LAA"	6.0	5	0	0	0	0	0	0	0	0	7	1	2	0.00	0.50	905
"Jose Urquidy SP  HOU"	63.0	16	10	2	0	3	3	1	0	0	45	25	65	5.29	1.43	906
"Nick Nelson RP  PHI"	5.1	1	0	0	0	1	0	0	0	0	3	2	2	1.69	0.75	908
"Brent Honeywell RP  PIT "	52.1	40	0	0	0	2	4	0	1	4	45	23	53	4.81	1.45	909
"Austin Cox RP  KC"	35.2	24	3	0	0	0	1	1	0	5	33	17	28	4.54	1.26	910
"Andrew Saalfrank RP  ARI"	10.1	10	0	0	0	0	0	0	0	3	6	4	7	0.00	1.06	913
"Taylor Clarke RP  MIL"	59.0	58	2	0	0	3	6	3	2	12	65	24	71	5.95	1.61	914
"Jonathan Loaisiga RP  NYY "	17.2	17	0	0	0	0	2	0	0	5	6	1	14	3.06	0.85	917
"Richard Lovelady RP  CHC "	23.1	27	0	0	0	0	3	0	2	4	24	10	15	4.63	1.07	918
"Mason Englert RP  DET "	56.0	31	1	0	0	4	3	0	2	2	41	17	67	5.46	1.50	919
"Hunter Stratton RP  PIT"	12.0	8	0	0	0	0	0	0	1	0	10	3	9	2.25	1.00	922
"Danny Young RP  NYM"	8.1	8	0	0	0	0	0	0	0	0	11	2	7	1.08	1.08	924
"Orion Kerkering RP  PHI"	3.0	3	0	0	0	1	0	0	0	1	6	2	2	0.00	1.33	925
"Yohan Ramirez RP  NYM"	38.1	31	0	0	0	1	0	0	0	3	35	17	39	4.23	1.46	928
"Jake Latz RP  TEX"	6.1	3	0	0	0	0	0	0	0	0	5	3	1	0.00	0.63	929
"Mauricio Llovera RP  SEA"	35.0	30	0	0	0	2	3	0	1	0	29	15	36	4.89	1.46	930
"Gavin Hollowell RP  COL"	33.2	26	0	0	0	2	0	1	0	3	32	18	30	5.88	1.43	932
"Alec Marsh SP  KC"	74.1	17	8	1	0	3	9	0	0	0	85	39	77	5.69	1.56	933
"Andre Pallante RP  STL"	68.0	62	0	0	0	4	1	0	3	14	43	30	76	4.76	1.56	936
"Jacob Lopez RP  TB"	12.1	4	1	0	0	1	0	1	0	0	8	2	14	4.38	1.30	939
"Jose Quijada RP  LAA "	9.0	10	0	0	0	0	1	4	1	5	8	3	8	6.00	1.22	940
"Luke Little RP  CHC"	6.2	7	0	0	0	0	0	0	0	0	12	4	5	0.00	1.35	941
"Sam Bachman RP  LAA "	17.0	11	0	0	0	1	2	1	0	2	14	11	17	3.18	1.65	942
"Grant Anderson RP  TEX"	35.2	26	0	0	0	2	1	0	2	5	30	14	38	5.05	1.46	943
"Jalen Beeks RP  COL"	42.1	30	8	0	0	2	3	1	0	2	47	21	42	5.95	1.49	946
"Jimmy Lambert RP  CHW"	37.2	35	1	0	0	2	3	1	0	3	41	20	41	5.26	1.62	947
"Packy Naughton RP  STL "	5.0	4	0	0	0	0	0	0	0	0	5	1	2	0.00	0.60	948
"John McMillon RP  KC "	4.0	4	0	0	0	0	0	0	0	0	8	0	1	2.25	0.25	949
"Elvin Rodriguez RP  TB"	3.1	1	0	0	0	0	0	0	0	0	5	0	0	0.00	0.00	950
"Ken Waldichuk SP  OAK "	141.0	35	22	4	0	4	9	1	0	0	132	71	149	5.36	1.56	952
"Nick Vespi RP  BAL "	14.2	9	0	0	0	1	0	0	0	0	9	2	16	4.29	1.23	956
"Luis Medina SP  OAK"	109.2	23	17	3	0	3	10	0	0	0	106	57	109	5.42	1.51	961
"Caleb Boushley RP  MIN "	2.1	1	0	0	0	1	0	0	1	0	5	2	1	3.86	1.29	962
"Matthew Liberatore SP  STL"	61.2	22	11	2	0	3	6	0	0	2	46	25	66	5.25	1.48	963
"Deivi Garcia RP  CHW"	15.0	8	0	0	0	0	1	1	0	0	10	12	9	2.40	1.40	965
"Joe Jacques RP  BOS"	26.2	23	1	0	0	2	1	1	0	0	20	10	32	5.06	1.57	966
"Trey Wingenter RP  DET"	17.0	17	0	0	0	1	0	0	0	0	22	7	16	5.82	1.35	968
"Dylan Covey RP  PHI"	43.0	29	1	0	0	1	3	0	2	1	30	17	48	3.77	1.51	971
"Tyson Miller RP  SEA"	15.1	10	0	0	0	1	0	0	0	0	10	6	13	4.70	1.24	974
"Sean Reid-Foley RP  NYM "	7.2	8	0	0	0	0	1	0	0	3	16	6	4	3.52	1.30	975
"Luis Frias RP  ARI"	31.0	29	0	0	0	1	0	0	1	1	26	17	30	4.06	1.52	976
"Tejay Antone RP  CIN "	5.2	5	1	0	0	0	0	0	0	1	7	2	3	1.59	0.88	977
"Bennett Sousa RP  HOU"	9.0	7	0	0	0	0	0	0	0	0	10	2	6	4.00	0.89	979
"Chris Paddack RP  MIN "	5.0	2	0	0	0	1	0	0	0	0	8	1	6	5.40	1.40	980
"Alek Jacob RP  SD "	3.0	3	0	0	0	0	0	0	0	0	5	1	0	0.00	0.33	982
"Brad Boxberger RP  CHC"	20.0	22	0	0	0	0	1	2	0	1	17	11	15	4.95	1.30	986
"Thomas Hatch RP  PIT"	28.2	18	2	0	0	1	1	0	0	3	26	12	33	4.08	1.57	987
"Luis Ortiz RP  PHI"	19.0	14	0	0	0	0	0	1	0	0	16	5	23	3.32	1.47	989
"Jimmy Yacabonis RP  NYM"	13.2	7	0	0	0	2	1	0	0	0	11	6	14	6.58	1.46	991
"Bryan Hoeing RP  MIA"	70.2	33	7	0	0	2	3	0	0	2	53	25	71	5.48	1.36	994
"Austin Warren RP  SF "	1.2	2	0	0	0	1	0	0	0	0	2	0	2	5.40	1.20	995
"Tyler Kinley RP  COL "	16.1	18	0	0	0	0	4	5	2	1	17	6	21	6.06	1.65	996
"Domingo Tapia RP  SD"	17.2	15	0	0	0	0	1	1	0	1	14	12	13	3.57	1.42	997
"J.B. Bukauskas RP  MIL "	7.0	6	0	0	0	0	0	0	1	0	7	3	6	1.29	1.29	998
"Nick Mears RP  COL"	19.1	16	0	0	0	0	1	0	0	1	21	14	14	3.72	1.45	1002
"Frankie Montas RP  CIN"	1.1	1	0	0	0	1	0	0	0	0	1	1	2	0.00	2.25	1003
"Braden Bristo RP  DET"	7.0	3	0	0	0	0	0	1	0	0	5	4	5	2.57	1.29	1004
"Kevin Herget RP  CIN"	24.1	14	0	0	0	1	2	1	0	0	13	6	26	5.18	1.32	1005
"Thyago Vieira RP  MIL"	3.0	2	0	0	0	0	1	0	0	0	2	1	0	0.00	0.33	1008
"Duane Underwood RP  NYY"	24.1	20	0	0	0	1	0	2	0	3	14	11	24	5.18	1.44	1009
"Daniel Hudson RP  LAD "	3.0	3	0	0	0	0	0	1	0	1	5	3	2	0.00	1.67	1013
"Eduard Bazardo RP  SEA "	16.0	12	0	0	0	0	0	0	0	0	15	4	15	4.50	1.19	1015
"Freddy Tarnok RP  OAK "	14.2	5	1	0	0	1	1	0	0	0	14	11	11	4.91	1.50	1017
"Tim Herrin RP  CLE"	27.2	23	0	0	0	1	1	0	1	1	32	12	29	5.53	1.48	1019
"Jose De Leon RP  MIN"	17.1	12	1	0	0	0	1	0	0	0	17	5	16	4.67	1.21	1020
"Kyle Hurt RP  LAD"	2.0	1	0	0	0	0	0	0	0	0	3	0	0	0.00	0.00	1021
"Zach Pop RP  TOR"	13.2	15	0	0	0	1	1	0	0	1	14	6	11	6.58	1.24	1023
"Edwin Uceta RP  TB"	3.0	1	0	0	0	0	0	0	0	0	3	2	0	0.00	0.67	1024
"Oliver Ortega RP  HOU "	14.2	10	0	0	0	0	1	0	0	1	14	7	11	4.29	1.23	1025
"Andrew Bellatti RP  PHI "	24.2	27	0	0	0	1	0	0	0	2	25	12	25	5.11	1.50	1027
"Greg Weissert RP  BOS"	20.0	17	0	0	0	0	0	0	0	2	22	8	21	4.05	1.45	1029
"Yoendrys Gomez RP  NYY"	2.0	1	0	0	0	0	0	0	0	0	4	0	1	0.00	0.50	1031
"Yunior Marte RP  PHI"	39.1	40	0	0	0	1	1	2	1	2	38	17	47	5.03	1.63	1034
"Matt Gage RP  LAD "	6.2	5	0	0	0	0	0	0	0	0	8	3	6	2.70	1.35	1036
"Jean-Carlos Mejia RP  MIL"	11.1	9	0	0	0	1	0	0	1	1	13	3	15	5.56	1.59	1037
"Joe Barlow RP  CHW"	9.2	13	0	0	0	1	1	0	0	0	6	2	13	4.66	1.55	1041
"Ryan Sherriff RP  BOS"	6.2	5	0	0	0	0	0	0	0	1	5	2	6	2.70	1.20	1045
"Cole Sands RP  MIN"	21.2	15	0	0	0	0	0	0	0	0	21	13	20	3.74	1.52	1047
"John Curtiss RP  COL "	19.2	15	0	0	0	0	0	0	1	2	16	8	17	4.58	1.27	1048
"Brooks Kriske RP  CIN"	6.2	4	0	0	0	0	0	0	0	0	6	4	3	4.05	1.05	1049
"Jackson Stephens RP  ATL "	12.0	5	0	0	0	0	0	0	0	0	11	5	13	3.00	1.50	1050
"Dennis Santana RP  NYY"	10.2	9	0	0	0	1	0	0	0	2	12	7	10	5.91	1.59	1051
"Alan Busenitz RP  CIN"	7.0	6	0	0	0	0	0	0	0	0	5	1	8	2.57	1.29	1053
"Amir Garrett RP  SF "	24.1	27	0	0	0	0	1	0	0	0	28	20	22	3.33	1.73	1054
"Ricky Karcher RP  ARI"	1.0	1	0	0	0	0	0	1	0	0	0	1	0	0.00	1.00	1056
"Shane Greene RP  TEX"	3.0	2	0	0	0	0	0	0	0	0	3	2	2	0.00	1.33	1058
"Tyler Cyr RP  LAD"	1.2	2	0	0	0	0	0	0	0	0	2	0	1	0.00	0.60	1059
"Ben Heller RP  PIT"	18.2	19	0	0	0	0	0	0	0	4	16	11	16	3.86	1.45	1060
"Josh Fleming RP  PIT "	51.2	12	3	0	0	2	0	0	0	0	25	19	56	4.70	1.45	1062
"Wander Suero RP  HOU"	8.0	5	0	0	0	1	0	0	0	0	9	5	6	7.88	1.38	1063
"Justin Bruihl RP  CIN"	28.0	27	0	0	0	1	0	0	0	1	22	11	28	5.46	1.39	1064
"Konnor Pilkington RP  ARI"	2.0	1	0	0	0	0	0	0	0	0	2	1	1	0.00	1.00	1066
"Vinny Nittoli RP  OAK"	3.2	3	0	0	0	0	0	0	0	0	3	0	4	2.45	1.09	1067
"Jordan Balazovic RP  MIN "	24.1	18	0	0	0	1	0	0	0	2	17	12	26	4.44	1.56	1068
"Tyler Duffey RP  KC"	2.0	1	0	0	0	0	0	0	0	0	3	0	1	4.50	0.50	1070
"Kirby Snead RP  SEA"	11.2	15	0	0	0	1	2	0	2	7	9	6	14	4.63	1.71	1071
"Heath Hembree RP  SEA "	1.1	1	0	0	0	0	0	0	0	0	2	1	0	0.00	0.75	1072
"Nick Wittgren RP  SEA"	29.0	27	0	0	0	1	0	0	1	2	18	11	30	4.97	1.41	1076
"Geoff Hartlieb RP  COL"	4.0	2	0	0	0	0	0	0	0	0	3	3	2	2.25	1.25	1078
"Adrian Martinez RP  OAK"	55.0	22	1	0	0	0	2	0	0	0	47	19	59	4.75	1.42	1079
"Osvaldo Bido SP  OAK"	50.2	16	9	1	0	2	5	0	0	0	48	21	55	5.86	1.50	1081
"Guillermo Zuniga RP  LAA "	2.0	2	0	0	0	0	0	0	0	0	4	0	2	4.50	1.00	1083
"Colten Brewer RP  CHC"	8.1	3	0	0	0	0	0	0	0	0	4	3	6	4.32	1.08	1084
"Tony Santillan RP  CIN"	3.1	3	0	0	0	1	0	0	0	0	1	5	4	2.70	2.70	1086
"Ben Joyce RP  LAA"	10.0	12	0	0	0	1	1	0	0	4	10	9	9	5.40	1.80	1087
"Ryder Ryan RP  PIT"	1.0	1	0	0	0	0	0	0	0	0	2	1	0	0.00	1.00	1089
"Blair Calvo RP  DET"	1.0	1	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1090
"Austin Voth RP  SEA "	34.2	25	0	0	0	1	2	0	1	4	34	15	39	5.19	1.56	1091
"Daysbel Hernandez RP  ATL"	3.2	4	0	0	0	1	0	0	0	0	6	3	6	7.36	2.45	1092
"Jonathan Hernandez RP  TEX "	31.2	33	0	0	0	1	2	0	3	10	34	15	35	5.40	1.58	1093
"Austin Adams RP  NYM "	17.1	24	0	0	0	0	1	0	1	7	22	8	16	5.71	1.38	1096
"Prelander Berroa RP  CHW "	1.2	2	0	0	0	0	0	0	0	1	3	3	0	0.00	1.80	1097
"Michael Grove SP  LAD"	69.0	18	12	0	0	2	3	0	0	1	73	19	83	6.13	1.48	1098
"Francisco Perez RP  OAK "	16.2	17	1	0	0	1	2	0	1	0	14	8	17	5.94	1.50	1101
"Anthony Bass RP  TOR"	20.0	22	0	0	0	0	0	0	0	1	19	9	19	4.95	1.40	1104
"Josh Staumont RP  MIN "	20.0	21	1	0	0	0	0	0	0	1	24	13	16	5.40	1.45	1107
"Matt Festa RP  SD "	9.0	8	0	0	0	0	0	0	0	1	13	12	4	4.00	1.78	1108
"Anthony Veneziano RP  KC"	2.1	2	0	0	0	0	0	0	0	0	1	2	2	0.00	1.71	1109
"Silvino Bracho RP  CIN"	7.1	5	0	0	0	0	0	0	0	0	6	6	5	3.68	1.50	1110
"Jose Espada RP  SD"	1.0	1	0	0	0	0	0	0	0	0	2	2	0	0.00	2.00	1111
"Chris Vallimont RP  CLE"	0.2	1	0	0	0	0	0	0	0	0	1	0	1	0.00	1.50	1115
"Ryan Tepera RP  STL"	10.2	12	0	0	0	2	2	0	2	4	11	4	18	7.59	2.06	1117
"Hagen Danner RP  TOR"	0.1	1	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1118
"Tanner Rainey RP  WAS"	1.0	1	0	0	0	0	0	0	0	0	1	1	1	0.00	2.00	1122
"Richard Bleier RP  WAS "	30.2	27	0	0	0	1	0	0	0	2	16	5	37	5.28	1.37	1123
"Matt Barnes RP  MIA "	21.1	24	1	0	0	1	0	0	1	3	20	10	25	5.48	1.64	1127
"Fernando Abad RP  COL"	6.1	6	0	0	0	1	0	0	0	0	2	3	11	4.26	2.21	1128
"Tyler Gilbert RP  CIN"	17.1	11	0	0	0	0	2	0	1	0	19	5	21	5.19	1.50	1129
"Darren McCaughan RP  MIA "	5.0	3	0	0	0	0	0	0	0	0	10	3	7	5.40	2.00	1134
"Michael Mariot RP  CIN"	2.2	1	0	0	0	0	0	0	0	0	2	1	4	3.38	1.88	1136
"Kaleb Ort RP  BAL "	23.0	21	2	0	0	1	2	0	0	1	24	9	27	6.26	1.57	1138
"Jose Lopez RP  TB"	2.0	1	0	0	0	0	0	0	0	0	2	1	3	4.50	2.00	1140
"Jeff Lindgren RP  MIA"	7.0	3	0	0	0	0	0	0	0	0	1	4	4	5.14	1.14	1141
"Reed Garrett RP  NYM"	19.2	11	0	0	0	1	0	0	0	0	16	7	22	6.41	1.47	1142
"Zack Kelly RP  BOS"	9.1	8	0	0	0	0	0	0	0	0	6	8	7	3.86	1.61	1143
"Wil Crowe RP  PIT"	9.2	5	0	0	0	0	1	1	1	0	9	9	9	4.66	1.86	1146
"Anthony Misiewicz RP  NYY"	11.0	11	0	0	0	2	0	0	1	1	8	6	17	7.36	2.09	1148
"Randy Wynne RP  CIN"	2.1	1	0	0	0	0	1	0	0	0	0	1	3	3.86	1.71	1149
"Keegan Akin RP  BAL"	23.2	24	1	0	0	2	2	0	0	3	27	7	35	6.84	1.77	1150
"Alex Claudio RP  MIL"	0.1	1	0	0	0	0	0	0	0	0	0	0	2	0.00	6.00	1152
"Carlos Vargas RP  SEA"	4.2	5	0	0	0	0	0	0	0	0	7	4	5	5.79	1.93	1154
"Alex Colome RP  CHW"	3.0	4	0	0	0	0	1	0	1	0	2	3	2	6.00	1.67	1155
"Ross Stripling SP  OAK "	89.0	22	11	2	0	0	5	0	0	0	70	16	104	5.36	1.35	1159
"Brenan Hanifee RP  DET"	5.0	3	0	0	0	0	0	0	0	0	3	0	8	5.40	1.60	1160
"Steven Cruz RP  KC"	12.2	10	4	0	0	0	0	0	0	0	15	11	11	4.97	1.74	1161
"Maximo Castillo RP  PHI "	20.1	7	0	0	0	0	1	0	0	0	10	9	20	4.43	1.43	1162
"Chad Smith RP  NYM"	13.2	10	0	0	0	1	2	0	0	0	9	7	15	6.58	1.61	1164
"Thomas Pannone RP  CHC"	2.2	1	0	0	0	0	0	0	0	1	4	1	5	6.75	2.25	1165
"T.J. McFarland RP  LAD "	1.2	3	0	0	0	0	1	0	0	0	2	1	4	5.40	3.00	1170
"Cole Sulser RP  NYM"	5.1	4	0	0	0	0	0	0	0	0	4	3	5	6.75	1.50	1171
"Rob Zastryzny RP  MIL"	20.2	21	1	0	0	1	0	0	1	2	15	13	24	4.79	1.79	1172
"Parker Mushinski RP  HOU"	14.2	14	0	0	0	0	0	0	0	1	15	4	19	5.52	1.57	1173
"Lane Ramsey RP  CHW "	20.0	21	0	0	0	1	0	0	0	3	18	9	25	5.85	1.70	1174
"Juan Then RP  CHW "	11.0	9	0	0	0	0	0	0	0	0	5	2	14	4.91	1.45	1175
"Kelvin Caceres RP  LAA"	1.1	2	0	0	0	0	0	0	0	0	1	2	2	6.75	3.00	1176
"Casey Legumina RP  CIN"	12.2	11	0	0	0	1	0	0	0	1	11	9	16	5.68	1.97	1181
"Jose Rodriguez RP  SEA"	3.0	1	0	0	0	0	0	0	0	0	1	1	3	9.00	1.33	1182
"Victor Vodnik RP  COL"	8.2	6	0	0	0	1	0	0	0	0	12	3	15	8.31	2.08	1184
"Ian Kennedy RP  TEX"	16.1	16	0	0	0	0	1	0	1	0	21	7	16	7.16	1.41	1185
"Jorge Alcala RP  MIN"	17.1	11	0	0	0	0	1	0	1	2	16	10	14	6.23	1.38	1186
"Brett Kennedy RP  CIN"	18.0	5	2	0	0	1	0	0	0	0	9	7	19	6.50	1.44	1187
"Sean Hjelle RP  SF "	29.0	15	0	0	0	2	1	0	1	0	31	13	38	6.52	1.76	1188
"Luis Patino RP  SD "	21.2	9	1	0	0	0	1	0	0	0	18	14	21	4.57	1.62	1190
"Nicholas Padilla RP  CHW"	4.2	3	0	0	0	0	1	0	0	0	6	1	9	5.79	2.14	1191
"Garrett Crochet RP  CHW "	12.2	13	0	0	0	0	2	0	1	0	12	13	12	3.55	1.97	1193
"Nick Burdi RP  NYY"	3.0	3	0	0	0	0	0	0	0	0	4	3	3	9.00	2.00	1194
"Lucas Luetge RP  BOS "	13.2	12	0	0	0	1	0	0	1	0	14	7	17	7.24	1.76	1195
"Cooper Criswell RP  BOS "	33.0	10	0	0	0	1	1	0	0	0	27	11	40	5.73	1.55	1199
"Edgar Navarro RP  CHW "	8.2	8	0	0	0	0	0	0	0	0	9	2	11	7.27	1.50	1202
"Spencer Patton RP  OAK"	12.1	12	0	0	0	0	0	0	0	3	7	6	13	5.11	1.54	1203
"Trevor Kelley RP  TB "	15.1	10	3	0	0	0	1	0	0	1	11	6	16	5.87	1.43	1207
"Shawn Dubin RP  HOU"	9.0	3	1	0	0	0	0	0	0	0	11	3	12	7.00	1.67	1210
"Diego Castillo RP  TEX"	8.2	8	0	0	0	0	0	0	0	1	7	7	7	6.23	1.62	1211
"Zach Logue RP  ATL"	11.0	3	0	0	0	0	0	0	0	0	10	2	13	7.36	1.36	1212
"Joely Rodriguez RP  BOS "	11.0	11	0	0	0	0	0	0	0	0	14	6	13	6.54	1.73	1217
"Chi Chi Gonzalez RP  MIA"	3.2	3	0	0	0	0	0	0	0	0	3	1	7	7.36	2.18	1221
"Matt Carasiti RP  COL "	24.1	16	0	0	0	1	0	1	0	3	16	11	28	6.29	1.60	1222
"Jose Ruiz RP  PHI"	44.1	38	1	0	0	2	1	0	2	1	39	21	52	5.89	1.65	1225
"Josh Taylor RP  KC "	17.2	17	1	0	0	1	3	0	0	0	26	9	22	8.15	1.75	1228
"Riley Pint RP  COL"	0.1	1	0	0	0	0	0	0	0	0	0	3	1	27.00	12.00	1232
"Hector Perez RP  TB"	0.1	1	0	0	0	0	0	0	0	0	0	1	3	27.00	12.00	1232
"Reyes Moronta RP  LAA"	1.1	2	0	0	0	0	0	0	0	0	2	3	4	6.75	5.25	1234
"Anthony Kay RP  NYM"	14.2	16	0	0	0	0	0	0	1	0	11	9	13	6.14	1.50	1236
"Nick Hernandez RP  SD "	3.0	2	0	0	0	0	0	0	0	0	5	4	3	12.00	2.33	1239
"Matt Bowman RP  MIN "	4.0	3	0	0	0	0	0	0	0	1	3	2	6	9.00	2.00	1244
"Jaime Barria RP  CLE"	82.1	34	6	0	0	2	6	0	2	2	62	30	91	5.68	1.47	1245
"Daniel Norris RP  CLE"	12.2	7	0	0	0	0	0	0	0	0	11	12	10	5.68	1.74	1246
"Owen White RP  TEX"	4.0	2	0	0	0	0	1	0	0	0	4	2	5	11.25	1.75	1247
"Brandon Hughes RP  ARI "	13.2	17	0	0	0	0	3	0	1	1	17	8	14	7.24	1.61	1248
"Victor Mederos RP  LAA"	3.0	3	0	0	0	0	0	0	0	0	3	3	5	9.00	2.67	1250
"Jon Heasley RP  BAL"	15.0	12	0	0	0	0	0	0	0	1	9	2	17	7.20	1.27	1256
"Jacob Barnes RP  WAS "	13.2	13	0	0	0	0	1	0	0	0	8	3	18	5.93	1.54	1257
"Anthony Banda RP  CLE "	7.0	10	0	0	0	0	0	0	0	0	6	5	9	6.43	2.00	1258
"Alex Speas RP  CHW"	2.0	3	0	0	0	0	2	0	0	1	4	5	2	13.50	3.50	1264
"Reiver Sanmartin RP  CIN"	14.0	14	0	0	0	1	0	0	0	1	13	10	17	7.07	1.93	1265
"Zack Burdi RP  LAD"	4.0	3	0	0	0	0	0	0	0	0	5	2	6	11.25	2.00	1266
"Cody Morris RP  NYY"	8.0	6	0	0	0	0	0	0	0	1	9	6	10	6.75	2.00	1268
"Ethan Small RP  SF "	4.0	2	0	0	0	0	0	1	0	0	6	2	9	11.25	2.75	1270
"Spencer Howard RP  SF "	3.1	3	0	0	0	0	0	0	0	0	2	3	4	10.80	2.10	1271
"Alec Mills RP  CIN"	1.0	1	0	0	0	0	0	0	0	0	0	1	4	18.00	5.00	1273
"Zach Muckenhirn RP  SEA"	6.0	3	0	0	0	0	0	0	0	0	3	2	11	6.00	2.17	1276
"Gerardo Reyes RP  OAK"	9.2	8	0	0	0	0	0	0	0	0	10	6	11	7.45	1.76	1279
"Simeon Woods Richardson RP  MIN"	4.2	1	0	0	0	0	0	0	0	0	5	3	7	9.64	2.14	1281
"Tucker Davidson RP  BAL"	51.1	38	1	0	0	1	2	2	0	2	46	19	64	5.96	1.62	1282
"Jake Cousins RP  CHW"	9.1	9	0	0	0	0	0	0	0	0	7	10	10	4.82	2.14	1285
"Stephen Nogosek RP  WAS "	25.2	13	0	0	0	0	1	0	0	0	25	14	28	5.61	1.64	1286
"Casey Lawrence RP  SEA "	27.1	15	0	0	0	1	0	0	0	4	20	10	32	6.58	1.54	1288
"Zach Neal RP  OAK"	27.0	14	2	0	0	1	1	0	0	0	25	14	30	6.67	1.63	1293
"Jackson Kowar RP  SEA"	28.0	23	0	0	0	2	0	0	0	0	29	20	34	6.43	1.93	1294
"Devin Sweet RP  DET "	8.2	7	0	0	0	1	0	0	0	0	6	6	10	10.38	1.85	1295
"Eduardo Salazar RP  LAD"	12.1	8	0	0	0	1	0	0	0	0	5	5	16	8.03	1.70	1297
"Jeurys Familia RP  OAK"	12.2	14	0	0	0	0	1	2	2	1	9	13	13	6.39	2.05	1300
"Bryan Hudson RP  MIL"	8.2	6	0	0	0	0	0	0	0	0	7	4	12	7.27	1.85	1301
"Kolton Ingram RP  DET "	5.1	5	0	0	0	0	0	0	0	0	7	5	8	8.44	2.44	1302
"Tommy Hunter RP  NYM"	23.2	14	0	0	0	0	1	0	0	1	20	5	28	6.84	1.39	1303
"Easton Lucas RP  OAK"	6.2	6	0	0	0	0	0	0	0	0	7	4	10	8.10	2.10	1304
"Logan Gillaspie RP  SD"	9.0	11	0	0	0	0	1	0	2	2	8	5	14	6.00	2.11	1306
"Joshua Walker RP  NYM"	10.0	14	0	0	0	0	1	0	0	1	12	6	12	8.10	1.80	1307
