All First Basemen 2011 MLB Standard Stats																		
Player	Action	Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank
Colamarino, Brant 1B TOR	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3231
Strieby, Ryan 1B DET	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3239
Bates, Aaron 1B MIN	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3247
Cota, Jesus 1B ARI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3251
Kindel, Jeff 1B COL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3268
Anderson, Leslie 1B TB	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3279
Wabick, David 1B NYM	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3296
Stokes, Jason F. 1B DET	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3304
Jimenez, Luis 1B WAS	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3319
Fleisher, Mark 1B BAL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3341
Clark, Howie R. 1B TOR	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3373
Koonce, Graham 1B KC	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3381
Bear, Ryan 1B MIA	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3426
Widlansky, Robert 1B BAL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3427
Aliotti, Anthony 1B OAK	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3455
Durham, Miles 1B PIT	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3458
Dopirak, Brian 1B HOU	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3470
Hunt, Kelly 1B DET	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3505
Brito, Javier 1B ARI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3532
Lutz, Donald 1B CIN	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3554
Calfee, Brenton 1B LAD	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3576
Hague, Matt 1B PIT 	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3613
Bankston, Wes 1B TEX	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3629
Davenport, Ron 1B TOR	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3646
Bruce, Cole 1B LAD	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3654
Adams, Matthew 1B STL 	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3776
Gemoll, Brandon 1B MIL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3798
Murphy, James 1B PHI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3799
Sakamoto, Kent 1B PIT	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3804
Abreu, Michel 1B NYM	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3834
Loman, Seth 1B CHW	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3845
Jackson, Steve 1B OAK	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3873
Ridling, Rebel 1B CHC 	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3881
Myrow, Brian 1B PIT	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3896
Lopez, Baltazar 1B ARI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3899
Kaaihue, Kala 1B ATL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3922
Lis, Erik 1B MIN	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3929
Santos, Chad 1B SF	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3939
Burnham, Gary 1B PHI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3941
Magness, Pat 1B BOS	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	3999
Ruf, Darin 1B PHI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4003
Brown, Tim 1B BAL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4007
Garko, Ryan 1B TEX	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4035
Johnson, Michael 1B SD	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4050
Kelley, Casey 1B SD	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4081
Bour, Justin 1B CHC	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4090
Martinez, Gabriel 1B TB	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4093
Morrison, Erik 1B TEX	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4127
Waring, Brandon 1B BAL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4132
Sain, Greg 1B SD	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4139
Jacobs, Mike 1B COL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4143
Jurries, James 1B ATL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4148
Everidge, Tommy 1B OAK	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4167
Wrigley, Henry 1B TB	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4178
Garcia, Alberto 1B CHC	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4191
Mailman, David 1B BOS	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4204
Whitesell, Josh 1B WAS	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4227
Baird, Dillon 1B LAA	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4302
Morales, Kendrys 1B LAA 	-	Evil Empire	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4308
Freiman, Nathan 1B SD	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4325
Tracy, Chad 1B COL 	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4331
Tracy, Mark 1B COL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4332
Caseres, Steven 1B LAD	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4367
Moore, Tyler 1B WAS	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4393
Bozied, Tagg 1B PHI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4405
Witter, Adam 1B SF	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4416
Atkins, Garrett 1B PIT	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4463
Bishop, Rawley 1B DET	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4474
Overbeck, Cody 1B PHI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4487
Barker, Kevin 1B WAS	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4496
Chiaravolloti, Vito 1B TOR	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4518
Frostad, Emerson 1B TEX	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4520
Sheridan, Michael 1B TB	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4531
Anderson, Calvin 1B PIT	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4532
Ruiz, Jose 1B TEX	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4598
Zoccolillo, Pete 1B STL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4605
Hughes, Rhyne 1B BAL	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4628
Cooper, Craig 1B SD	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4642
Gutierrez, Jesse 1B CIN	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4648
Larish, Jeff 1B PHI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4650
Ori, Mark 1B HOU	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4653
Gallagher, Jim 1B CHW	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4690
Rea, Brad 1B PIT	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4733
Delgado, Carlos 1B BOS	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4736
Harper, Brett 1B OAK	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4745
Padron, Jorge 1B BOS	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4758
Tejeda, Juan 1B PHI	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4767
Parker, Stephen 1B OAK	-	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	4782
