STARTING PITCHERS
Jarrett Santos, SP, $1.00, (R) $10.00
Sandy Nin, SP, $1.00, (R) $10.00
Willie Glen, SP, $1.00, (R) $10.00
Kelyn Acosta, SP, $1.00, (R) $10.00
Forrest Snow, SP, $1.00, (R) $10.00
Matt Klinker, SP, $1.00, (R) $10.00
Kyle Bloom, SP, $1.00, (R) $10.00
Archie Bradley, SP, $1.00, (R) $10.00
Kyle Ginley, SP, $1.00, (R) $10.00
Will Savage, SP, $1.00, (R) $10.00
Adam Harben, SP, $1.00, (R) $10.00
Danny Gutierrez, SP, $1.00, (R) $10.00
Jesse Foppert, SP, $1.00, (R) $10.00
Charlie Leesman, SP, $1.00, (R) $10.00
Yoslan Herrera, SP, $1.00, (R) $10.00
Jon Leicester, SP, $1.00, (R) $10.00
Drew Naylor, SP, $1.00, (R) $10.00
Josh M. Perrault, SP, $1.00, (R) $10.00
Matt Kinney, SP, $1.00, (R) $10.00
Randy Keisler, SP, $1.00, (R) $10.00
Taijuan Walker, SP, $1.00, (R) $10.00
Marwin Vega, SP, $1.00, (R) $10.00
Brandon Duckworth, SP, $1.00, (R) $10.00
Jameson Taillon, SP, $1.00, (R) $10.00
Chaz Roe, SP, $1.00, (R) $10.00
Stephen Fife, SP, $1.00, (R) $10.00
Deck McGuire, SP, $1.00, (R) $10.00
Jarred Cosart, SP, $1.00, (R) $10.00
Gaby Hernandez, SP, $1.00, (R) $10.00
Joseph Wieland, SP, $1.00, (R) $10.00
Adam C. Pettyjohn, SP, $1.00, (R) $10.00
Tyrell Jenkins, SP, $1.00, (R) $10.00
Josh Rainwater, SP, $1.00, (R) $10.00
Luke Hudson, SP, $1.00, (R) $10.00
Oscar Rivera, SP, $1.00, (R) $10.00
Fabio Martinez, SP, $1.00, (R) $10.00
Simon Castro, SP, $1.00, (R) $10.00
Justin Jones, SP, $1.00, (R) $10.00
Bryan Morris, SP, $1.00, (R) $10.00
Elisaul Pimentel, SP, $1.00, (R) $10.00
Rey Gonzalez, SP, $1.00, (R) $10.00
Craig Clark, SP, $1.00, (R) $10.00
Ariel Pena, SP, $1.00, (R) $10.00
Kevin Matthews, SP, $1.00, (R) $10.00
Justin Orenduff, SP, $1.00, (R) $10.00
Ross Seaton, SP, $1.00, (R) $10.00
Jeremy Hefner, SP, $1.00, (R) $10.00
Mark Mulder, SP, $1.00, (R) $10.00
Jason Stanford, SP, $1.00, (R) $10.00
Craig Anderson, SP, $1.00, (R) $10.00
Mike Foltynewicz, SP, $1.00, (R) $10.00
Jacob Marceaux, SP, $1.00, (R) $10.00
Clayton Tanner, SP, $1.00, (R) $10.00
Eude Brito, SP, $1.00, (R) $10.00
Alan Horne, SP, $1.00, (R) $10.00
Juan Jaime, SP, $1.00, (R) $10.00
Erik Cordier, SP, $1.00, (R) $10.00
Scott Carroll, SP, $1.00, (R) $10.00
Matt Purke, SP, $1.00, (R) $10.00
Kasey Kiker, SP, $1.00, (R) $10.00
Ken Kadokura, SP, $1.00, (R) $10.00
Tyler Lumsden, SP, $1.00, (R) $10.00
Aaron Miller, SP, $1.00, (R) $10.00
Wade Townsend, SP, $1.00, (R) $10.00
Jason Hirsh, SP, $1.00, (R) $10.00
Bradley Holt, SP, $1.00, (R) $10.00
Brandon Knight, SP, $1.00, (R) $10.00
Tony Armas, SP, $1.00, (R) $10.00
Peter Tago, SP, $1.00, (R) $10.00
Cory Morris, SP, $1.00, (R) $10.00
Polin Trinidad, SP, $1.00, (R) $10.00
Alex Periard, SP, $1.00, (R) $10.00
David Holmberg, SP, $1.00, (R) $10.00
Brian Finch, SP, $1.00, (R) $10.00
Randy Leek, SP, $1.00, (R) $10.00
Santo Luis, SP, $1.00, (R) $10.00
Eric Arnett, SP, $1.00, (R) $10.00
Mark Prior, SP, $1.00, (R) $10.00
Phil Seibel, SP, $1.00, (R) $10.00
Giovanni Soto, SP, $1.00, (R) $10.00
Ryan Edell, SP, $1.00, (R) $10.00
Rob Rasmussen, SP, $1.00, (R) $10.00
Scott Tyler, SP, $1.00, (R) $10.00
Jacob Rasner, SP, $1.00, (R) $10.00
Luis Cota, SP, $1.00, (R) $10.00
Kyle Lotzkar, SP, $1.00, (R) $10.00
Jose Ortegano, SP, $1.00, (R) $10.00
Jason Knapp, SP, $1.00, (R) $10.00
Rich Dorman, SP, $1.00, (R) $10.00
Cole DeVries, SP, $1.00, (R) $10.00
Jairo Cuevas, SP, $1.00, (R) $10.00
Timothy Melville, SP, $1.00, (R) $10.00
Keyvius Sampson, SP, $1.00, (R) $10.00
Anastacio Martinez, SP, $1.00, (R) $10.00
J.C. Ramirez, SP, $1.00, (R) $10.00
Ricardo Rodriguez, SP, $1.00, (R) $10.00
