All Outfielders 3 Year Averages MLB Standard Stats
Player,Team	AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank	
"Avery, Xavier CF BAL"	Free Agent	94	14	21	13	6	1	1	6	11	23	6	3	0.2234	0.3048	0.3404	815
"Moore, Scott 3B OAK"	Free Agent	96	10	23	15	4	0	4	12	8	25	1	0	0.2396	0.3084	0.4062	825
"Petersen, Bryan RF MIA"	Free Agent	156	16	34	24	7	2	1	10	17	38	5	1	0.2179	0.3011	0.3077	833
"Cowgill, Collin RF NYM "	Free Agent	98	9	25	22	2	0	1	9	10	28	4	3	0.2551	0.3241	0.3061	839
"Blanks, Kyle RF SD "	Free Agent	92	12	19	11	4	1	3	14	11	33	1	0	0.2065	0.3019	0.3696	849
"McCoy, Mike CF TOR "	Free Agent	110	15	21	16	4	0	1	7	12	22	6	1	0.1909	0.2705	0.2545	856
"Repko, Jason CF BOS"	Free Agent	90	13	20	15	3	0	2	7	6	27	3	1	0.2222	0.2857	0.3222	859
"Ruf, Darin LF PHI "	Free Agent	33	4	11	5	2	1	3	10	2	12	0	0	0.3333	0.3514	0.7273	868
"Baxter, Mike RF NYM "	Free Agent	74	11	19	12	5	1	1	7	10	19	2	1	0.2568	0.3563	0.3919	873
"Pridie, Jason LF BAL"	Free Agent	73	10	17	10	4	1	2	8	8	21	2	0	0.2329	0.3086	0.3973	876
"Hermida, Jeremy RF CLE"	Free Agent	101	9	22	13	5	1	3	13	9	30	1	0	0.2178	0.2818	0.3762	879
"Martinez, Michael 2B PHI"	Free Agent	162	18	30	23	4	1	2	16	12	28	2	0	0.1852	0.2400	0.2593	881
"Liddi, Alex 3B SEA "	Free Agent	78	8	18	11	4	0	3	8	6	33	2	0	0.2308	0.2857	0.3974	882
"Michaels, Jason LF WAS"	Free Agent	114	11	26	15	8	0	3	12	8	20	0	0	0.2281	0.2903	0.3772	886
"Pearce, Steve LF BAL"	Free Agent	94	9	22	15	4	1	2	14	11	23	0	1	0.2340	0.3119	0.3617	891
"Dickerson, Chris LF BAL"	Free Agent	54	8	12	9	1	1	1	6	4	19	4	0	0.2222	0.2712	0.3333	901
"Cunningham, Aaron RF TEX"	Free Agent	106	11	24	14	7	1	2	10	8	23	1	2	0.2264	0.2845	0.3679	908
"Danks, Jordan CF CHW "	Free Agent	67	12	15	13	1	0	1	4	6	16	3	1	0.2239	0.2800	0.2836	910
"Pollock, A.J. CF ARI"	Free Agent	81	8	20	13	4	1	2	8	9	11	1	2	0.2469	0.3152	0.3951	920
"Robinson, Trayvon CF BAL "	Free Agent	96	9	21	14	5	0	2	9	7	35	2	1	0.2188	0.2718	0.3333	924
"Sutton, Drew LF BOS"	Free Agent	72	9	19	11	7	0	1	9	4	23	0	0	0.2639	0.3117	0.4028	928
"Gross, Gabe RF SEA"	Free Agent	74	9	18	14	4	0	0	8	6	13	2	0	0.2432	0.2963	0.2973	951
"Mather, Joe LF PHI"	Free Agent	120	10	25	17	6	0	2	10	7	27	2	1	0.2083	0.2500	0.3083	955
"Angle, Matt LF LAD"	Free Agent	40	6	7	5	2	0	0	4	6	6	6	0	0.1750	0.2826	0.2250	956
"Peguero, Carlos RF SEA"	Free Agent	100	8	19	11	2	2	4	13	4	41	0	0	0.1900	0.2358	0.3700	958
"Tosoni, Rene RF MIN"	Free Agent	86	10	18	12	4	0	2	11	7	21	0	1	0.2093	0.2842	0.3256	962
"Brown, Andrew RF NYM"	Free Agent	67	8	15	9	4	0	2	7	6	21	1	1	0.2239	0.2838	0.3731	965
"Gibbons, Jay LF MIL"	Free Agent	43	5	12	9	1	0	2	7	3	9	0	0	0.2791	0.3191	0.4419	968
"Young, Delwyn RF CHW"	Free Agent	64	7	15	9	4	0	2	9	4	17	0	0	0.2344	0.2794	0.3906	969
"Sappelt, Dave CF CHC"	Free Agent	88	11	22	14	7	0	1	6	7	13	0	0	0.2500	0.3053	0.3636	974
"Buck, Travis RF SD"	Free Agent	88	10	19	12	6	0	1	9	6	21	1	0	0.2159	0.2737	0.3182	976
"Bixler, Brian LF NYM"	Free Agent	86	10	17	11	4	1	1	4	7	28	4	2	0.1977	0.2581	0.3023	977
"Sierra, Moises LF TOR"	Free Agent	74	7	16	11	2	0	3	8	4	22	0	0	0.2162	0.2658	0.3649	986
"McBride, Matt LF COL"	Free Agent	78	8	16	12	2	0	2	11	1	17	0	0	0.2051	0.2222	0.3077	987
"Jackson, Brett CF CHC"	Free Agent	120	14	21	10	6	1	4	9	22	59	0	3	0.1750	0.3028	0.3417	991
"Carter, Chris LF TB"	Free Agent	56	5	15	11	3	0	1	8	4	6	0	1	0.2679	0.3167	0.3750	999
"Canzler, Russ LF BAL"	Free Agent	48	4	13	9	2	0	2	6	2	12	0	0	0.2708	0.3000	0.4375	1004
"Pill, Brett 1B SF "	Free Agent	52	6	12	7	2	1	2	7	3	9	0	0	0.2308	0.2857	0.4231	1006
"DeRosa, Mark LF TOR"	Free Agent	88	10	19	16	3	0	0	9	10	17	1	1	0.2159	0.3000	0.2500	1010
"Thompson, Rich RF TB"	Free Agent	22	5	2	2	0	0	0	1	0	5	6	2	0.0909	0.1667	0.0909	1011
"Garcia, Avisail CF DET "	Free Agent	47	7	15	15	0	0	0	3	3	10	0	2	0.3191	0.3725	0.3191	1018
"Rottino, Vinny LF CLE"	Free Agent	36	6	6	3	1	0	2	4	4	10	2	0	0.1667	0.2500	0.3611	1021
"Church, Ryan RF ARI"	Free Agent	73	8	15	8	5	0	2	8	5	22	0	0	0.2055	0.2658	0.3562	1022
"Martinez, Fernando CF HOU"	Free Agent	53	5	12	7	3	0	2	6	3	15	0	1	0.2264	0.2881	0.3962	1049
"Robinson, Shane CF STL"	Free Agent	58	7	14	10	3	0	1	5	5	11	0	0	0.2414	0.3016	0.3448	1055
"Snyder, Brandon 1B TEX"	Free Agent	33	5	9	6	2	0	1	4	2	11	0	0	0.2727	0.3143	0.4242	1060
"Ryal, Rusty LF ATL"	Free Agent	69	6	18	15	2	0	1	4	3	22	0	1	0.2609	0.3108	0.3333	1061
"Salazar, Oscar LF SD"	Free Agent	44	6	10	8	1	0	1	6	5	8	0	1	0.2273	0.3061	0.3182	1062
"Bowker, John LF PHI"	Free Agent	60	5	12	7	3	0	2	8	5	15	0	1	0.2000	0.2576	0.3500	1069
"Ford, Lew LF BAL"	Free Agent	71	7	13	7	3	0	3	4	7	13	1	0	0.1831	0.2564	0.3521	1071
"Hernandez, Gorkys CF MIA"	Free Agent	52	6	10	7	1	1	1	4	4	14	2	1	0.1923	0.2632	0.3077	1073
"Langerhans, Ryan LF TOR"	Free Agent	53	7	10	7	1	0	2	3	12	25	1	1	0.1887	0.3385	0.3208	1080
"Oeltjen, Trent RF LAA"	Free Agent	31	5	6	3	1	1	1	2	6	13	2	0	0.1935	0.3333	0.3871	1083
"Willits, Reggie LF LAA"	Free Agent	60	8	14	11	3	0	0	3	8	11	1	1	0.2333	0.3235	0.2833	1088
"Barnes, Brandon CF HOU"	Free Agent	98	8	20	16	3	0	1	7	5	29	1	1	0.2041	0.2500	0.2653	1091
"Gillespie, Cole LF SF"	Free Agent	37	4	9	5	3	0	1	5	3	10	0	0	0.2432	0.3000	0.4054	1099
"Martin, Leonys OF TEX "	Free Agent	27	4	6	2	3	1	0	3	2	6	2	0	0.2222	0.2759	0.4074	1102
"Perez, Eury CF WAS"	Free Agent	5	3	1	1	0	0	0	0	0	0	3	0	0.2000	0.2000	0.2000	1106
"Ford, Darren CF PIT"	Free Agent	5	3	1	1	0	0	0	0	0	2	3	2	0.2000	0.2000	0.2000	1106
"Van Slyke, Scott RF LAD"	Free Agent	54	4	9	5	2	0	2	7	2	14	1	0	0.1667	0.1964	0.3148	1109
"Phipps, Denis RF CIN"	Free Agent	10	4	3	1	1	0	1	2	1	4	0	0	0.3000	0.3636	0.7000	1120
"Shuck, J.B. CF LAA"	Free Agent	40	4	11	10	1	0	0	2	6	4	1	0	0.2750	0.3696	0.3000	1123
"Chambers, Adron CF STL"	Free Agent	31	3	8	6	0	2	0	4	2	10	1	0	0.2581	0.3030	0.3871	1124
"Durango, Luis LF KC"	Free Agent	18	3	4	4	0	0	0	2	2	3	2	0	0.2222	0.3000	0.2222	1126
"Carroll, Brett RF WAS"	Free Agent	27	5	5	3	1	0	1	2	2	10	1	0	0.1852	0.2903	0.3333	1127
"Stavinoha, Nick LF HOU"	Free Agent	40	4	10	8	1	0	1	3	1	9	0	0	0.2500	0.2683	0.3500	1133
"Christian, Justin LF STL"	Free Agent	52	6	10	7	3	0	0	3	4	6	2	2	0.1923	0.2500	0.2500	1141
"Navarro, Yamaico LF BAL"	Free Agent	51	5	10	8	1	0	1	6	4	15	0	1	0.1961	0.2500	0.2745	1143
"Carson, Matt RF CLE"	Free Agent	48	3	10	8	1	0	1	4	1	15	1	0	0.2083	0.2200	0.2917	1152
"Guyer, Brandon RF TB"	Free Agent	24	4	4	2	0	0	2	2	0	5	0	0	0.1667	0.1667	0.4167	1159
"Darnell, James LF SD"	Free Agent	31	2	7	4	2	0	1	4	4	4	0	0	0.2258	0.3143	0.3871	1185
"Cousins, Scott CF LAA"	Free Agent	58	5	11	7	2	1	1	3	4	19	1	1	0.1897	0.2419	0.3103	1197
"Tolleson, Steve 3B CHW"	Free Agent	40	3	9	6	2	0	1	3	3	9	0	0	0.2250	0.2791	0.3500	1199
"Castellanos, Alex RF LAD"	Free Agent	23	3	4	2	0	1	1	3	0	8	0	0	0.1739	0.2000	0.3913	1216
"Miller, Jai CF BAL"	Free Agent	22	2	5	3	1	0	1	2	1	9	0	0	0.2273	0.2609	0.4091	1219
"Schafer, Logan CF MIL "	Free Agent	13	2	4	3	0	1	0	2	1	2	0	0	0.3077	0.3571	0.4615	1225
"Peguero, Francisco LF SF"	Free Agent	5	2	1	1	0	0	0	0	0	2	1	0	0.2000	0.2000	0.2000	1249
"Tuiasosopo, Matt LF DET"	Free Agent	42	4	7	4	2	0	1	4	3	16	0	0	0.1667	0.2222	0.2857	1252
"Ortega, Rafael CF COL"	Free Agent	4	0	2	2	0	0	0	0	1	2	1	0	0.5000	0.6667	0.5000	1253
"Lough, David CF KC"	Free Agent	30	4	7	6	1	0	0	1	2	4	0	0	0.2333	0.2812	0.2667	1265
"Curtis, Colin RF NYY"	Free Agent	20	2	4	3	1	0	0	3	1	5	0	0	0.2000	0.2381	0.2500	1279
"Benson, Joe LF MIN"	Free Agent	36	2	8	5	3	0	0	1	2	10	1	1	0.2222	0.2632	0.3056	1281
"Hudson, Kyle LF TEX"	Free Agent	14	2	2	2	0	0	0	1	0	3	1	0	0.1429	0.1429	0.1429	1285
"Feliciano, Jesus CF TB"	Free Agent	36	4	8	7	1	0	0	1	2	4	0	0	0.2222	0.2632	0.2500	1289
"Montanez, Luis LF PHI"	Free Agent	37	3	7	6	1	0	0	4	1	6	0	0	0.1892	0.2105	0.2162	1292
"Ramirez, Wilkin LF MIN"	Free Agent	9	2	2	1	1	0	0	1	1	4	0	1	0.2222	0.3000	0.3333	1296
"Eldred, Brad RF DET"	Free Agent	13	2	3	2	1	0	0	1	1	5	0	0	0.2308	0.2857	0.3077	1301
"Boggs, Brandon LF MIN"	Free Agent	9	1	1	0	0	0	1	1	1	4	0	0	0.1111	0.2000	0.4444	1307
"Golson, Greg CF CHW"	Free Agent	11	1	3	2	1	0	0	1	0	2	0	1	0.2727	0.2727	0.3636	1312
"Komatsu, Erik RF WAS"	Free Agent	51	5	11	11	0	0	0	1	6	5	0	0	0.2157	0.2931	0.2157	1315
"Fryer, Eric RF MIN"	Free Agent	15	2	4	4	0	0	0	0	2	4	0	0	0.2667	0.3529	0.2667	1316
"Calhoun, Kole RF LAA"	Free Agent	23	2	4	3	1	0	0	1	2	6	1	0	0.1739	0.2400	0.2174	1318
"Loewen, Adam RF TOR"	Free Agent	16	2	3	3	0	0	0	2	2	6	0	0	0.1875	0.3158	0.1875	1319
"Garner, Cole RF NYY"	Free Agent	4	0	1	1	0	0	0	2	0	3	0	0	0.2500	0.2500	0.2500	1327
"Richardson, Antoan CF BAL"	Free Agent	2	1	1	1	0	0	0	0	0	0	0	0	0.5000	0.5000	0.5000	1335
"Anderson, Garret LF LAD"	Free Agent	52	3	9	6	2	0	1	4	2	11	0	0	0.1731	0.2000	0.2692	1340
"Young, Matt LF LAA"	Free Agent	29	3	6	5	1	0	0	1	2	8	0	0	0.2069	0.2581	0.2414	1352
"Brown, Corey RF WAS"	Free Agent	14	2	2	1	1	0	0	2	0	6	0	0	0.1429	0.1429	0.2143	1355
"Ryan, Michael RF LAA"	Free Agent	13	1	3	2	1	0	0	1	0	2	0	0	0.2308	0.2308	0.3077	1356
"Taveras, Willy CF KC"	Free Agent	12	2	2	2	0	0	0	1	1	2	0	1	0.1667	0.2308	0.1667	1361
"Van Every, Jonathan LF WAS"	Free Agent	6	2	1	1	0	0	0	0	1	3	0	0	0.1667	0.2857	0.1667	1362
"Snyder, Brad RF ARI"	Free Agent	12	1	2	2	0	0	0	2	0	6	0	0	0.1667	0.1667	0.1667	1364
"Anderson, Lars LF CHW "	Free Agent	16	2	3	3	0	0	0	1	2	5	0	0	0.1875	0.2778	0.1875	1367
"Watson, Matt LF OAK"	Free Agent	10	1	2	1	1	0	0	1	1	2	0	0	0.2000	0.2727	0.3000	1375
"Tekotte, Blake LF CHW"	Free Agent	24	0	4	4	0	0	0	0	2	12	2	0	0.1667	0.2308	0.1667	1384
"Frazier, Jeff LF WAS"	Free Agent	8	1	2	2	0	0	0	0	0	2	0	0	0.2500	0.2500	0.2500	1386
"Lin, Che-Hsuan RF HOU"	Free Agent	12	1	3	3	0	0	0	0	0	5	0	0	0.2500	0.2500	0.2500	1393
"Clevlen, Brent RF PHI"	Free Agent	1	1	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1395
"Sullivan, Cory CF LAD"	Free Agent	21	2	4	4	0	0	0	1	2	6	0	0	0.1905	0.2609	0.1905	1398
"Moore, Jeremy RF LAD"	Free Agent	4	2	0	0	0	0	0	0	0	1	0	0	0.0000	0.0000	0.0000	1403
"Raynor, John RF MIA"	Free Agent	3	0	1	1	0	0	0	0	0	1	0	0	0.3333	0.3333	0.3333	1413
"Negron, Kris CF CIN"	Free Agent	2	1	0	0	0	0	0	0	0	1	0	0	0.0000	0.0000	0.0000	1421
"Graham, Tyler LF ARI"	Free Agent	2	1	0	0	0	0	0	0	0	2	0	1	0.0000	0.0000	0.0000	1421
"Neal, Thomas LF NYY"	Free Agent	12	1	2	2	0	0	0	1	0	3	0	0	0.1667	0.1667	0.1667	1431
"Huffman, Chad LF CLE"	Free Agent	6	0	1	1	0	0	0	1	1	2	0	0	0.1667	0.2857	0.1667	1439
"Lollis, Ryan RF SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Pinkney, Alton LF BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Fuselier, Alex RF PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rapoport, James RF STL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Porter, Greg LF NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Merrifield, Whit CF KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Thomas, Charles LF MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rahl, Chris LF WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Bell, Billy CF BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Krum, Austin OF NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Sales, Darrell LF LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Weber, Jon RF NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Wright, Chad CF DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Sanchez, Juan LF MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Vento, Mike LF WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Vroman, Douglas LF WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Frazier, Alex LF ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Negron, Miguel LF CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Majewski, Val LF TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Austin, Jamal LF SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Songco, Angelo LF LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Carter, Yusuf LF OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Cooper, James CF NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rodriguez, John LF NYY"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Gorneault, Nick LF LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Auer, Tyson CF LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Moss, Steve LF MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Laurent, Chandler RF COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Short, Brandon LF CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Henry, C.J. LF PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Welty, Ronnie RF BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Olabisi, Wande RF SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Williams, Marland LF ARI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Curry, Mike LF TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Ruettiger, John CF BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Spencer, Matthew LF CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Yelich, Christian LF MIA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Whitaker, John LF OAK"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"James, Jason RF CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Walter, Randy R. LF SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Calderone, Adam CF TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Biell, Dustin CF TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Fairley, Wendell CF SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Na, Kyung-Min LF SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Balcom, Jasha LF CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Jones, Kennard LF BAL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"McBryde, Mike LF SF"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Glaesmann, Todd RF TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Lydon, Wayne LF TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Mendez, Quesada LF CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Pacheco, Jonel LF PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Dykstra, Cutter LF WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Mitchell, Jared CF CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Self, Todd D. LF HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Putnam, Danny LF SD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Hood, Destin LF WAS "	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Krauss, Marc LF HOU"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Kjeldgaard, Brock OF MIL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Romero, Alex RF ATL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Solarte, Yangervis LF TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Long, Matt RF LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Keowen, Kade LF BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Eldridge, Rashad CF TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Parker, Kyle RF COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Macias, David CF CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Murphy, Tommy CF KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Goodwin, Brian CF WAS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Luna, Aaron LF STL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Smith, Stantrel LF LAA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Bigley, Evan RF MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Dahl, David OF COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Joseph, Alfred LF CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Pham, Thomas CF STL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Floyd, Michael LF PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Concepcion, Ambiorix LF NYM"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Baez, Lizahio LF TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Hoying, Jared LF TEX"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Dolenc, Mark LF MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Place, Jason CF BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Sosa, Junior CF PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Montero, Lucas LF CLE"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Restovich, Michael RF LAD"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Evans, Terry LF KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Llanos, Alex RF KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Cleary Jr., Delta CF COL"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Dickerson, Joseph RF KC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Delaney, Jason LF PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Cooper, Jason LF CLE"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Urena, Luis RF PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Blash, Jabari RF SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Kelly, Christopher LF CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Rabe, Josh LF MIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Nielsen, Eric RF TOR"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Womack, Josh LF SEA"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"McQuade, Anthony LF CHC"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Shelby, John CF CHW"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Salem, Emeel RF TB"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Timpner, Clay CF DET"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Cumberland, Shaun LF CIN"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Simon, Keanon LF PIT"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Sherrod, Justin LF BOS"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
"Perez, Timo LF PHI"	Free Agent	0	0	0	0	0	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	1441
