All Relief Pitchers   Projections Standard Categories
Player,INNs	APP	GS	QS	CG	W	L	S	BS	K	BB	H	ERA	WHIP	Rank	
"Dovydas Neverauskas RP  PIT"	37	41	0	0	0	1	1	1	0	38	12	37	6.21	1.30	919
"Drew Smith RP  NYM"	39	42	0	0	0	1	1	1	0	28	9	53	3.89	1.58	920
"Hector Velazquez RP  BOS"	10	8	0	0	0	1	0	0	0	7	3	12	3.60	1.50	921
"Yefry Ramirez SP  BAL"	35	19	6	1	0	1	3	0	0	35	18	32	5.30	1.40	922
"Colten Brewer RP  BOS"	38	52	0	0	0	4	1	1	0	42	23	53	5.40	1.98	923
"Andrew Chafin RP  ARI "	23	24	0	0	0	1	2	1	0	37	16	29	4.63	1.93	924
"Koda Glover RP  WAS"	37	61	0	0	0	2	3	1	0	31	21	40	4.87	1.65	925
"Liam Hendriks RP  OAK "	15	19	0	0	0	1	0	0	0	20	7	17	5.28	1.57	926
"J.B. Wendelken RP  OAK"	7	6	0	0	0	0	0	0	0	7	3	5	2.45	1.09	927
"Miguel Diaz RP  SD"	26	21	0	0	0	1	1	0	0	34	15	24	5.81	1.48	928
"D.J. Johnson RP  COL"	6	11	0	0	0	1	0	0	0	10	3	8	5.40	1.65	929
"Daniel Zamora RP  NYM"	3	3	0	0	0	0	0	0	0	8	1	2	3.00	1.00	932
"Mike Mayers RP  STL"	8	9	0	0	0	1	0	0	0	9	3	10	5.62	1.62	934
"Luis Cessa RP  NYY "	28	16	0	0	0	1	0	0	0	25	10	31	5.14	1.46	935
"Daniel Ponce de Leon RP  STL"	6	4	0	0	0	0	0	0	0	6	2	5	3.00	1.17	936
"Elieser Hernandez RP  MIA"	30	20	0	0	0	1	1	0	0	22	12	31	4.99	1.40	938
"Harrison Musgrave RP  COL "	23	21	0	0	0	1	1	0	0	20	14	21	5.01	1.50	939
"Neil Ramirez RP  CLE"	35	45	0	0	0	0	2	1	0	56	19	35	6.17	1.54	940
"Chih-Wei Hu RP  CLE"	6	4	0	0	0	0	0	0	0	6	2	5	4.05	1.05	941
"Pat Venditte RP  SF"	7	9	0	0	0	0	0	0	0	6	2	7	3.52	1.17	942
"Alec Mills RP  CHC"	6	5	0	0	0	0	0	0	0	7	2	5	4.26	1.11	943
"Matthew Festa RP  SEA"	41	51	0	0	0	1	1	1	0	35	15	58	3.70	1.77	944
"Michael Ynoa RP  KC"	8	6	0	0	0	1	0	0	0	7	6	7	5.62	1.62	945
"Taylor Williams RP  MIL"	45	58	0	0	0	1	3	1	0	58	25	54	5.00	1.76	946
"Jordan Romano RP  TEX"	9	8	0	0	0	0	0	0	0	9	3	9	4.00	1.33	947
"Steven Okert RP  SF"	21	21	0	0	0	0	1	0	0	29	7	22	5.91	1.36	948
"Tony Barnette RP  CHC "	8	9	0	0	0	0	0	0	0	10	3	9	4.15	1.38	949
"Jon Edwards RP  CLE"	5	7	0	0	0	0	0	0	0	6	2	5	3.38	1.31	950
"Connor Sadzeck RP  TEX"	43	39	0	0	0	1	1	1	0	43	50	40	2.49	2.08	951
"Zach Duke RP  CIN "	27	46	0	0	0	1	2	0	0	33	13	34	4.94	1.72	952
"Tyler Bashlor RP  NYM"	8	7	0	0	0	0	1	0	0	7	3	7	4.32	1.20	953
"Yency Almonte RP  COL "	7	9	0	0	0	0	0	0	0	8	3	9	2.45	1.64	954
"Thyago Vieira RP  CHW"	39	37	0	0	0	3	4	0	0	39	19	43	6.64	1.58	955
"Tim Hill RP  KC "	29	27	0	0	0	0	1	2	0	39	11	37	5.52	1.64	956
"Ben Heller RP  NYY "	3	4	0	0	0	0	0	0	0	4	2	3	2.45	1.36	957
"Domingo German SP  NYY"	9	5	0	0	0	0	0	0	0	11	4	8	5.00	1.33	958
"Adam Kolarek RP  TB"	34	42	0	0	0	1	1	1	0	23	7	45	4.93	1.50	959
"Nick Goody RP  CLE "	12	15	0	0	0	0	1	0	0	18	6	13	5.11	1.54	960
"Zac Rosscup RP  SEA"	4	4	0	0	0	0	0	0	0	10	1	5	6.75	1.50	962
"Ryan Burr RP  CHW"	46	39	0	0	0	1	1	0	0	41	21	47	5.28	1.48	963
"Sam Tuivailala RP  SEA "	3	3	0	0	0	0	0	0	0	3	1	3	3.00	1.33	964
"Austin Davis RP  PHI"	6	6	0	0	0	0	0	0	0	8	2	7	4.50	1.50	966
"Rayan Gonzalez RP  COL"	6	6	0	0	0	0	0	0	0	6	2	6	4.50	1.33	967
"Jake Jewell RP  LAA"	7	7	0	0	0	0	0	0	0	7	3	7	4.70	1.30	968
"James Pazos RP  PHI"	7	9	0	0	0	0	0	0	0	8	3	8	3.86	1.57	969
"Sandy Baez RP  DET"	10	6	0	0	0	0	0	0	0	9	5	9	4.50	1.40	970
"Giovanny Gallegos RP  STL"	8	7	0	0	0	0	0	0	0	10	2	10	5.19	1.38	972
"Reed Garrett RP  DET"	9	9	0	0	0	0	0	0	0	10	4	10	4.66	1.45	974
"Riley Ferrell RP  MIA"	9	9	0	0	0	0	0	0	0	9	4	9	4.82	1.39	976
"Junior Guerra SP  MIL "	7	7	0	0	0	0	1	0	0	8	3	8	4.70	1.43	977
"Drew Gagnon RP  NYM"	2	2	0	0	0	0	0	0	0	3	1	3	3.38	1.50	978
"Cody Anderson RP  CLE"	2	3	0	0	0	0	0	0	0	3	1	3	3.38	1.50	978
"A.J. Cole RP  CLE "	4	3	0	0	0	0	0	0	0	5	2	4	4.50	1.50	980
"Daniel Hudson RP  LAA "	5	6	0	0	0	0	0	0	0	6	3	5	4.76	1.41	981
"Travis Bergen P  SF"	7	7	0	0	0	0	0	0	0	7	3	7	4.91	1.36	983
"Caleb Frare RP  CHW"	7	6	0	0	0	0	1	0	0	10	4	7	5.14	1.57	984
"Julian Fernandez RP  MIA "	5	5	0	0	0	0	0	0	0	5	2	5	5.06	1.31	985
"Matt Wisler RP  CIN"	8	6	0	0	0	0	0	0	0	7	2	9	5.19	1.27	986
"Oliver Drake RP  TOR "	8	10	0	0	0	0	0	0	0	10	3	9	5.40	1.44	987
"Robby Scott RP  ARI "	3	3	0	0	0	0	0	0	0	5	2	3	5.40	1.50	988
"Jesus Reyes RP  CIN"	3	3	0	0	0	0	0	0	0	3	1	3	5.40	1.20	989
"Daniel Stumpf RP  DET"	39	67	0	0	0	1	2	1	0	49	19	50	5.31	1.77	990
"Jorge De La Rosa RP  CHC"	4	7	0	0	0	0	0	0	0	5	2	5	4.15	1.62	991
"Matt Bowman RP  CIN "	17	22	0	0	0	0	1	0	0	20	7	19	5.19	1.50	992
"AJ Ramos RP  NYM"	2	3	0	0	0	0	0	0	0	3	2	2	3.86	1.71	994
"Luis Avilan RP  NYM "	0	1	0	0	0	0	0	0	0	1	0	1	0.00	3.00	995
"Grant Dayton RP  ATL "	5	8	0	0	0	0	0	0	0	6	3	5	5.06	1.50	996
"Keury Mella RP  CIN"	7	4	0	0	0	0	0	0	0	7	3	7	5.14	1.43	997
"Jefry Rodriguez SP  CLE"	3	2	0	0	0	0	0	0	0	3	2	3	4.91	1.36	998
"Jerry Blevins RP  NYM "	3	3	0	0	0	0	0	0	0	5	2	3	6.00	1.67	999
"John Curtiss RP  LAA "	4	6	0	0	0	0	0	0	0	6	2	5	5.79	1.50	1000
"Adam Plutko SP  CLE"	4	4	0	0	0	0	0	0	0	4	1	5	5.79	1.29	1001
"Jackson Stephens RP  CIN"	5	4	0	0	0	0	0	0	0	5	2	6	5.06	1.50	1003
"Tim Peterson RP  NYM"	4	4	0	0	0	0	0	0	0	4	1	4	6.75	1.25	1004
"Brett Cecil RP  STL "	43	57	0	0	0	2	1	1	0	40	23	50	5.61	1.68	1005
"Ben Lively SP  KC"	8	6	0	0	0	0	1	0	0	6	3	9	4.50	1.50	1006
"Xavier Cedeno RP  MIL "	3	4	0	0	0	0	0	0	0	5	2	4	5.40	1.80	1007
"Yacksel Rios RP  PHI"	5	5	0	0	0	0	0	0	0	6	2	6	5.40	1.60	1008
"Brian Duensing RP  CHC"	12	18	0	0	0	1	0	0	0	12	8	14	6.00	1.83	1010
"Eric Hanhold RP  NYM"	4	6	0	0	0	0	0	0	0	4	2	5	4.50	1.75	1011
"Sal Romano SP  CIN "	7	8	0	0	0	0	0	0	0	5	3	7	5.14	1.43	1013
"Miguel Almonte RP  LAA "	7	8	0	0	0	0	0	0	0	7	3	7	6.14	1.36	1014
"Luke Jackson RP  ATL"	9	9	0	0	0	0	0	0	0	10	5	11	4.66	1.66	1015
"Jake Barrett RP  SF "	8	10	0	0	0	0	1	0	0	9	4	9	5.40	1.56	1016
"Jacob Rhame RP  NYM"	5	5	0	0	0	0	0	0	0	5	2	6	5.40	1.60	1017
"Yimi Garcia RP  LAD "	5	7	0	0	0	0	0	0	0	5	1	7	5.40	1.60	1017
"Tyler Webb RP  STL"	6	8	0	0	0	0	0	0	0	5	3	7	4.50	1.67	1019
"Jose Fernandez RP  DET"	4	7	0	0	0	0	0	0	0	4	2	5	5.79	1.50	1020
"Matt Hall RP  DET"	7	5	0	0	0	0	0	0	0	7	2	9	5.87	1.43	1021
"Jake Petricka RP  MIL "	7	8	0	0	0	0	0	0	0	8	2	10	5.14	1.71	1022
"Austen Williams RP  WAS"	5	7	0	0	0	0	0	0	0	5	3	6	5.06	1.69	1023
"Stephen Tarpley RP  NYY"	5	9	0	0	0	0	0	0	0	9	4	6	6.35	1.76	1024
"Sammy Solis RP  WAS"	26	47	0	0	0	1	1	1	0	40	14	32	7.09	1.73	1025
"Brock Stewart RP  LAD"	7	6	0	0	0	0	0	0	0	7	4	9	4.70	1.70	1026
"Williams Jerez RP  LAA"	14	16	0	0	0	0	0	0	0	16	7	15	5.65	1.53	1027
"Tanner Anderson RP  OAK"	7	4	0	0	0	0	0	0	0	6	4	8	4.91	1.64	1028
"James Norwood RP  CHC"	3	5	0	0	0	0	0	0	0	3	2	4	6.00	2.00	1030
"Clay Holmes RP  PIT"	24	15	0	0	0	1	0	0	0	22	15	25	5.62	1.67	1031
"C.D. Pelham RP  TEX"	8	13	0	0	0	0	0	0	0	9	4	11	5.19	1.73	1032
"Josh Smoker RP  LAD "	4	6	0	0	0	0	0	0	0	6	3	6	6.23	2.08	1033
"Wilmer Font RP  TB "	13	9	0	0	0	0	1	0	0	11	5	13	6.23	1.38	1034
"Kyle Ryan RP  CHC"	2	3	0	0	0	0	0	0	0	2	2	3	7.71	2.14	1035
"Dillon Maples RP  CHC"	2	5	0	0	0	0	0	0	0	6	3	3	10.12	2.25	1036
"Aaron Bummer RP  CHW"	13	20	0	0	0	0	1	0	0	19	7	18	5.40	1.88	1037
"Pedro Araujo RP  BAL"	10	8	0	0	0	0	1	0	0	12	6	10	6.97	1.55	1038
"Reymin Guduan RP  HOU"	26	45	0	0	0	1	0	1	0	34	15	32	6.75	1.76	1039
"Evan Phillips RP  BAL"	9	8	0	0	0	0	0	0	0	9	5	9	7.45	1.45	1040
"Glenn Sparkman RP  KC"	12	7	0	0	0	0	1	0	0	9	5	16	5.11	1.70	1041
"Mike Dunn RP  COL "	33	58	0	0	0	2	1	1	0	41	27	36	6.68	1.87	1043
"Jimmy Cordero RP  WAS"	5	7	0	0	0	0	0	0	0	4	4	7	6.75	2.06	1044
"Brian Flynn RP  KC"	32	20	0	0	0	1	3	0	0	22	16	41	4.50	1.78	1045
"Wandy Peralta RP  CIN"	38	49	0	0	0	1	2	1	0	36	23	46	5.17	1.80	1046
"Zac Reininger RP  DET"	48	46	0	0	0	4	1	0	0	44	19	63	7.31	1.71	1047
"Matt Moore RP  DET "	120	26	26	9	0	4	10	0	0	105	46	154	5.46	1.66	1048
"Bobby Wahl RP  MIL "	32	43	0	0	0	1	3	1	0	44	19	42	6.89	1.87	1049
"Trevor Gott RP  SF "	19	26	0	0	0	1	2	0	0	20	11	24	7.78	1.78	1050
"Nick Gardewine RP  TEX"	20	26	0	0	0	0	0	0	0	14	9	30	4.79	1.89	1051
"Tanner Rainey RP  WAS"	6	10	0	0	0	0	0	0	0	7	6	8	12.79	2.21	1052
"Donnie Hart RP  BAL"	35	45	0	0	0	1	1	0	0	30	18	53	5.14	2.03	1053
"Cody Carroll RP  BAL"	20	17	0	0	0	0	1	0	0	21	14	23	8.27	1.79	1054
"Tyler Kinley RP  MIA"	54	66	0	0	0	1	1	0	0	63	28	58	8.33	1.59	1055
"Patrick Ruotolo RP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Miguel Socolovich RP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Colton Turner RP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Smith RP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kazuhisa Makita RP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Hooper RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Eddie Butler RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"John Kuchno RP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Fernando Abad RP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Al Alburquerque RP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mitch Lively RP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Scott Weathersby RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Justin Thomas RP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Marc Rzepczynski RP  ARI "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tristan Archer RP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Carlos Torres RP  SD "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Grant Sides P  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Frawley RP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Crockett RP  OAK "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"David Berg RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brad Allen RP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tanner Dodson RP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rhiner Cruz RP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Viza RP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Johnny Barbato RP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bryan Bonnell RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Carlos Frias RP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan McNeil RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cy Sneed RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mitch Horacek P  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Casey Lawrence RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Juan Grullon P  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tom Colletti RP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Madison Younginer RP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Whit Mayberry P  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Manny Parra RP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dalton Moats RP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Montana DuRapau P  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brandon Mann RP  TEX "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"David Carpenter RP  ARI "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"David Holmberg RP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Madson RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Kittredge RP  TB "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike Hauschild RP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Daniel Corcino RP  LAD "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Aroni Nina RP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Brady RP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gabriel Ynoa RP  BAL "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Jones RP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Albert Minnis RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Minch RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Taylor Guerrieri RP  TEX "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryne Harper RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"David Garner RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Conor Fisk RP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ross Detwiler RP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gonzalo Sanudo RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Daniel Tillman RP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"A.J. Ladwig P  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Travis Ballew RP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Charles Nading RP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Henry Henry RP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Stephen Villines RP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike McCarthy P  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brenan Hanifee RP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cesar Ramos RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Robbie Ross RP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dan Runzler RP  TB "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Wei-Chieh Huang P  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Logan Sendelbach RP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Cyr RP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Argenis Blanco RP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jon Keller P  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gene Escat P  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dusten Knight P  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"D.J. Brown RP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joe Filomeno RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Drew Hasler P  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kevin Siegrist RP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joe Gunkel P  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rafael Pineda RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ralston Cash RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Antonio Bastardo RP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Ysla RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Buddy Baumann RP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Quintin Torres-Costa RP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nickolas Sarianides P  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Corey Baker RP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joel Payamps RP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alex McRae RP  PIT "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose Ramirez RP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Justin Nicolino RP  MIN "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Finnegan RP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Collin Wiles RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chandler Shepherd RP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Severino Gonzalez RP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brady Anderson RP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Russell RP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Turley P  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Parker Markel RP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Anyelo Leclerc RP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Johendi Jiminian P  SEA "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alan Busenitz RP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tony Zych RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Hunter P  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Max Povse RP  SEA "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Hendrix RP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Scott Williams RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"D.J. Snelten RP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Richard Lovelady RP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kurt Heyer P  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Taylor Jungmann RP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bo Schultz RP  BAL "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jean-Carlos Mejia P  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Myles Jaye RP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"William Cuevas RP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joe Mantiply RP  CIN "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Derek Eitel P  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Preston Guilmet RP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rainy Lara RP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Parker Curry RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Javy Guerra RP  TOR "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Anderson P  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Tenuta RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rubby De La Rosa RP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alex Speas RP  TEX "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Halstead RP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Bremer RP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Richelson Pena RP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Heriberto Ruelas RP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chance Adams RP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ben Bracewell RP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cody Beckman P  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Colby Suggs RP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Marlon Arias P  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Reed RP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Trevor Bettencourt RP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"El'Hajj Muhammad RP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jairo Labourt RP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Peoples RP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jason Hursh RP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Scott Griggs RP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ben Holmes RP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Wyatt Mills P  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jean Machi RP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sam Moll RP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Garton RP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jonathan Maciel P  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Taylor Grover RP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Keegan Long RP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"David Peterson P  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Eduardo Jimenez RP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
