All Starting Pitchers   Projections Standard Categories
Player,INNs	APP	GS	QS	CG	W	L	S	BS	K	BB	H	ERA	WHIP	Rank	
"Jon Duplantier SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose Suarez SP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Kopech SP  CHW "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jeff Ames SP  TB "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yadier Alvarez SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Packy Naughton SP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jorge Guzman SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jorge Alcala SP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chi Chi Gonzalez SP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"D.J. Baxendale SP  MIN "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tom Windle SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Santiago Garrido SP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brailyn Marquez SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Stephen Janas SP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rogelio Armenteros SP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Adonys Cardona SP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Carson Fulmer SP  CHW "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brendon Little SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"John Lamb SP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Kendrick SP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Scott Kazmir SP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ariel Miranda SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose Mesa SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dylan Thompson SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Burch Smith RP  MIL "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mason Denaburg SP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Merritt SP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bryan Mata SP  BOS "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Duncan Robinson SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bernardo Flores SP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Henry Owens SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rafael Montero SP  TEX "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Anthony Kay SP  NYM "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Kolek SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hector Daniel Rodriguez SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Corey Littrell SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Phillips SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cody Reed SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Daniel Lynch SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Robert Dugger SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Robert Zarate SP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bartolo Colon SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Hartman SP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Holloway SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Francisco Rios SP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Branden Kline SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jaron Long SP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brusdar Graterol SP  MIN "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"P.J. Conlon SP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"T.J. Zeuch SP  TOR "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Evan Kruczynski SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kevin Gowdy SP  PHI "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sam Coonrod SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Trevor Rogers SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Norge Ruiz SP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Adrian Sampson SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Trevor Oaks SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike Nikorak SP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Carpenter SP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Trevor Stephan SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hector Perez SP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nate Pearson SP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tony Gonsolin SP  LAD "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gabriel Alfaro SP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Colin Kleven SP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jesus Tinoco SP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Felix Jorge SP  CIN "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Rodriguez SP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kevin Ziomek SP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Deivi Garcia SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jhoan Duran SP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"J.B. Bukauskas SP  HOU "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brian Clark SP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cody Ponce SP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cesar Vargas SP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tony Santillan SP  CIN "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Will Roberts SP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Johnson SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Eric Pardinho SP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gregory Soto SP  DET "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Carter Stewart SP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Sborz SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Muller SP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hunter Greene SP  CIN "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sam Selman SP  KC "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zack Brown SP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Phillippe Aumont SP  CHW "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jonathan Hernandez SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Diaz SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jasseel De La Cruz SP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ricardo Sanchez SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Lance McCullers SP  HOU "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Roansy Contreras SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sam Hentges SP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jonathon Crawford SP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ricky Nolasco SP  ARI "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dylan Cease SP  CHW "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Scott Blewett SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Anderson SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Will Stewart SP  MIA "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gerardo Carrillo SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Garrett Whitlock SP  NYY "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Barret Loux SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joan Baez SP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zack Bird SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Pries SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Blayne Enlow SP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cameron Bishop SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Garrett Fulenchek SP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Doug Fister SP  TEX "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cody Satterwhite SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Sauer SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yefri Del Rosario SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Beau Burrows SP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Darin Gorski SP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Lloyd SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Foster Griffin SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Gil SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Austin Wood SP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Corbin Martin SP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ian Clarkin SP  CHW "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Trevor Clifton SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cal Quantrill SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Conner Greene SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bobby Bundy SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Duane Underwood SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dustin May SP  LAD "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Genesis Cabrera SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Shane McClanahan SP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Justin Maese SP  TOR "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ismael Guillon SP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Haynes SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jon Perrin SP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Beede SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brandon Waddell SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Mateo SP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Williams Perez SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Thomas Szapucki SP  NYM "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Williams SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zach Nuding SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Lupe Chavez SP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hisashi Iwakuma SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Drew Hutchison RP  NYY "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Stephens SP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Braulio Lara SP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Rijo SP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Miguel Gonzalez SP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Albers SP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ranger Suarez SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alex Meyer SP  LAA "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Willy Ortiz SP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler DeLoach SP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jairo Solis SP  HOU "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Anthony Vasquez SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jonathon Niese SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Max Fried SP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Emilio Vargas SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dace Kime SP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Raul Alcantara SP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Thurman SP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Matuella SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Patino SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gerson Garabito SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Edgar Osuna SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matthew Liberatore SP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zach Lovvorn SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Elijah Morgan SP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alex Balog SP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alvaro Seijas SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joe Palumbo SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Walker Lockett SP  NYM "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Casey Crosby SP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Clay Buchholz SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ramon Benjamin SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Francisco Liriano SP  PIT "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brent Suter SP  MIL "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Young SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Trey Ball SP  BOS "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cody Sedlock SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Christian Bergman SP  CHC "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bryan Evans SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dietrich Enns SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ljay Newsome SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tahnaj Thomas SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Shaun Anderson SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dean Kremer SP  BAL "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Medina SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Pennington SP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose Martinez SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ian Oxnevad SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Guerrero SP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
""Kendall Graveman SP  CHC ""	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Edward Cabrera SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Oviedo SP  CLE "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Danny Rosenbaum SP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brett Adcock SP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jimmy Lambert SP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Anderson Espinoza SP  SD "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Pedro Avila SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Daulton Jefferies SP  OAK "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sam Carlson SP  SEA "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Shane Baz SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Grayson Rodriguez SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Skylar Szynski SP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Edwin Jackson SP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ian Anderson SP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Barbosa SP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Garrett Richards SP  SD "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Terry Doyle SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
