All Starting Pitchers   Projections Standard Categories
Player,INNs	APP	GS	QS	CG	W	L	S	BS	K	BB	H	ERA	WHIP	Rank	
"Kieran Lovegrove SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Juan Then SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yeudy Garcia SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Wells SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Stephen Landazuri SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chad Kuhl SP  PIT "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yoel Mecias SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Austin Hyatt SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cole Winn SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alex Scherff SP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jake Kalish SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Odrisamer Despaigne RP  CIN "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jen-Ho Tseng SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mark Appel SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Fernando Romero SP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Juan Hillman SP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jorge Reyes SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Escobar SP  PIT "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jake Stinnett SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kodi Medeiros SP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yoendrys Gomez SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brett Martin SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joan Gregorio SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Howard SP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Logan Shore SP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cory Taylor SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Lyon Richardson SP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brady Aiken SP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Miller Diaz SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ervin Santana SP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"David Peterson SP  NYM "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Martires Arias SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Pike SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Charlie Shirek SP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jake Woodford SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Helsley SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cristian Javier SP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Francisco Morales SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Adbert Alzolay SP  CHC "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Trey Nielsen SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matthias Dietz SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nabil Crismatt SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kris Bubic SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rafael Kelly SP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Taylor Widener SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Forrest Snow SP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Junior Fernandez SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mason Thompson SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dane Dunning SP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Taylor Clarke SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jesse Scholtens SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Smith SP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Daniel Camarena SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Spencer Howard SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Franklin Perez SP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Carlos Hernandez SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Danny Gutierrez SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Tabor SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Justin Dunn SP  SEA "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Yamamoto SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ashe Russell SP  KC "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Andrew Church SP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Devin Williams SP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Freddy Peralta SP  MIL "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Frank Lopez SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bradin Hagens SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gage Hinsz SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brandon Leibrandt SP  PHI "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Henderson Alvarez SP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Montreal Robertson SP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Carlos Hernandez SP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose Soriano SP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Adonis Medina SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jordan Balazovic SP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Margevicius SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Conner Menez SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tanner Houck SP  BOS "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ofelky Peralta SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Castellani SP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Mercado SP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rafael Cova SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nolan Watson SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Braxton Ashcraft SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mat Latos SP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rookie Davis SP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose Lopez SP  SF "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Baumann SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Sixto Sanchez SP  PHI "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Stephen Fife SP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dillon Peters SP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rafael De Paula SP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Rico Garcia SP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josiah Gray SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose Mujica SP  TB "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hans Crouse SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Austin Bibens-Dirkx SP  TEX "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jarret Martin SP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Paddack SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Kohler SP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Javier Assad SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Martinez SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mitch Brown SP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Rucker SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alex Lange SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zach Jemiola SP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Johnny Hellweg SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Gregory Santos SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Greg Nappo SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Tepesch SP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael King SP  NYY "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Freicer Perez SP  NYY "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alec Grosser SP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Javier Medina SP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mike Shawaryn SP  BOS "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Eduardo Vera SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Peter Lambert SP  COL "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Corey Black SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Angel Perdomo SP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Darwinzon Hernandez SP  BOS "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jaime Garcia RP  CHC "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nate Smith SP  LAA "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Patrick Murphy SP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Fabian Williamson SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Marcos Diplan SP  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Justin Steele SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zach Petrick SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Atkinson SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose Albertos SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brandon Finnegan SP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alec Hansen SP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Patrick Sandoval SP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jackson Kowar SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jesus Castillo SP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Angel German SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brandon Bielak SP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Melvin Adon SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dillon Tate SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Pedro Payano SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Julian Merryweather SP  TOR "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kevin Matthews SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Eduard Bazardo SP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Logan Gilbert SP  SEA "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michael Kelly SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jonathan Dziedzic SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Patrick Weigel SP  ATL "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Albert Abreu SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Logan Webb SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Clarke Schmidt SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mitch Keller SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Josh Tomlin RP  CLE "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Cole Ragans SP  TEX "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"A.J. Griffin SP  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jeremy Kehrt SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Mitchell White SP  LAD "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Michel Baez SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Victor Payano SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jesus Sanchez SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tommy Milone SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Willy Paredes SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Colin Rea SP  CHC "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Carson Sands SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Adrian Morejon SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Spencer Adams SP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jason Groome SP  BOS "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Christian Binford SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Juan Benitez SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Troy Scribner SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nick Additon SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Carlos Pimentel SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Wil Crowe SP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brady Lail SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Braxton Garrett SP  MIA "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yaisel Sierra SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"John Lackey SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chase Johnson SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Franklyn Kilome SP  NYM "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Erik Johnson SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Austin Cox SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"D.L. Hall SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Oscar De La Cruz SP  CHC "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Zac Gallen SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Victor Mateo SP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tyler Herb SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Blaine Knight SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Domingo Tapia SP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Parker Dunshee SP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Grant Holmes SP  OAK "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Konner Wade SP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"James Needy SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Juan De Paula SP  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Austin Franklin SP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jake Wong SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jose Taveras SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brett Anderson SP  OAK "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Felix Doubront SP  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Martin Agosta SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Evan Grills SP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brady Singer SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Keegan Akin SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Connor Jones SP  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Austin Smith SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"John Stilson SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Blake Taylor SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alex Young SP  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"James Kaprielian SP  OAK "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Luis Heredia SP  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Triston McKenzie SP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Nolan Sanburn SP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joe Gatto SP  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"A.J. Puckett SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jake Johansen SP  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dylan Unsworth SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"David Hurlbut SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Lewis Thorpe SP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Krook SP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dakota Chalmers SP  OAK "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Eades SP  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ian Kahaloa SP  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Joey Wentz SP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Enderson Franco SP  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Huascar Ynoa SP  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Peter Tago SP  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Crouse SP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kyle Funkhouser SP  DET "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jon Harris SP  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jhondaniel Medina SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"A.J. Puk SP  OAK "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"A.J. Alexy SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Yovani Gallardo SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Marco Duarte SP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Chris Tillman SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Dario Agrazal SP  PIT "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Erasmo Ramirez SP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tom Eshelman SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Starling Peralta SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Vladimir Gutierrez SP  CIN "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"James Shields SP  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Seth Romero SP  WAS "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Denyi Reyes SP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Bryan Hudson SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Kutter Crawford SP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brody Colvin SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Juan Sandoval SP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Jeffrey Rosa SP  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hunter Adkins SP  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Casey Mize SP  DET "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Teddy Stankiewicz SP  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"MacKenzie Gore SP  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Thomas Hatch SP  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Domingo Acevedo SP  NYY "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"JoJo Romero SP  PHI "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ethan Hankins SP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Clayton Blackburn SP  TEX "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Travis Banwart SP  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Matt Manning SP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ryan Rolison SP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Garrett Davila SP  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Riley Pint SP  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Hunter Harvey SP  BAL "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Elniery Garcia SP  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Robinson Ortiz SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Griffin Canning SP  LAA "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Tim Lincecum SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Taylor Hearn SP  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Braydon Fisher SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Ubaldo Jimenez SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"J.T. Ginn SP  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Alex Wells SP  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Brendan McKay SP  TB "	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Akeem Bostick SP  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
"Endrys Briceno SP  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	9999
