All Outfielders   Projections Standard Categories
Player,AB	R	H	1B	2B	3B	HR	RBI	BB	K	SB	CS	AVG	OBP	SLG	Rank	
"Albert Almora CF  CHC"	462	68	128	91	26	1	10	49	37	107	3	2	.277	.333	.403	380
"Austin Dean LF  MIA"	467	60	114	75	21	2	16	55	38	118	6	2	.244	.310	.400	381
"Steven Duggar CF  SF "	483	66	118	77	30	3	8	63	43	134	9	2	.244	.308	.368	383
"Franchy Cordero LF  SD"	414	56	101	65	21	3	12	55	40	118	11	5	.244	.313	.396	385
"Chris Shaw LF  SF"	465	55	114	73	24	3	14	60	46	124	7	2	.245	.314	.400	388
"Michael Taylor CF  WAS "	317	45	81	48	19	3	11	37	24	101	20	4	.256	.308	.439	390
"Robbie Grossman RF  MIN "	451	66	118	75	30	2	11	57	70	101	1	1	.262	.364	.410	395
"Jon Jay RF  CHW "	521	75	143	109	22	7	5	45	31	113	5	2	.275	.332	.372	396
"Jason Kipnis 2B  CLE"	455	59	104	62	26	2	14	63	52	106	7	1	.229	.312	.387	397
"Scott Kingery SS  PHI "	513	70	126	84	30	4	8	50	27	124	9	3	.246	.286	.366	403
"Lonnie Chisenhall RF  PIT "	371	46	109	73	22	4	10	49	33	80	5	2	.294	.359	.456	404
"Nick Williams RF  PHI"	372	51	98	67	14	3	14	53	28	100	3	2	.263	.325	.430	406
"JaCoby Jones CF  DET"	428	56	99	58	23	4	14	42	33	139	13	5	.231	.302	.402	409
"Tyler O'Neill RF  STL"	321	48	84	50	16	2	16	46	29	98	4	1	.262	.323	.473	412
"Jose Pirela 2B  SD"	426	58	116	77	28	3	8	44	30	83	7	3	.272	.324	.408	413
"Christin Stewart LF  DET"	371	49	95	59	19	3	14	50	40	97	5	2	.256	.331	.437	414
"Jordan Luplow LF  CLE"	318	53	77	44	15	3	15	48	36	71	5	4	.242	.323	.450	415
"Michael Reed LF  MIN"	320	49	83	50	17	2	14	47	29	86	5	2	.259	.325	.456	416
"Daniel Descalso 2B  CHC "	379	57	93	55	22	4	12	59	62	109	2	1	.245	.352	.419	417
"Brian Goodwin CF  KC"	309	45	77	44	19	2	12	45	28	98	11	6	.249	.316	.440	418
"Clint Frazier LF  NYY"	313	53	80	45	19	3	13	47	34	88	4	1	.256	.330	.460	420
"Lewis Brinson CF  MIA"	486	48	111	70	18	6	17	61	27	153	4	2	.228	.276	.395	423
"Charlie Culberson LF  ATL "	316	46	85	52	19	2	12	45	31	87	5	1	.269	.338	.456	424
"Bradley Zimmer CF  CLE "	303	48	74	48	15	2	9	39	30	94	14	2	.244	.318	.396	429
"Nicky Delmonico LF  CHW"	417	57	99	62	18	6	13	50	41	109	4	3	.237	.313	.403	430
"Enrique Hernandez CF  LAD "	320	48	80	47	15	3	15	43	35	71	4	1	.250	.324	.456	431
"Leury Garcia LF  CHW"	323	37	84	59	14	4	7	42	17	86	16	5	.260	.303	.393	435
"Chad Pinder LF  OAK"	312	46	83	51	14	2	16	41	26	87	1	1	.266	.334	.478	436
"Ehire Adrianza SS  MIN"	330	47	88	58	20	2	8	45	23	81	7	1	.267	.313	.412	440
"Michael Hermosillo RF  LAA "	307	44	81	49	17	2	13	41	33	70	4	1	.264	.341	.459	443
"Gerardo Parra LF  COL "	381	43	105	79	18	1	7	42	29	79	8	4	.276	.332	.383	446
"Jordan Patterson RF  CIN"	316	43	83	53	16	2	12	41	33	77	5	2	.263	.338	.440	449
"Chris Owings RF  KC "	320	42	80	49	21	1	9	41	22	85	11	2	.250	.302	.406	451
"Curtis Granderson RF  MIA "	417	56	101	61	23	5	12	41	47	130	3	0	.242	.326	.408	458
"Aaron Altherr RF  PHI "	305	45	71	42	14	4	11	49	31	93	5	2	.233	.318	.413	462
"Brock Holt 2B  BOS "	316	43	85	59	17	2	7	40	33	68	7	4	.269	.345	.402	463
"Yairo Munoz SS  STL"	317	38	85	57	18	1	9	41	29	72	6	4	.268	.335	.416	467
"Jose Osuna 1B  PIT"	312	42	78	43	20	2	13	46	26	71	1	0	.250	.311	.452	469
"Neil Walker 1B  MIA "	408	47	99	68	17	2	12	49	38	107	1	0	.243	.314	.382	471
"Ben Gamel LF  MIL"	311	45	86	59	16	5	6	35	34	81	6	2	.277	.351	.418	476
"Willie Calhoun LF  TEX"	319	43	79	51	16	1	11	43	30	81	3	1	.248	.313	.407	484
"Raimel Tapia CF  COL"	305	46	76	49	19	2	6	37	29	82	9	6	.249	.319	.384	485
"Jay Bruce RF  SEA"	311	37	81	49	19	2	11	42	32	74	3	1	.261	.330	.441	488
"Carlos Tocci CF  TEX"	319	45	81	52	16	3	10	39	30	93	3	1	.254	.321	.417	489
"Jarrod Dyson CF  ARI"	314	43	65	48	11	3	3	27	36	66	25	6	.207	.290	.290	493
"Mark Canha CF  OAK "	308	48	76	47	19	1	9	41	30	81	2	1	.247	.326	.403	497
"Tyler Wade 2B  NYY"	253	38	67	42	14	2	9	35	23	59	5	2	.265	.329	.443	499
"Blake Swihart C  BOS "	317	45	73	51	17	1	4	42	30	82	11	4	.230	.301	.328	501
"Austin Slater LF  SF"	308	40	75	56	13	2	4	41	30	90	11	2	.243	.319	.338	502
"Dustin Fowler CF  OAK"	312	40	72	49	14	3	6	42	27	84	9	4	.231	.296	.353	514
"Roman Quinn CF  PHI"	304	44	72	52	13	4	3	42	30	82	9	4	.237	.312	.336	515
"Terrance Gore LF  KC"	181	28	41	29	10	1	1	27	18	51	23	8	.227	.302	.309	518
"Jake Marisnick CF  HOU "	233	35	55	32	12	0	11	33	19	75	6	3	.236	.305	.429	519
"Myles Straw RF  HOU"	187	30	52	32	10	1	9	29	20	38	5	2	.278	.352	.487	526
"Garrett Cooper LF  MIA "	309	35	77	50	16	2	9	35	27	89	4	1	.249	.313	.401	529
"Victor Reyes LF  DET"	316	42	72	53	14	3	2	33	22	78	12	2	.228	.281	.310	546
"Austin Hays RF  BAL "	191	26	50	30	10	1	9	31	16	50	2	1	.262	.321	.466	567
"Tzu-Wei Lin SS  BOS"	197	29	54	34	12	2	6	27	16	39	3	1	.274	.330	.447	575
"Connor Joe OF  CIN "	187	25	50	30	10	1	9	28	22	47	1	1	.267	.349	.476	580
"Tony Kemp LF  HOU "	179	29	47	33	10	0	4	23	24	34	7	2	.263	.353	.386	584
"Socrates Brito RF  ARI"	221	30	52	32	10	2	8	28	24	59	3	1	.235	.312	.407	592
"Anthony Alford LF  TOR"	188	26	47	28	10	1	8	24	17	49	4	1	.250	.317	.442	593
"Rosell Herrera RF  MIA "	413	44	92	67	21	3	1	38	36	102	7	5	.223	.293	.295	594
"Ryan Cordell RF  CHW"	190	25	48	29	10	1	8	26	15	52	3	1	.253	.301	.442	595
"Kristopher Negron LF  SEA"	185	26	47	30	9	1	7	23	20	51	4	1	.254	.335	.427	601
"Phillip Ervin LF  CIN"	187	25	48	32	10	2	4	29	20	47	5	2	.257	.336	.396	602
"Dwight Smith LF  TOR"	186	25	48	27	12	1	8	25	17	47	2	1	.258	.321	.462	603
"Adolis Garcia RF  STL"	189	26	46	28	9	1	8	25	19	52	3	1	.243	.318	.429	606
"Pablo Reyes RF  PIT"	186	25	49	31	10	1	7	22	18	43	3	1	.263	.333	.441	610
"Andrew Toles CF  LAD"	160	25	41	25	8	1	7	24	16	40	2	1	.256	.330	.450	615
"Noel Cuevas RF  COL"	187	25	48	30	10	1	7	23	16	49	2	1	.257	.320	.433	622
"Travis Jankowski RF  SD "	184	25	45	34	8	2	1	15	20	42	13	4	.245	.320	.326	624
"Magneuris Sierra CF  MIA"	314	34	69	56	11	1	1	28	22	89	10	3	.220	.274	.271	625
"Ezequiel Carrera LF  LAD "	150	23	39	24	7	1	7	20	18	39	3	1	.260	.345	.460	627
"Drew Robinson CF  STL"	190	30	43	27	8	1	7	22	23	70	3	2	.226	.312	.390	629
"Drew Ferguson CF  SF"	186	24	47	30	10	1	6	23	17	48	3	1	.253	.320	.414	634
"Yonathan Daza RF  COL"	154	22	41	25	8	1	7	21	15	41	2	1	.266	.337	.468	636
"J.D. Davis 3B  NYM "	191	23	47	29	10	1	7	25	19	48	2	1	.246	.318	.419	642
"Juan Lagares CF  NYM"	227	30	55	41	10	3	1	23	19	56	7	3	.242	.308	.326	646
"Mark Zagunis RF  CHC"	159	23	39	24	8	1	6	22	18	43	3	1	.245	.328	.421	653
"Melky Cabrera RF  PIT "	185	20	49	32	11	1	5	24	15	37	1	1	.265	.322	.416	675
"Matt Szczur LF  ARI"	169	21	41	24	10	1	6	19	19	43	2	1	.243	.328	.420	700
"Brandon Dixon 1B  DET"	155	19	38	21	10	1	6	21	17	43	1	0	.245	.326	.439	704
"Guillermo Heredia CF  TB"	188	21	47	32	10	1	4	15	19	40	1	1	.250	.330	.378	738
"Sean Rodriguez 2B  PIT "	124	17	30	19	6	1	4	16	14	37	2	0	.242	.321	.403	741
"Dominic Smith 1B  NYM"	163	17	36	20	8	1	7	18	11	49	0	0	.221	.273	.411	748
"Abraham Almonte CF  ARI"	159	20	34	22	5	2	5	15	16	45	2	1	.214	.288	.365	755
"Ichiro Suzuki LF  SEA "	179	23	40	30	8	1	1	20	18	41	1	0	.224	.300	.296	778
"Ross Kivett CF  DET"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Michael O'Neill LF  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Brendon Sanger RF  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Luke Persico LF  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Luis Basabe CF  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Jake McCarthy CF  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Tra'mayne Holmes CF  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Jameson Fisher LF  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Josh Stowers CF  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Sean Godfrey CF  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Austin Beck CF  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Joshua Palacios CF  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Randy Ventura OF  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Trevor Larnach RF  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Collin Cowgill RF  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Skye Bolt CF  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Ian Parmley LF  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Jack Sundberg CF  WAS"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Daniel Nava LF  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Adam Haseley CF  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Casey Soltis CF  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Josh Whitaker LF  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Andrew Romine 2B  PHI "	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Ryan Boldt RF  TB"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Zach Sullivan CF  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"John Schuknecht RF  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Kyle Lewis CF  SEA "	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Jake Ring CF  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Cornelius Randolph LF  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Mike Fish CF  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Corey Ray CF  MIL "	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Rainel Rosario LF  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Marcus Wilson CF  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Troy Stokes LF  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Gilberto Celestino CF  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Carlos Lopez RF  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Seth Beer LF  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Troy Montgomery RF  DET"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Jonathan Reynoso CF  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Craig Dedelow CF  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Bryson Myles OF  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Anthony Jimenez CF  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"O'Koyea Dickson LF  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Anthony Giansanti OF  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Sam Travis LF  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Eric Jenkins CF  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Ben Johnson CF  COL"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Chris Bostick LF  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Joey Rickard RF  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Luis Gonzalez CF  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Johan Mieses CF  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Allen Cordoba LF  SD"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Edwin Moreno LF  SD"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Jeremy Hazelbaker LF  ARI "	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
"Zack Zehner LF  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	.000	.000	.000	9999
