All First Basemen 2017  Season MLB Standard Categories
Player,AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank	
"Art Charles 1B  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jake Gatewood 1B  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Joey Meneses 1B  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Matt Hague 1B  SEA "	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jayce Boyd 1B  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Sean Bouchard 1B  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Danny Hayes 1B  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Dennis Raben 1B  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Edwin Espinal 1B  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Joey Terdoslavich 1B  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Chris Johnson 1B  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Dae-Ho Lee 1B  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Chase McDonald 1B  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Chris Jacobs 1B  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Ryan Howard 1B  COL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Kyle Blanks 1B  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jared Walsh 1B  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Gavin Sheets 1B  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Wilin Rosario 1B  COL "	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jason Rogers 1B  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"K.C. Hobson 1B  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Nicholas Vizcaino 1B  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Gabriel Garcia 1B  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Avain Rachal 1B  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Trever Adams 1B  TEX"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Blake Lalli 1B  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Nick Evans 1B  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Dan Johnson 1B  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Patrick Leonard 1B  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Viosergy Rosa 1B  OAK"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Max Pentecost 1B  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Balbino Fuenmayor 1B  ATL "	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Christian Williams 1B  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Andy Wilkins 1B  MIN "	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jeff Malm 1B  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Edwin Rios 1B  LAD "	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jonathan Rodriguez 1B  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Nick Ramirez 1B  MIL "	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Ryan McBroom 1B  NYY"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Bobby Bradley 1B  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Gerald Bautista 1B  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Gaby Sanchez 1B  SEA"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Matt Thaiss 1B  LAA "	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Anthony Miller 1B  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"James Beresford 1B  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Carlos Munoz 1B  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Brad Zunica 1B  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Sean Halton 1B  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
