All Relief Pitchers 2017  Season MLB Standard Categories
Player,INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank	
"Zac Curtis RP  PHI"	8.3	0	0	0	0	0	0	0	6	3	6	1.08	1.08	884
"Alec Asher RP  BAL"	60.0	6	3	0	2	5	0	0	47	23	61	5.25	1.40	885
"Eduardo Paredes RP  LAA"	22.3	0	0	0	0	1	1	0	17	6	21	4.43	1.21	886
"Buddy Boshers RP  HOU "	35.0	0	0	0	1	0	0	0	28	10	37	4.89	1.34	887
"Domingo German RP  NYY"	14.3	0	0	0	0	1	0	0	18	9	11	3.14	1.40	888
"Carson Smith RP  BOS "	6.7	0	0	0	0	0	1	0	7	2	7	1.35	1.35	889
"Kevin Shackelford RP  CIN"	30.7	0	0	0	0	0	0	1	38	13	30	4.70	1.40	891
"Luke Jackson RP  ATL "	50.7	0	0	0	2	0	0	0	33	19	55	4.62	1.46	892
"Leonel Campos RP  CLE "	13.7	0	0	0	0	0	0	0	15	8	11	2.63	1.39	893
"Jeanmar Gomez RP  CHW "	22.3	0	0	0	3	2	2	1	21	7	31	7.25	1.70	894
"Francisco Liriano RP  HOU"	97.0	18	5	0	6	7	0	0	85	53	105	5.66	1.63	896
"Junichi Tazawa RP  MIA"	55.3	0	0	0	3	5	0	3	38	22	55	5.69	1.39	898
"Fernando Salas RP  ARI "	58.7	0	0	0	2	2	0	1	56	22	67	5.22	1.52	900
"Akeel Morris RP  ATL"	7.3	0	0	0	0	0	0	0	9	4	6	1.23	1.36	901
"Jimmy Yacabonis RP  BAL"	20.7	0	0	0	2	0	0	0	8	14	18	4.36	1.55	907
"T.J. McFarland RP  ARI"	54.0	1	0	0	4	5	0	0	29	17	65	5.33	1.52	908
"Tyler Cloyd RP  MIA "	1.0	0	0	0	1	0	0	0	1	0	2	0.00	2.00	910
"Huston Street RP  LAA"	4.0	0	0	0	0	0	0	0	3	1	2	0.00	0.75	912
"Max Fried RP  ATL"	26.0	4	0	0	1	1	0	0	22	12	30	3.81	1.62	913
"Reyes Moronta RP  SF"	6.7	0	0	0	0	0	0	1	11	3	6	2.70	1.35	917
"Tom Wilhelmsen RP  MIL "	26.3	0	0	0	1	1	0	0	17	12	25	4.44	1.41	918
"Ryan Garton RP  SEA "	22.0	0	0	0	0	1	0	1	16	6	18	4.91	1.09	919
"Giovanny Gallegos RP  NYY"	20.3	0	0	0	0	1	0	1	22	5	21	4.87	1.28	924
"Silvino Bracho RP  ARI"	20.7	0	0	0	0	0	0	0	25	7	18	5.66	1.21	927
"Austin Brice RP  CIN"	32.7	0	0	0	0	0	0	0	26	7	33	4.96	1.22	928
"Steven Okert RP  SF"	27.0	0	0	0	1	1	0	0	22	11	24	5.67	1.30	930
"Gabriel Moya RP  MIN"	6.3	0	0	0	0	0	1	0	5	2	5	4.26	1.11	933
"Edgar Santana RP  PIT"	18.0	0	0	0	0	0	0	0	20	12	16	3.50	1.56	939
"Jason Grilli RP  TEX"	40.0	0	0	0	2	5	1	2	48	18	46	6.30	1.60	940
"Erik Goeddel RP  TEX "	29.0	0	0	0	0	1	0	0	33	11	28	5.28	1.34	941
"Chad Qualls RP  COL"	16.7	0	0	0	1	1	0	0	11	5	17	5.40	1.32	942
"Josh Edgin RP  BAL "	37.0	0	0	0	0	1	1	0	27	18	39	3.65	1.54	943
"Junior Guerra SP  MIL "	70.3	14	4	0	1	4	0	0	67	43	61	5.12	1.48	946
"Blaine Boyer RP  KC "	41.3	0	0	0	1	1	0	1	33	14	50	4.36	1.55	948
"Rob Scahill RP  CHW"	22.3	0	0	0	1	3	0	0	10	10	21	4.43	1.39	949
"Zac Rosscup RP  COL"	7.7	0	0	0	0	0	0	0	10	0	9	4.70	1.17	950
"Jhan Marinez RP  BAL "	58.3	0	0	0	0	3	0	0	45	26	64	3.70	1.54	951
"Cody Reed RP  CIN"	17.7	1	0	0	1	1	1	0	17	19	11	5.09	1.70	952
"Felix Pena RP  LAA"	34.3	0	0	0	1	0	0	0	37	18	35	5.24	1.54	953
"Joe Blanton RP  WAS"	44.3	0	0	0	2	4	0	0	39	13	53	5.68	1.49	956
"Jake Barrett RP  ARI"	27.0	0	0	0	1	1	0	1	26	15	27	5.00	1.56	960
"Taylor Williams RP  MIL "	4.7	0	0	0	0	0	0	0	4	2	4	1.93	1.29	963
"Jacob Turner RP  MIA "	39.0	2	1	0	2	3	0	3	23	15	43	5.08	1.49	964
"Rubby De La Rosa RP  ARI "	7.7	0	0	0	0	1	0	1	12	4	7	4.70	1.43	967
"Josh Ravin RP  ATL "	16.7	0	0	0	0	1	1	0	19	9	12	6.48	1.26	970
"Jason Hursh RP  ATL"	10.7	0	0	0	1	0	0	0	7	4	13	5.06	1.59	971
"Phil Hughes SP  MIN "	53.7	9	3	0	4	3	0	0	38	13	72	5.87	1.58	972
"Thyago Vieira RP  CHW"	1.0	0	0	0	0	0	0	0	1	0	0	0.00	0.00	974
"Tim Mayza RP  TOR"	17.0	0	0	0	1	0	0	0	27	4	24	6.88	1.65	977
"Adam Liberatore RP  LAD "	3.3	0	0	0	0	0	0	0	5	2	3	2.70	1.50	980
"Jamie Callahan RP  NYM"	6.7	0	0	0	0	0	0	1	5	1	7	4.05	1.20	981
"Mike Wright RP  BAL"	25.0	0	0	0	0	0	0	0	28	7	26	5.76	1.32	982
"Dan Slania RP  SF"	1.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	987
"Pedro Beato RP  PHI"	0.7	0	0	0	0	0	0	0	1	0	0	0.00	0.00	990
"Ariel Hernandez RP  CIN"	24.3	0	0	0	0	0	0	0	29	22	14	5.18	1.48	992
"Seth Maness RP  KC"	9.7	0	0	0	1	0	0	1	4	2	16	3.72	1.86	993
"Josh Lucas RP  STL"	7.3	0	0	0	0	0	0	0	7	4	7	3.68	1.50	995
"Johnny Barbato RP  DET "	28.7	0	0	0	0	1	0	0	23	18	25	4.08	1.50	997
"Steven Brault RP  PIT"	34.7	4	1	0	1	0	1	0	23	14	41	4.67	1.59	1004
"David Goforth RP  MIL "	1.0	0	0	0	0	0	0	0	0	1	0	0.00	1.00	1006
"Diego Moreno RP  CLE"	5.7	0	0	0	0	1	0	0	6	2	6	4.76	1.41	1009
"Adam Kolarek RP  TB"	8.3	0	0	0	1	0	0	0	4	4	9	6.48	1.56	1010
"Ashur Tolliver RP  SEA"	5.0	0	0	0	0	0	0	0	5	4	4	3.60	1.60	1011
"Hunter Wood RP  TB"	0.3	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1012
"Shae Simmons RP  SEA"	7.7	0	0	0	0	2	0	0	8	4	4	7.04	1.04	1013
"Roenis Elias RP  BOS"	0.3	0	0	0	0	0	0	0	1	1	0	0.00	3.00	1016
"Michael Brady RP  MIL"	31.7	0	0	0	0	0	0	0	24	6	33	5.68	1.23	1017
"Jose De Leon RP  TB "	2.7	0	0	0	1	0	0	0	2	3	4	10.12	2.62	1019
"Bobby Wahl RP  OAK "	7.7	0	0	0	0	0	0	0	8	4	8	4.70	1.57	1020
"Pierce Johnson RP  SF"	1.0	0	0	0	0	0	0	0	2	1	2	0.00	3.00	1021
"Ronald Herrera RP  TEX"	3.0	0	0	0	0	1	0	0	3	1	3	6.00	1.33	1023
"Zach Lee RP  SD"	8.0	1	0	0	1	0	0	0	6	8	8	5.62	2.00	1024
"Brian Flynn RP  KC "	2.3	0	0	0	0	0	0	0	0	0	3	3.86	1.29	1025
"Jack Leathersich RP  PIT"	5.0	0	0	0	0	0	0	0	7	6	4	3.60	2.00	1026
"Jeff Beliveau RP  CLE"	15.7	0	0	0	1	1	0	0	17	6	17	7.47	1.47	1027
"Tyler Wilson RP  BAL "	15.3	1	1	0	2	2	0	0	9	4	22	7.04	1.70	1028
"Bryan Morris RP  SF"	21.0	0	0	0	2	0	0	0	15	11	24	6.43	1.67	1031
"Josh Smoker RP  PIT "	56.3	0	0	0	1	2	0	0	68	32	64	5.11	1.70	1034
"Kyle Martin RP  BOS"	2.3	0	0	0	0	0	0	0	1	2	2	3.86	1.71	1035
"Yohander Mendez RP  TEX"	12.3	0	0	0	0	1	0	0	7	3	13	5.11	1.30	1036
"Austin Adams RP  WAS"	5.0	0	0	0	0	0	0	0	10	8	4	3.60	2.40	1037
"Sandy Alcantara RP  MIA "	8.3	0	0	0	0	0	0	0	10	6	9	4.32	1.80	1038
"Damien Magnifico RP  PIT "	0.3	0	0	0	0	0	0	0	1	2	0	0.00	6.00	1039
"Luis Cessa SP  NYY"	36.0	5	0	0	0	3	0	0	30	17	36	4.75	1.47	1040
"Tony Sipp RP  HOU"	37.3	0	0	0	0	1	0	0	39	16	36	5.79	1.39	1041
"Ben Taylor RP  BOS"	17.3	0	0	0	0	1	1	0	18	9	20	5.19	1.67	1042
"Jumbo Diaz RP  MIA "	30.0	0	0	0	1	4	0	3	28	15	32	5.70	1.57	1043
"T.J. House RP  CHW "	2.0	0	0	0	0	0	0	0	1	1	3	4.50	2.00	1044
"Shane Carle RP  ATL "	4.0	0	0	0	0	0	0	0	4	0	6	6.75	1.50	1045
"Yovani Gallardo SP  MIL "	130.7	22	5	0	5	10	1	0	94	60	138	5.72	1.52	1047
"Jayson Aquino RP  BAL "	13.3	2	1	0	1	2	0	0	13	6	15	7.42	1.57	1048
"Justin Marks RP  LAD"	1.3	0	0	0	0	0	0	0	1	1	2	6.75	2.25	1050
"Jake Esch RP  SD"	0.0	0	0	0	0	0	0	0	0	2	0	0.00	0.00	1051
"Jason Gurka RP  BAL "	0.7	0	0	0	0	0	0	0	0	1	2	0.00	4.50	1053
"Nick Martinez SP  TEX "	111.3	18	7	0	3	8	0	0	67	28	124	5.66	1.37	1055
"Kevin McGowan RP  NYM "	8.7	0	0	0	0	0	0	0	8	6	8	5.19	1.62	1056
"Dayan Diaz RP  LAA"	13.0	1	0	0	1	1	0	0	20	4	17	9.00	1.62	1057
"Michael Tonkin RP  MIN"	21.0	0	0	0	0	1	0	0	24	12	22	5.14	1.62	1058
"Carter Capps RP  SD "	12.3	0	0	0	0	0	0	0	7	2	12	6.57	1.14	1062
"Josh Osich RP  SF"	43.3	0	0	0	3	2	0	1	43	27	48	6.23	1.73	1064
"Jordan Jankowski RP  LAD"	4.3	0	0	0	1	0	0	0	5	2	7	12.46	2.08	1066
"Seth Frankoff RP  CHC "	2.0	0	0	0	0	1	0	0	2	0	4	9.00	2.00	1068
"Angel Sanchez RP  PIT"	12.3	0	0	0	1	0	0	0	10	1	16	8.76	1.38	1069
"Jairo Labourt RP  DET"	6.0	0	0	0	0	0	0	0	4	7	4	4.50	1.83	1070
"Walker Buehler RP  LAD "	9.3	0	0	0	1	0	0	0	12	8	11	7.71	2.04	1071
"Dan Runzler RP  TB "	4.0	0	0	0	0	0	0	0	4	2	7	4.50	2.25	1075
"Daniel Wright RP  LAA "	19.7	2	0	0	0	1	0	0	11	8	21	4.58	1.47	1077
"John Curtiss RP  MIN"	8.7	0	0	0	0	0	0	0	10	2	9	8.31	1.27	1079
"Ernesto Frieri RP  MIL "	7.0	0	0	0	0	1	0	0	5	6	6	5.14	1.71	1080
"Jorge Lopez RP  MIL"	2.0	0	0	0	0	0	0	0	0	1	4	4.50	2.50	1081
"Tanner Scheppers RP  TEX"	4.0	0	0	0	0	1	0	0	5	3	5	6.75	2.00	1082
"Taylor Jungmann RP  MIL "	0.7	0	0	0	0	0	0	0	1	1	2	13.50	4.50	1083
"Chris Smith RP  TOR "	5.0	0	0	0	0	0	0	0	1	1	7	5.40	1.60	1084
"Tyler Webb RP  MIL"	8.0	0	0	0	0	0	0	1	8	5	9	5.62	1.75	1086
"Tanner Scott RP  BAL "	1.7	0	0	0	0	0	0	0	2	2	2	10.80	2.40	1087
"Ricky Rodriguez RP  TEX"	13.0	0	0	0	0	1	1	2	11	4	17	6.23	1.62	1090
"Craig Breslow RP  CLE"	35.3	0	0	0	1	1	0	1	23	14	41	5.09	1.56	1092
"John Gant RP  STL"	17.3	2	0	0	0	1	0	0	11	10	17	4.67	1.56	1093
"Tyler Pill RP  NYM "	22.0	3	0	0	0	3	0	0	16	10	22	5.32	1.45	1100
"Fabio Castillo RP  LAD "	1.3	0	0	0	0	0	0	0	2	1	3	13.50	3.00	1101
"Paolo Espino RP  TEX "	24.0	2	0	0	0	0	0	0	20	10	23	6.00	1.38	1106
"Keury Mella RP  CIN"	4.0	0	0	0	0	0	0	0	1	2	5	6.75	1.75	1107
"Kyle Crockett RP  CIN"	1.7	0	0	0	0	0	0	0	2	1	4	10.80	3.00	1110
"Justin Haley RP  BOS"	18.0	0	0	0	0	0	1	0	14	6	22	6.00	1.56	1111
"Wei-Chung Wang RP  MIL "	1.3	0	0	0	0	0	0	0	2	0	5	13.50	3.75	1116
"Carlos Frias RP  CLE "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Trevor May RP  MIN "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Tyler Thornburg RP  BOS "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"J.T. Chargois RP  MIN "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Luis Ysla RP  LAD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Severino Gonzalez RP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Bo Schultz RP  PIT "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Jimmy Cordero RP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Mason Melotakis RP  MIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Christian Bethancourt RP  MIL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Ryan O'Rourke RP  BAL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Nefi Ogando RP  CIN"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Shawn Tolleson RP  TEX "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Paul Fry P  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Alberto Tirado RP  PHI"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Greg Mahle RP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Perci Garner RP  BAL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Jesus Liranzo RP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Shawn Morimando RP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Kevin Gadea RP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Joe Colon RP  CLE"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Steve Hathaway RP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Ryan Borucki RP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Jose Ruiz RP  CHW"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Enrique Burgos RP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Jose Rosario RP  CHC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Jason Garcia RP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Pat Light RP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Rayan Gonzalez RP  COL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Ryne Harper RP  SEA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Joe Gunkel P  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Rafael Martin RP  WAS"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Will Smith RP  SF "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Tayron Guerrero RP  MIA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Jaime Schultz RP  TB"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Mauricio Cabrera RP  ATL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Vicente Campos RP  LAA"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Andrew Edwards P  KC"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Andrew Faulkner RP  BAL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Tyler Wagner RP  TEX"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Brett Oberholtzer RP  TOR"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Adrian Houser RP  MIL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Drew Hutchison RP  PIT"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Cody Anderson RP  CLE "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Walker Lockett RP  SD"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Sandy Baez RP  DET"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Jacob Lindgren RP  ATL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Eddie Gamboa RP  BAL "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Tyler Cravy RP  MIL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Yefry Ramirez RP  BAL"	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"Yimi Garcia RP  LAD "	0.0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	1122
"J.P. Howell RP  TOR"	11.0	0	0	0	1	1	0	1	6	7	13	7.36	1.82	1215
"Roberto Gomez RP  SF"	5.3	0	0	0	0	0	0	0	6	1	9	8.44	1.88	1216
"Preston Claiborne RP  CLE "	2.0	0	0	0	0	0	0	0	2	0	5	13.50	2.50	1217
"Alex Wimmers RP  MIA "	7.3	0	0	0	0	0	0	0	7	8	8	4.91	2.18	1218
"Xavier Cedeno RP  CHW "	3.0	0	0	0	1	1	0	3	0	4	7	12.00	3.67	1235
"Luke Farrell RP  CHC"	13.0	1	0	0	0	0	0	0	9	10	12	5.54	1.69	1236
"Dillon Maples RP  CHC"	5.3	0	0	0	0	0	0	0	11	6	6	10.12	2.25	1240
"Michael Blazek RP  MIL "	8.7	1	0	0	0	1	0	0	7	1	12	8.31	1.50	1241
"Jandel Gustave RP  HOU "	5.0	0	0	0	0	0	0	0	2	7	5	5.40	2.40	1244
"Ryne Stanek RP  TB"	20.0	0	0	0	0	0	0	1	29	12	26	5.85	1.90	1305
"Robbie Ross RP  BOS"	9.0	0	0	0	0	0	0	0	9	5	12	7.00	1.89	1311
"Max Povse RP  SEA "	3.7	0	0	0	0	0	0	0	2	1	9	7.36	2.73	1312
"Edward Mujica RP  DET "	6.3	0	0	0	0	0	0	0	7	0	11	9.95	1.74	1315
"Dylan Floro RP  CIN "	9.7	0	0	0	0	0	0	0	6	2	15	6.52	1.76	1319
"Lucas Harrell RP  TOR "	6.3	0	0	0	0	0	0	0	6	4	10	7.11	2.21	1320
"Jacob Rhame RP  NYM"	9.0	0	0	0	1	1	0	0	7	7	12	9.00	2.11	1322
"Scott Oberg RP  COL"	58.3	0	0	0	0	1	0	1	55	24	70	4.94	1.61	1325
"David Holmberg RP  CHW "	57.7	7	0	0	2	4	0	1	33	34	63	4.68	1.68	1330
"Matt Koch RP  ARI"	0.0	0	0	0	0	0	0	0	0	1	2	0.00	0.00	1335
"Miguel Almonte RP  KC "	2.0	0	0	0	0	0	0	0	0	2	5	13.50	3.50	1337
"Cody Martin RP  SEA"	2.0	0	0	0	0	0	0	0	0	2	5	13.50	3.50	1337
"William Cuevas RP  MIA "	0.3	0	0	0	0	0	0	0	1	0	3	108.00	9.00	1343
"Rafael Montero SP  NYM"	119.0	18	6	0	5	11	0	0	114	67	141	5.52	1.75	1344
"Nick Gardewine RP  TEX"	8.0	0	0	0	0	0	0	0	3	7	10	5.62	2.12	1347
"Zach Neal RP  LAD "	14.7	0	0	0	0	0	0	0	10	1	19	7.98	1.36	1349
"Michael Ynoa RP  CHW"	29.0	0	0	0	1	0	0	0	23	22	28	5.90	1.72	1350
"Sean Gilmartin RP  STL"	3.3	0	0	0	0	0	0	0	4	1	8	13.50	2.70	1354
"Jason Wheeler RP  LAD"	3.0	0	0	0	0	0	0	0	0	4	6	9.00	3.33	1359
"Drew VerHagen RP  DET"	34.3	2	0	0	0	3	0	1	25	9	42	5.77	1.49	1361
"Drew Rucinski RP  MIA"	4.3	0	0	0	0	0	0	0	5	2	10	10.38	2.77	1362
"Barrett Astin RP  CIN"	8.0	0	0	0	0	0	0	0	2	7	9	6.75	2.00	1366
"Jake Petricka RP  TOR "	25.7	0	0	0	1	1	0	1	26	6	39	7.01	1.75	1369
"Chris Rowley RP  TOR"	18.7	3	0	0	1	2	0	0	11	10	24	6.75	1.82	1371
"Brooks Pounders RP  COL "	10.3	0	0	0	1	0	0	0	12	5	17	10.45	2.13	1372
"Tim Melville RP  BAL "	5.7	1	0	0	0	1	0	0	7	6	7	11.12	2.29	1374
"Hunter Cervenka RP  MIA "	4.7	0	0	0	0	0	0	0	6	8	1	15.43	1.93	1376
"Zac Reininger RP  DET"	9.7	0	0	0	0	0	0	0	5	3	15	7.45	1.86	1377
"Bryan Mitchell RP  SD "	32.7	1	0	0	1	1	1	0	17	13	42	5.79	1.68	1380
"Evan Scribner RP  SEA "	7.3	0	0	0	0	2	0	0	6	0	13	11.05	1.77	1382
"Victor Alcantara RP  DET "	7.3	0	0	0	0	0	0	0	5	4	12	8.59	2.18	1385
"Glen Perkins RP  MIN "	5.7	0	0	0	0	0	0	0	2	5	8	9.53	2.29	1387
"Taylor Cole RP  TOR"	1.0	0	0	0	0	0	0	0	1	1	6	36.00	7.00	1388
"Josh Lindblom RP  PIT "	10.3	0	0	0	0	0	0	0	10	3	18	7.84	2.03	1389
"Jose Valdez RP  SF "	18.0	0	0	0	0	0	0	0	17	5	21	8.50	1.44	1391
"Drew Anderson RP  PHI"	2.3	0	0	0	0	0	0	0	2	1	6	23.14	3.00	1392
"Mike Mayers RP  STL"	4.7	0	0	0	0	0	0	0	3	4	8	11.57	2.57	1393
"Blaine Hardy RP  DET"	33.3	0	0	0	1	0	0	0	28	13	46	5.94	1.77	1395
"Artie Lewicki RP  DET"	10.3	1	0	0	0	1	0	0	6	4	19	6.10	2.23	1396
"Alejandro Chacin RP  CIN"	6.0	0	0	0	0	0	0	0	6	4	11	10.50	2.50	1399
"Jeff Ferrell RP  BAL "	9.3	0	0	0	0	0	0	0	6	5	17	6.75	2.36	1404
"Caleb Smith RP  MIA"	18.7	2	0	0	0	1	0	0	18	10	21	7.71	1.66	1405
"Dillon Overton RP  SD"	23.0	2	0	0	0	1	0	0	11	4	30	6.65	1.48	1406
"Tommy Layne RP  LAD"	13.0	0	0	0	0	0	0	0	9	8	16	7.62	1.85	1407
"Kyle Ryan RP  CHC "	5.7	0	0	0	0	0	0	1	1	7	9	7.94	2.82	1408
"Eric O'Flaherty RP  ATL"	18.3	0	0	0	0	0	0	0	15	9	20	7.85	1.58	1409
"Sam Moll RP  SEA"	6.7	0	0	0	0	0	0	0	7	3	13	10.80	2.40	1410
"Bruce Rondon RP  CHW "	15.7	0	0	0	1	3	1	1	22	10	21	10.91	1.98	1412
"Evan Marshall RP  CLE"	7.7	0	0	0	0	0	0	0	4	5	12	9.39	2.22	1415
"Justin Nicolino RP  MIA"	48.0	8	1	0	2	3	0	0	26	20	66	5.06	1.79	1416
"Mike Hauschild RP  HOU"	8.0	0	0	0	0	0	0	0	7	2	14	11.25	2.00	1417
"Wilmer Font RP  LAD"	3.7	0	0	0	0	0	0	0	3	4	7	17.18	3.00	1418
"Arcenio Leon RP  DET"	6.7	0	0	0	0	0	0	0	2	6	7	12.15	1.95	1419
"Mike Morin RP  SEA "	20.0	0	0	0	0	0	0	0	16	5	29	7.20	1.70	1420
"Jairo Diaz RP  COL "	5.0	0	0	0	0	0	0	0	2	5	12	9.00	3.40	1421
"Randy Rosario RP  CHC"	2.3	0	0	0	0	0	0	0	2	0	7	30.86	3.00	1422
"Frankie Montas RP  OAK"	32.0	0	0	0	1	1	0	0	36	20	39	7.03	1.84	1424
"Neil Ramirez RP  CLE"	31.3	0	0	0	0	1	0	1	44	21	35	7.18	1.79	1425
"Rob Zastryzny RP  CHC"	13.0	0	0	0	0	0	0	0	11	7	19	8.31	2.00	1426
"Braden Shipley RP  ARI"	25.0	3	0	0	0	1	0	0	18	15	31	5.76	1.84	1427
"Miguel Socolovich RP  ATL "	18.7	0	0	0	0	1	1	0	14	4	27	8.68	1.66	1428
"Jonathan Broxton RP  STL"	15.7	0	0	0	0	1	0	0	16	11	23	6.89	2.17	1429
"Jace Fry RP  CHW"	6.7	0	0	0	0	0	0	0	3	5	12	10.80	2.55	1431
"Anibal Sanchez SP  DET"	105.3	17	7	0	3	7	0	0	104	29	139	6.41	1.59	1432
"Joely Rodriguez RP  BAL "	27.0	0	0	0	1	2	0	2	18	15	37	6.33	1.93	1434
"Trevor Gott RP  WAS"	3.0	0	0	0	1	0	0	0	3	3	11	30.00	4.67	1436
"Ubaldo Jimenez SP  BAL"	142.7	25	5	0	6	11	0	0	139	58	169	6.81	1.59	1437
"Richard Rodriguez RP  PIT "	5.7	0	0	0	0	0	0	0	3	3	12	14.29	2.65	1438
"Anthony Bass RP  CHC "	5.7	0	0	0	0	0	0	0	1	0	14	14.29	2.47	1439
"John Axford RP  OAK "	21.0	0	0	0	0	1	0	1	21	17	27	6.43	2.10	1440
"Jesen Therrien RP  PHI "	18.3	0	0	0	0	0	0	1	10	7	24	8.35	1.69	1442
"Glenn Sparkman RP  KC"	1.0	0	0	0	0	0	0	0	1	1	9	63.00	10.00	1443
"Onelki Garcia RP  KC "	6.0	1	0	0	0	1	0	0	2	5	12	13.50	2.83	1444
"Cesar Valdez RP  TOR "	30.7	4	1	0	1	1	0	0	21	11	41	7.63	1.70	1445
"Andres Machado RP  KC"	3.7	0	0	0	0	0	0	0	1	3	10	22.09	3.55	1446
"Reymin Guduan RP  HOU"	16.0	0	0	0	0	0	0	0	16	12	24	7.88	2.25	1447
"Wily Peralta RP  KC"	57.3	8	2	0	5	4	0	0	52	32	73	7.85	1.83	1448
"Stefan Crichton RP  BAL"	12.3	0	0	0	0	0	0	0	8	4	26	8.03	2.43	1449
"Josh Collmenter RP  ATL"	17.0	0	0	0	0	2	0	0	18	6	29	9.00	2.06	1450
"Casey Lawrence RP  SEA "	55.3	2	0	0	2	3	0	1	52	25	77	6.34	1.84	1451
"Brad Goldberg RP  CHW"	12.0	0	0	0	0	0	0	0	3	14	14	8.25	2.33	1452
"Miguel Diaz RP  SD"	41.7	3	0	0	1	1	0	0	33	25	44	7.34	1.66	1454
"Jake Buchanan RP  ARI "	14.3	0	0	0	0	0	0	0	4	7	24	8.16	2.16	1456
"Cory Mazzoni RP  CHC"	8.0	0	0	0	0	0	0	0	4	4	17	13.50	2.62	1459
"Ricardo Pinto RP  PHI"	29.7	0	0	0	1	2	0	2	25	17	39	7.89	1.89	1460
"Mike Bolsinger SP  TOR "	41.3	5	0	0	0	3	0	0	39	27	48	6.31	1.81	1461
"Myles Jaye RP  MIN"	12.7	2	0	0	1	2	0	0	4	10	18	12.08	2.21	1462
